"Accession","Gene","median.x","median.y","group"
"60","O75400","PRPF40A",0.611529243871664,0.444745015259143,"weak"
"61","P35232","PHB",0.408695135966317,0.617794756849168,"weak"
"62","P14618","PKM",0.439166869246995,0.671088629620846,"weak"
"63","O75533","SF3B1",0.450780083059195,0.557229582822151,"noise"
"64","P52597","HNRNPF",0.438497023485414,0.525793179742434,"noise"
"65","Q5QNW6","H2BC18",0.408074807151443,0.561282749003213,"noise"
"66","F8VVM2","SLC25A3",0.433577666848954,0.553078627272703,"noise"
"67","P69905","HBA1",0.353173514402731,0.747189691759506,"weak"
"68","Q6ZXV5","TMTC3",0.828032490541721,0.420413709629872,"weak"
"69","Q14126","DSG2",0.499562209813768,0.610750368676771,"noise"
"70","Q6ZVX7","NCCRP1",0.277738208389672,0.637778354649411,"noise"
"71","Q12906","ILF3",0.453646276519614,0.547891580082459,"noise"
"72","Q01085","TIAL1",0.513185889451129,0.428320660923711,"noise"
"73","P01037","CST1",0.555394515836102,0.504844092672262,"noise"
"74","H7C463","IMMT",0.654490204912378,0.494499589455319,"weak"
"75","F8W8I6","TIA1",0.50742437398838,0.444880734637744,"noise"
"76","P61978","HNRNPK",0.409704269514221,0.56355398330824,"noise"
"77","B4DY08","HNRNPC",0.430024393573605,0.488462436002258,"noise"
"78","Q9Y230","RUVBL2",0.585527241043821,0.438306092789204,"weak"
"79","Q00839","HNRNPU",0.39025307678654,0.551163428583729,"noise"
"80","P62269","RPS18",0.528953200109026,0.515665429818541,"noise"
"81","A0A5F9ZHM4","LDHB",0.518657923779306,0.671555846012594,"weak"
"82","A0A0A0MR02","VDAC2",0.494962921692015,0.498853151166624,"noise"
"83","P62249","RPS16",0.533204437025915,0.477944084144268,"noise"
"84","P04075","ALDOA",0.652965674508361,0.588551260498089,"weak"
"85","P04040","CAT",0.339465874299059,0.645170611342295,"weak"
"86","Q9NVI7","ATAD3A",0.462087188329501,0.570959661578185,"noise"
"87","P84243","H3-3A",0.454260410005796,0.596149844740564,"noise"
"88","P00558","PGK1",0.64334662853437,0.55519306129414,"weak"
"89","P31947","SFN",0.417531168552435,0.522238819864261,"noise"
"90","P00338","LDHA",0.504705777123665,0.72746481246663,"weak"
"91","P49411","TUFM",0.438359385115787,0.577835107968253,"noise"
"92","P23396","RPS3",0.465882863787977,0.523191540861601,"noise"
"93","P58107","EPPK1",0.316131755525006,0.319140293252283,"noise"
"94","P05023","ATP1A1",0.709737592419413,0.770417050222072,"strong"
"95","Q9H0U4","RAB1B",0.543498033145126,0.467631074350043,"noise"
"96","A0A087WVQ6","CLTC",0.613551519089248,0.437331630292871,"weak"
"97","P14625","HSP90B1",0.449403023781129,0.629704873587472,"weak"
"98","P07900","HSP90AA1",0.538912959281967,0.628876741437886,"weak"
"99","P35221","CTNNA1",0.646878779548403,0.593876931840378,"weak"
"100","P49327","FASN",0.54898842295961,0.63251879041161,"weak"
"101","Q02878","RPL6",0.594409356196341,0.438168082969397,"weak"
"102","P13639","EEF2",0.39027578509051,0.740475062236886,"weak"
"103","P53985","SLC16A1",0.706868474099856,0.531514615217873,"weak"
"104","P06733","ENO1",0.334357347450626,0.708390541073749,"weak"
"105","P62937","PPIA",0.413123817084551,0.58336614739046,"noise"
"106","P62701","RPS4X",0.527749816024697,0.437784652058793,"noise"
"107","Q9NZT1","CALML5",0.457723370820518,0.601313709310355,"noise"
"108","P11279","LAMP1",NA,NA,"noise"
"109","P62277","RPS13",0.513911529630215,0.59339387182816,"noise"
"110","P09382","LGALS1",0.437097684811236,0.521647503253161,"noise"
"111","P62913","RPL11",0.522251008428497,0.487354799178017,"noise"
"112","P27482","CALML3",NA,0.559503760605982,"noise"
"113","P20700","LMNB1",0.353633140923326,0.504822258000114,"noise"
"114","Q01650","SLC7A5",0.662929729631299,0.693330633822734,"strong"
"115","O43240","KLK10",0.612568742066582,0.372862953425532,"weak"
"116","P16403","H1-2",0.43378084822894,0.57300670207002,"noise"
"117","P56537","EIF6",0.564415866434938,0.47054059826073,"noise"
"118","P40926","MDH2",0.286761412729085,0.636089306338728,"noise"
"119","P22223","CDH3",0.726893938261417,0.740015119086696,"strong"
"120","P42167","TMPO",0.335219883089252,0.53117414646948,"noise"
"121","P06702","S100A9",0.336377894773835,0.723095148980526,"weak"
"122","A0A087WTT1","PABPC1",0.552467324186401,0.390254489870309,"noise"
"123","P62244","RPS15A",0.647093747640755,0.323709561336925,"weak"
"124","P35658","NUP214",0.491725790850006,0.411588770315697,"noise"
"125","P78527","PRKDC",0.508249290203512,0.46970014319991,"noise"
"126","P02768","ALB",0.171683743002408,0.819311070753094,"noise"
"127","P07737","PFN1",0.363730936943328,0.64331994780362,"weak"
"128","Q92945","KHSRP",0.426789846065208,0.520921352476159,"noise"
"129","P26373","RPL13",0.555174577728183,0.48825124900916,"noise"
"130","Q14677","CLINT1",0.608155585402756,0.450377803324358,"weak"
"131","H0Y8G5","HNRNPD",0.59485244539563,0.385919843421843,"weak"
"132","Q13148","TARDBP",0.510808819059705,0.531904310058274,"noise"
"133","E7EQB2","LTF",0.269850206850802,0.63920886665199,"noise"
"134","O43175","PHGDH",0.592686218951867,0.392899956445454,"weak"
"135","P04843","RPN1",0.382310398961996,0.531721736358066,"noise"
"136","J3KRX5","RPL17",0.469451074182493,0.490400718382015,"noise"
"137","P31151","S100A7",0.286781226002418,0.692983798902454,"noise"
"138","C9JD32","RPL23",0.555424859729838,0.53567265815749,"noise"
"139","P61353","RPL27",0.438103486930824,0.486464190906732,"noise"
"140","P46781","RPS9",0.407372706654329,0.497722465209879,"noise"
"141","H0Y4R1","IMPDH2",0.668387767010833,0.368336341515164,"weak"
"142","P14866","HNRNPL",0.393537426203766,0.528253663889467,"noise"
"143","P32119","PRDX2",0.407526274819478,0.58059333517036,"noise"
"144","P61626","LYZ",0.272407221025282,0.661153639835608,"noise"
"145","O43143","DHX15",0.443834501162142,0.462504599364687,"noise"
"146","P62906","RPL10A",0.560078236870167,0.580529491732829,"noise"
"147","P22735","TGM1",0.41307673831331,0.611214414212435,"noise"
"148","P51991","HNRNPA3",0.457439197327039,0.519824170143034,"noise"
"149","Q07065","CKAP4",0.498639737826444,0.508358975655266,"noise"
"150","P26368","U2AF2",0.546006815438381,0.430914259741892,"noise"
"151","P27797","CALR",0.549790198931472,0.656839781105274,"weak"
"152","P19338","NCL",0.356781126623299,0.544441420920761,"noise"
"153","Q15717","ELAVL1",0.462357622595734,0.483804990584735,"noise"
"154","P26641","EEF1G",0.437290761258262,0.580280698509535,"noise"
"155","P30050","RPL12",0.485795074307796,0.466721582058976,"noise"
"156","Q15029","EFTUD2",0.488310867186243,0.48042421330404,"noise"
"157","Q15084","PDIA6",0.47121892899984,0.606549205661778,"noise"
"158","Q15365","PCBP1",0.552268849604225,0.469142747167621,"noise"
"159","P07237","P4HB",0.40522834188908,0.671650074162543,"weak"
"160","P83731","RPL24",0.500613154190636,0.452547326239442,"noise"
"161","Q13838","DDX39B",0.536256771885268,0.490914008705077,"noise"
"162","P36542","ATP5F1C",0.470386559315849,0.395170449778904,"noise"
"163","P09758","TACSTD2",0.641241624753625,0.445253698482016,"weak"
"164","P34897","SHMT2",0.431325430535045,0.626083588278076,"weak"
"165","P62280","RPS11",0.647010346003004,0.39241604790497,"weak"
"166","J3KTA4","DDX5",0.59885072268481,0.534596453313384,"weak"
"167","P51148","RAB5C",0.488543549438405,0.499276676402414,"noise"
"168","Q13509","TUBB3",0.583030410504464,0.56310767947577,"weak"
"169","P63173","RPL38",0.515661879599815,0.479921495015148,"noise"
"170","P17931","LGALS3",0.558850301039535,0.49481090843009,"noise"
"171","Q9Y265","RUVBL1",0.484129167402598,0.46757211113714,"noise"
"172","P23246","SFPQ",0.380621509746665,0.54250404386402,"noise"
"173","P26599","PTBP1",0.42489670129596,0.566443283930389,"noise"
"174","Q8TEM1","NUP210",0.361367637893749,0.560914896711888,"noise"
"175","P39656","DDOST",0.306020159467399,0.639427969401861,"weak"
"176","Q05048","CSTF1",NA,0.37650399519754,"noise"
"177","P13073","COX4I1",0.471722061759832,0.531847836948219,"noise"
"178","Q12955","ANK3",0.4959507212713,0.712301114260424,"weak"
"179","P50502","ST13",0.375077685216133,0.50235910397414,"noise"
"180","A2NJV5","IGKV2-29",0.292324302364825,0.717443893487924,"noise"
"181","M0R0F0","RPS5",0.444999178590221,0.446259195736281,"noise"
"182","Q9UKM9","RALY",0.595664130060519,0.397803850164843,"weak"
"183","P07099","EPHX1",0.469877350043459,0.518335268175087,"noise"
"184","P23528","CFL1",0.636628735016738,0.493673900443314,"weak"
"185","A0A2R8Y6J3","RPL5",0.567050511063369,0.502310249355929,"noise"
"186","Q9UJS0","SLC25A13",0.342595855203484,0.601198380333228,"noise"
"187","P16401","H1-5",0.516466983486098,0.502525681509915,"noise"
"188","P49755","TMED10",0.572082155777416,0.508241824458131,"noise"
"189","P00403","MT-CO2",0.393021163788636,0.590607223432682,"noise"
"190","O75223","GGCT",0.411601145891585,0.645048765587775,"weak"
"191","Q08188","TGM3",0.225571559064786,0.747378767122867,"noise"
"192","E9PQD7","RPS2",0.49381006689197,0.480345541886669,"noise"
"193","P51149","RAB7A",0.388412419556015,0.550913639477218,"noise"
"194","P06748","NPM1",0.415193439749312,0.600498384092039,"noise"
"195","P60866","RPS20",0.443969767298811,0.533631670353463,"noise"
"196","Q02978","SLC25A11",0.437846721354343,0.561075925734935,"noise"
"197","Q9NZ01","TECR",0.449308329547913,0.452011421292912,"noise"
"198","P62424","RPL7A",0.493032207010745,0.521227811231204,"noise"
"199","P04844","RPN2",0.517441617969715,0.456477144365417,"noise"
"200","Q9BUJ2","HNRNPUL1",0.387667226761973,0.485340018722299,"noise"
"201","P62491","RAB11A",0.477260480207751,0.508458416653132,"noise"
"202","A0A1B0GUE3","ASAH1",0.467342799477739,0.63134975639659,"weak"
"203","Q13835","PKP1",0.415161997440594,0.580718218162237,"noise"
"204","P61224","RAP1B",0.429600242410544,0.602843576887123,"noise"
"205","P00390","GSR",0.686510799174407,NA,"noise"
"206","P15531","NME1",0.463871282099563,0.525110614686372,"noise"
"207","Q9Y277","VDAC3",0.492943531334473,0.561619341009097,"noise"
"208","P31944","CASP14",0.182274026695011,0.816047806751537,"noise"
"209","P50995","ANXA11",0.446738963252614,0.551173183078557,"noise"
"210","P13667","PDIA4",0.523847704737827,0.561513030038568,"noise"
"211","H0YHA7","RPL18",0.648151441440263,0.459378827344218,"weak"
"212","P62266","RPS23",0.505941596992643,0.486445404873021,"noise"
"213","Q13501","SQSTM1",0.577205709104126,0.564182457213929,"weak"
"214","P48047","ATP5PO",0.41909300698423,0.388600930722811,"noise"
"215","P11908","PRPS2",0.547800996360563,0.34526306670082,"noise"
"216","O00571","DDX3X",0.553790378560173,0.588749267266514,"noise"
"217","Q08554","DSC1",0.410298607906843,0.805283627704425,"weak"
"218","G3V1B3","RPL21",0.567740823025818,0.531842278384627,"noise"
"219","Q9Y5A9","YTHDF2",0.547043474804284,0.529834761829119,"noise"
"220","P39019","RPS19",0.393955018271713,0.577672119503001,"noise"
"221","P18669","PGAM1",0.595122514819192,0.383819050242705,"weak"
"222","P21333","FLNA",0.374660281359105,0.56240235062344,"noise"
"223","P05388","RPLP0",0.437077532486464,0.55396960102982,"noise"
"224","Q09666","AHNAK",0.643134621098794,0.418058419114263,"weak"
"225","P35579","MYH9",0.385861689821217,0.571562335763647,"noise"
"226","Q92841","DDX17",0.605258253812537,0.471241182705137,"weak"
"227","P49207","RPL34",0.538548912766829,0.471110543912575,"noise"
"228","P23490","LORICRIN",0.477531223068311,0.575363339446148,"noise"
"229","H3BNC9","",0.475336561268584,0.493456504495621,"noise"
"230","B4DLN1","",0.545500827122693,0.488772534657416,"noise"
"231","Q8N1F7","NUP93",0.574792090968144,0.374951564090977,"weak"
"232","P09936","UCHL1",0.440438149419484,0.587647115937357,"noise"
"233","A0A1B0GVD5","CTSD",0.254058992066584,0.772088446806654,"noise"
"234","P49756","RBM25",0.317222385269332,0.65164717394018,"weak"
"235","P29508","SERPINB3",0.254086756326183,0.687543398530534,"noise"
"236","Q92804","TAF15",0.425792445929139,0.499346794410347,"noise"
"237","P01876","IGHA1",0.362626683972721,0.752870090629054,"weak"
"238","P84098","RPL19",0.678812240478748,0.433408564457399,"weak"
"239","P11717","IGF2R",0.488549219535676,0.649465985035956,"weak"
"240","A0A087WWU8","TPM3",0.683880103860768,0.697857270056129,"strong"
"241","E9PKZ0","RPL8",0.434533182063793,0.449057403471678,"noise"
"242","P27824","CANX",0.458931438875252,0.630603439949143,"weak"
"243","P62258","YWHAE",0.608736178604668,0.454499616997033,"weak"
"244","Q96PK6","RBM14",0.462009192502445,0.46703134626451,"noise"
"245","O43809","NUDT21",0.477412010787117,0.444405671477103,"noise"
"246","P01834","IGKC",0.383944066609939,0.501703845155684,"noise"
"247","Q15233","NONO",0.383898404365193,0.574631602770723,"noise"
"248","P25398","RPS12",0.549257892839284,0.520283459840078,"noise"
"249","P38919","EIF4A3",0.340260940789782,0.569859629176982,"noise"
"250","P09211","GSTP1",0.49209284031598,0.503485385361042,"noise"
"251","B4DR61","SEC61A1",0.572946046705141,0.495538614105223,"noise"
"252","B5MDF5","RAN",0.471075713831515,0.535262772683742,"noise"
"253","H0YKD8","RPL28",0.539697649642472,0.488482792519594,"noise"
"254","Q9P035","HACD3",0.487157745097023,0.57627619970777,"noise"
"255","A0A3B3ITD8","NUP98",0.426275162282148,0.467989310899075,"noise"
"256","P20645","M6PR",NA,NA,"noise"
"257","Q14574","DSC3",0.397498336612924,0.5324729986515,"noise"
"258","Q01081","U2AF1",0.58913607861417,0.41413948906511,"weak"
"259","Q14697","GANAB",0.504873887427165,0.534175553416311,"noise"
"260","P06744","GPI",0.59897773690576,0.42075321217514,"weak"
"261","P60842","EIF4A1",0.446681743418371,0.545285411423665,"noise"
"262","Q92542","NCSTN",0.680895711908943,0.638606868306828,"strong"
"263","A0A087X2D0","SRSF3",0.325779298538898,0.518959411796062,"noise"
"264","Q9H8K7","PAAT",0.362793936181082,0.594616597559258,"noise"
"265","O43390","HNRNPR",0.576613094304864,0.484365918818146,"weak"
"266","Q9H0U3","MAGT1",NA,0.48375526091017,"noise"
"267","P29401","TKT",0.503347114405836,0.504700234740821,"noise"
"268","Q96DI7","SNRNP40",0.57673894937095,0.467142975538803,"weak"
"269","Q6NUK1","SLC25A24",0.518506394177232,0.490213174376956,"noise"
"270","Q9Y3U8","RPL36",NA,0.470478579299679,"noise"
"271","O75643","SNRNP200",0.514356853630716,0.427933943232638,"noise"
"272","F5H282","TCP1",NA,NA,"noise"
"273","D6RBZ0","HNRNPAB",0.356119489680381,0.611099163459124,"noise"
"274","H0YL69","PSMA4",0.401219822695117,0.646304807585535,"weak"
"275","E9PLL6","RPL27A",NA,0.410346725045279,"noise"
"276","Q96EP5","DAZAP1",0.592384927362703,0.400178126193505,"weak"
"277","P08865","RPSA",0.444178041647443,0.59048810480964,"noise"
"278","Q07021","C1QBP",0.48253207634873,0.502023446632991,"noise"
"279","P31025","LCN1",0.334334304021891,0.721089320300563,"weak"
"280","P01857","IGHG1",0.283957854266404,0.650943001612807,"noise"
"281","Q13867","BLMH",0.416749127326284,0.686863242944045,"weak"
"282","P50402","EMD",0.466232396266154,0.458929473344672,"noise"
"283","P32322","PYCR1",0.429890977637132,0.533377780459083,"noise"
"284","P20618","PSMB1",0.523929612302656,0.473041618154001,"noise"
"285","Q15149","PLEC",0.402076611335596,0.272857968801271,"noise"
"286","A8MXP9","MATR3",0.365717860943904,0.632181259014619,"weak"
"287","P36578","RPL4",0.592908597949703,0.493571854622964,"weak"
"288","P63167","DYNLL1",0.416125793120217,0.564609320236389,"noise"
"289","P62854","RPS26",0.49457107080317,0.513874272026463,"noise"
"290","P60174","TPI1",0.392051932883747,0.643091366560403,"weak"
"291","P60903","S100A10",0.396783446335503,0.543333423955269,"noise"
"292","P20073","ANXA7",0.411857073859468,0.599063207164117,"noise"
"293","P62081","RPS7",0.482716001804806,0.445471762662698,"noise"
"294","O43707","ACTN4",0.302044322757642,0.447145909128921,"noise"
"295","P51572","BCAP31",0.448465369795574,0.571249313173207,"noise"
"296","P63244","RACK1",0.484012054490005,0.623299956345683,"weak"
"297","Q7Z3B4","NUP54",0.449703830792188,0.437841451207958,"noise"
"298","Q7Z739","YTHDF3",0.61859813250348,NA,"noise"
"299","Q9HAU0","PLEKHA5",0.623144772542871,0.56497052169913,"weak"
"300","P50914","RPL14",0.519523138869778,0.501480855582794,"noise"
"301","Q16629","SRSF7",0.347539528143079,0.547111540249013,"noise"
"302","P01040","CSTA",0.363567968425155,0.75088140467579,"weak"
"303","B0QYK0","EWSR1",0.405297564087646,0.506411539988384,"noise"
"304","Q02383","SEMG2",0.570708975674956,0.517045472456499,"noise"
"305","P62314","SNRPD1",0.386486608832229,0.556589306620299,"noise"
"306","Q08211","DHX9",0.372104132103854,0.562862527310644,"noise"
"307","Q53GQ0","HSD17B12",0.514612137113534,0.511099799375577,"noise"
"308","A0A590UK80","",0.40038594730569,0.500232879957903,"noise"
"309","P61247","RPS3A",0.565934929815117,0.405622279358181,"noise"
"310","I3L192","BSG",0.507410858843893,0.605852097616154,"noise"
"311","P05089","ARG1",0.217743413066536,0.767295029906924,"noise"
"312","P49748","ACADVL",0.530350479076195,0.546316058958277,"noise"
"313","P02786","TFRC",0.681413019098936,0.597969484640536,"weak"
"314","P23284","PPIB",0.425979583898475,0.663975221312696,"weak"
"315","P50395","GDI2",0.497710545912803,0.650609838144352,"weak"
"316","A0A0C4DGI3","CS",0.412868029869029,0.58819499731404,"noise"
"317","Q9BSJ8","ESYT1",0.456073927605586,0.590902405037208,"noise"
"318","Q9Y2W1","THRAP3",0.427040128760339,0.583267847615843,"noise"
"319","G3V279","ERH",NA,0.544187806349482,"noise"
"320","P46940","IQGAP1",0.505817397201564,0.396156988354699,"noise"
"321","H7C2W9","RPL31",0.539530699184401,0.455764265228246,"noise"
"322","P62841","RPS15",0.51610560738994,0.476311405311528,"noise"
"323","P40429","RPL13A",0.579594208068033,0.442662859013028,"weak"
"324","P10599","TXN",0.37152792497197,0.595973877454018,"noise"
"325","P62318","SNRPD3",0.492509000622332,0.506788248669368,"noise"
"326","H3BRG4","UQCRC2",0.389373766773432,0.611736435624962,"noise"
"327","P28074","PSMB5",0.372463871193607,0.608313888186471,"noise"
"328","G3V3U4","PSMA6",NA,0.613958778578612,"noise"
"329","C9JRZ6","CHCHD3",0.462148058472499,0.630392459461779,"weak"
"330","E5RI99","RPL30",NA,0.465975491097066,"noise"
"331","Q9Y6C9","MTCH2",0.463576034506694,NA,"noise"
"332","A8MUD9","RPL7",0.417272919731042,0.48992682686201,"noise"
"333","P31949","S100A11",0.525612767827945,0.680041587185809,"weak"
"334","P29692","EEF1D",0.604989577745831,0.392530448731174,"weak"
"335","Q9Y5S9","RBM8A",0.425379606634052,0.570412928164532,"noise"
"336","Q96T58","SPEN",0.315654086777448,0.688382032002442,"weak"
"337","P49768","PSEN1",0.613681386151329,0.596713482928777,"weak"
"338","P30048","PRDX3",NA,0.441416009133426,"noise"
"339","E7EQV9","RPL15",0.577003473251344,0.492117432755039,"weak"
"340","Q99959","PKP2",0.441466510527482,0.614238021355045,"noise"
"341","P61513","RPL37A",0.522993025945408,NA,"noise"
"342","P04745","AMY1A",0.365739636897583,0.613168316361565,"noise"
"343","P27635","RPL10",0.66857850051874,0.359043932557587,"weak"
"344","P28066","PSMA5",0.50909124958304,NA,"noise"
"345","P25787","PSMA2",NA,NA,"noise"
"346","F8VZX2","PCBP2",0.538679819440923,0.420282363856689,"noise"
"347","Q96I24","FUBP3",0.444942299173943,NA,"noise"
"348","P62995","TRA2B",0.35361854293478,0.492721873173293,"noise"
"349","B7Z6Z4","MYL6",0.457315075419903,0.507180267893108,"noise"
"350","A0A024QZ42","PDCD6",NA,0.391046217369626,"noise"
"351","P46783","RPS10",0.519120487470189,0.57083137654926,"noise"
"352","Q6UWP8","SBSN",0.287250261470974,0.629411875221951,"noise"
"353","P67809","YBX1",0.494452857745416,0.458759216679712,"noise"
"354","Q9Y446","PKP3",0.539928243192569,0.399624015522839,"noise"
"355","P39023","RPL3",0.355311714132484,0.516231575386161,"noise"
"356","Q96FQ6","S100A16",0.511274735903397,0.532326274497044,"noise"
"357","Q16610","ECM1",NA,0.556557238789383,"noise"
"358","B4DY09","ILF2",0.319035253566158,0.590664457109152,"noise"
"359","P08758","ANXA5",NA,0.652104425899513,"noise"
"360","P78371","CCT2",0.410657590598457,0.606889405825525,"noise"
"361","Q9C0J8","WDR33",0.493242609457132,0.485998149237977,"noise"
"362","Q5VV87","MGST3",0.438216050651551,0.490846586279083,"noise"
"363","Q10570","CPSF1",0.394751712045283,0.461893620081092,"noise"
"364","A0A0G2JMZ8","OCLN",NA,NA,"noise"
"365","P24539","ATP5PB",0.358113556154081,0.504260874530032,"noise"
"366","Q96AG4","LRRC59",0.589855869567111,0.416677678271723,"weak"
"367","J3KTL2","SRSF1",0.439382695857236,0.580524533049571,"noise"
"368","O00425","IGF2BP3",0.574628334771913,0.334512368244143,"weak"
"369","P16422","EPCAM",0.633859146922615,0.689566243740825,"strong"
"370","P27708","CAD",NA,NA,"noise"
"371","F8VRN8","LIMA1",NA,0.397089891359665,"noise"
"372","P25786","PSMA1",0.31230459596377,0.683992939830829,"weak"
"373","P07858","CTSB",0.504675111243356,0.565291159227867,"noise"
"374","Q14974","KPNB1",0.409077895304767,0.504492914900844,"noise"
"375","O75635","SERPINB7",NA,NA,"noise"
"376","Q15393","SF3B3",0.58697688091191,0.404933094095354,"weak"
"377","P42766","RPL35",0.540119745649827,0.417052144019922,"noise"
"378","J3QQQ9","",0.533151088626931,0.531559625797968,"noise"
"379","P62241","RPS8",0.496423797469541,0.612681154324297,"noise"
"380","P47929","LGALS7",0.42046005475681,0.593272327840694,"noise"
"381","E9PB61","ALYREF",0.455171246308513,0.530135463497476,"noise"
"382","P48681","NES",0.635309485006851,0.557177702456844,"weak"
"383","O14979","HNRNPDL",0.489180850930213,0.503458508320787,"noise"
"384","P62316","SNRPD2",0.593022290073487,0.440561921974741,"weak"
"385","Q9UMS4","PRPF19",0.50917670422197,0.412079572550103,"noise"
"386","Q12931","TRAP1",0.501885858401496,0.604675657521997,"noise"
"387","P12814","ACTN1",0.337855729249114,0.503391161858492,"noise"
"388","Q9HCY8","S100A14",0.394311576985474,0.556120643651958,"noise"
"389","Q8WVV4","POF1B",0.429484700711022,0.65089873455609,"weak"
"390","P02452","COL1A1",NA,NA,"noise"
"391","P12273","PIP",0.298043167140102,0.729874703175705,"weak"
"392","A0A2R8Y849","RPS24",NA,0.566209734309866,"noise"
"393","X6RDA4","PSPC1",0.560385292633825,0.395908829922482,"noise"
"394","A0A0A0MRM8","MYO6",0.502949428265793,0.462213165868704,"noise"
"395","Q13435","SF3B2",0.513389825047912,0.499200784676292,"noise"
"396","Q07666","KHDRBS1",0.449241813218376,0.556221458605819,"noise"
"397","A0A3B3ISX1","ADAR",0.488027772479911,0.552442270516161,"noise"
"398","K7EJV9","RPL23A",0.386018704883745,0.535038803910599,"noise"
"399","Q96HS1","PGAM5",NA,0.386910822289334,"noise"
"400","P38159","RBMX",0.438122034412012,0.499437014233185,"noise"
"401","Q16651","PRSS8",NA,NA,"noise"
"402","Q99567","NUP88",0.437582759261682,0.562364108319556,"noise"
"403","P61026","RAB10",0.397924578506596,0.48689014257426,"noise"
"404","Q5SZX6","CCT3",0.59380014884181,0.38592425758742,"weak"
"405","P0DPA2","VSIG8",NA,NA,"noise"
