"Accession","Description","Sample.a.buffer3","Sample.b.buffer3","Sample.c.buffer3","Sample.d.buffer3","Control.a.buffer3","Control.b.buffer3","Control.c.buffer3","Control.d.buffer3","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"23","P08729","Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",7368321.1796875,7519016.8671875,9420721.41015625,9065862.7265625,65454104.0625,55141596.4609375,71371781.359375,95085366.234375,0.101182035000654,0.119995902814003,0.116603906144977,0.0870451824429523,0.108892970572816,8292439.796875,68412942.7109375,15.6995078997271
"24","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",41203194.328125,49281237.8984375,52205781.890625,51411167.6015625,63600888.53125,58273767.53125,64805367.390625,65420043.4765625,0.393144934853454,0.458195671150371,0.446160748025321,0.440046517768132,0.443103632896726,50346202.75,64203127.9609375,-0.608993000162976
"25","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",13906924.375,12388487.1015625,12454524.4570313,15782165.8330078,15462976.46875,11008740.5585938,11404274.25,13283509.4140625,0.473509408458198,0.529485257035779,0.522009704258953,0.542982941178997,0.525747480647366,13180724.4160157,12343891.8320312,-0.772086210445251
"26","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",20273397.515625,11427183.3867188,12500167.71875,14963309.4140625,9235463.078125,6375471.37695313,7737515.4140625,9286157.24609375,0.687027459132696,0.641880862063173,0.617667923581765,0.617057258362237,0.629774392822469,13731738.5664062,8486489.24609375,1.38025030283843
"27","P68371","Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1",1852812.5,3843951.53125,3861816.75,4529528.65625,2830597.75,2886114.875,2812074.9375,3906106.5625,0.395611830076172,0.571161010785903,0.578645403735435,0.536951698217362,0.554056354501633,3852884.140625,2858356.3125,-0.752471504003904
"28","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",8065257.09375,4882748.9375,6575697.890625,5665231.3046875,4456352.8828125,3062610.84960938,946383.28125,3463949.96289063,0.644107036463063,0.614540948217576,0.874185978637332,0.62056291124455,0.632334973853807,6120464.59765625,3263280.40625001,3.16559826774308
"29","P68363","Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1",27420159.1953125,24216564.234375,26652930.265625,30709920.4765625,24265533.703125,18931602.4375,37544585.328125,24786487.296875,0.530517395775136,0.561242020281708,0.415170743277483,0.553367717095039,0.541942556435088,27036544.7304688,24526010.5,-0.781701460931555
"30","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",1955933.4375,2275540.03125,2081279.34375,1335431.765625,4717432.1328125,3138275.70117188,432867.4375,3317077.50390625,0.293095502845112,0.420320924042982,0.827827300805093,0.287034735077389,0.356708213444047,2018606.390625,3227676.60253907,-0.772343457650585
"31","P56945","Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=2",9110045.60205078,8557754.41796875,12373671.375,10987058.3710938,18165348.4453125,17758145.2421875,23964684.484375,24072795.2695313,0.334002346079083,0.325193306270493,0.340512691957902,0.313380040992604,0.329597826174788,10048551.9865723,21065016.4648438,1.5385233408725
"32","P04406","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",27842744.0390625,20457823.5234375,24647470.8125,23288500.40625,18157762.234375,12590267.15625,15344025.984375,16984083.953125,0.605270382755331,0.619031935058553,0.616317787195852,0.578271813858122,0.610794084975591,23967985.609375,16164054.96875,0.407399147173072
"33","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2",862170.5390625,327434.611328125,394855.924804688,884521.455078125,1560540.59765625,965678.9921875,1269444.39453125,2260111.70214844,0.355870134906054,0.253214110839078,0.237250405000365,0.281279694913042,0.26724690287606,628513.231933594,1414992.49609375,3.34444907928605
"34","Q04695","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",308183.0625,296686.9609375,202023.921875,237296.0546875,2594199.66015625,2310450.34375,5305818.578125,8527144.625,0.106182778754262,0.113797980798354,0.0366793207821393,0.0270748657398593,0.0714310497682004,266991.5078125,3950009.11914062,19.1961633508291
"35","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",9712296.86328125,11070377.2070313,10321097.8476563,11801840.9296875,4633930.7734375,4553360.7734375,5331176.51171875,6105424.91992188,0.676993082029656,0.708561371220533,0.65939924196859,0.659053203811398,0.668196161999123,10695737.5273438,4982553.64257812,2.64638427747276
"36","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",1904908.9296875,2038498.23632813,2007719.92578125,2279667.1171875,1560049.15625,1053611.46875,1140566.27001953,1155061.765625,0.549763917035117,0.659258057041227,0.637718365140745,0.663710934681055,0.648488211090986,2023109.08105469,1147814.01782227,0.984978200057982
"37","P19474","E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1",13504120.9765625,11458399.8515625,15867443.984375,13735933.0351563,16076340.328125,27217009.2265625,17228627.109375,27827361.21875,0.456521649120548,0.296270941269589,0.479435880453238,0.330482298906452,0.3935019740135,13620027.0058594,22222818.1679688,-0.0225863392785253
"38","C9JJX6","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",17098387.484375,23050337.203125,21772650.0625,22768321.09375,9159745.703125,7425945.37109375,13610844.3867188,16222630.21875,0.651165387968805,0.756336903852713,0.615333516415327,0.583938589014389,0.633249452192066,22270485.578125,11385295.0449219,1.73283328874922
"39","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",793121402.78125,679852694.109375,799158705.539063,735844185.820313,12206530.03125,9014303.0625,12898527.3652344,14561854.03125,0.984842783251513,0.986914305519777,0.984116233631584,0.98059470039163,0.984479508441549,764482794.300781,12552528.6982422,28.4545836765776
"40","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",8745196.875,9335745.078125,11034879.15625,11128376.53125,15648924.4609375,10975056.734375,8668070.34375,16328938.46875,0.358496080041897,0.459644339219511,0.56006229708146,0.405297332650698,0.432470835935104,10185312.1171875,13311990.5976562,-0.703083221562633
"41","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",12838182.5439453,10040313.8183594,9362174.63916016,9831161.06152344,18439678.5546875,11922291.25,11065081.4375,12698879.2851563,0.410455897334568,0.457154958945378,0.458317779148871,0.436357898620997,0.446756428783187,9935737.43994142,12310585.2675782,-0.662559817726144
"42","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",5347410.71875,7299771.1015625,7550115.87109375,6910126.859375,9968234.859375,9758731.859375,11440268.65625,12674408.4296875,0.349146935496313,0.427925657853936,0.397575723662812,0.352835885936703,0.375205804799758,7104948.98046875,10704251.7578125,0.143454969369537
"43","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",9122184.890625,12528934.921875,12753222.8359375,10612127.9179688,16422536.2421875,9596826.421875,9777194.5390625,15177471.15625,0.357106458246179,0.566260058907041,0.566044677454072,0.411488673686962,0.488766675570517,11570531.4199219,12477332.8476562,-0.837017521503198
"44","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",891690.6875,937436.5625,976340.84375,780953.21875,578944.40625,465560.703125,538295.6875,572944.59375,0.606330347541388,0.668167063092882,0.644604050942997,0.576818436029492,0.625467199242193,914563.625,555620.140625,0.885032557371188
"45","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",8028997.99804688,7971510.109375,9390745.78125,11400611.3891602,19119483.1875,17997552.546875,22779434.734375,24215669.3789063,0.29574391079827,0.306961795845045,0.291908395623983,0.320095505294364,0.301352853321658,8709871.88964844,20949458.9609375,2.42334697764819
"46","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",340209.848632813,175413.65625,88120.6328125,78916.4306640625,11952385.3730469,5732753.27148438,9089526.29443359,8816231.10571289,0.0276759986396368,0.0296900304943256,0.00960165862895557,0.0088718517979979,0.0186388286342962,131767.14453125,8952878.70007324,24.9501925620033
"47","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",9449948.28320313,10038609.8984375,12267687.40625,12592625.4375,17416049.0234375,15397862.4609375,14622936.1875,15662494.7578125,0.351743811158178,0.394654170460772,0.456206876849866,0.445675875751153,0.420165023105963,11153148.6523438,15530178.609375,-0.356345670230901
"48","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",250633.6015625,124297.15625,186890.859375,259075.86328125,18188099.96875,2697461.359375,1527330.359375,12412824.875,0.0135927774327211,0.0440495370393058,0.109023769704169,0.0204449094600775,0.0322472232496917,218762.23046875,7555143.1171875,21.7816670717086
"49","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",3040100.06054688,4025340.8203125,3511566.72851563,4437222.7421875,4412029.01660156,4667126.40429688,3700600.99023438,5311458.84179688,0.407950537232264,0.463083807657772,0.486894768044058,0.455161316323757,0.459122561990765,3768453.77441407,4539577.71044922,-0.750975229125429
"50","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",2031822.5390625,1886309.0625,1002782.5546875,2999334.5390625,1605654,1382928.96875,1108518.046875,2198393.8125,0.558580245739858,0.576987372736137,0.474959631018613,0.577047189886494,0.567783809237998,1959065.80078125,1494291.484375,-0.53813858654217
"51","Q02383","Semenogelin-2 OS=Homo sapiens OX=9606 GN=SEMG2 PE=1 SV=1",304623.022949219,158020.341918945,201309.53125,216082.412475586,50236.11328125,58855508.8862305,138782.078125,417756.62890625,0.858433648306512,0.00267769686012219,0.591927368099303,0.340910544109911,0.466418956104607,208695.971862793,278269.353515625,-0.722726524192433
"52","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",3198416.25,1652626.75,3163656.625,3464900.75,3816974.0625,1597828,3316356.4375,4573962.0625,0.455914226796629,0.508429397455848,0.488217630811296,0.431018768551724,0.472065928803963,3181036.4375,3566665.25,-0.826634409853498
"53","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",17845144,14070112.921875,15236979.375,21092557.1875,10781017.84375,7899779.734375,8941373.4375,12136095.2578125,0.623385841853478,0.640427021743883,0.630190960201499,0.63477016476109,0.632480562481295,16541061.6875,9861195.640625,1.11654884352508
"54","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",10008201.03125,8593118.0234375,7950370.65625,9605816.1953125,4209543.5,2563179.2734375,3525538.6484375,9252603.796875,0.703923256551164,0.770248210026146,0.69278786065367,0.50936484601,0.698355558602417,9099467.109375,3867541.07421875,2.36598010164646
"55","Q7Z794","Keratin, type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3",5235437.5,4457710.359375,6775254,6355801.953125,38687146.375,26123830.3945313,24201429.0625,35239106.46875,0.119196937841809,0.145764740738434,0.218721093744283,0.152802402848481,0.149283571793457,5795619.7265625,30681468.4316406,11.0709767221107
"56","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",1496847.1015625,947763.359375,1345355.84375,1281360.171875,324922.828125,441620.998046875,513491.208984375,709919.8046875,0.821644422366365,0.682146271700984,0.72375822517026,0.643485691091507,0.702952248435622,1313358.0078125,477556.103515625,4.5959085985123
"57","Q5T9A4","ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1",192817.6171875,1554539.84375,1597410.375,1350673.2109375,531212.435546875,249473.494140625,788991.15625,1209617.81640625,0.26631162126393,0.861711945859377,0.669380384684582,0.527546750159413,0.598463567421997,1452606.52734375,660101.795898438,-0.0656929298167777
"58","P21796","Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2",19139464.5625,11718437.546875,12904230.078125,14381415.859375,4947349.34375,4361715.296875,5528413.828125,7178381.46875,0.794603414008763,0.728751626974099,0.700074831573648,0.667047822412239,0.714413229273874,13642822.96875,5237881.5859375,4.85731122165103
"59","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",767003.328125,489579.96484375,840992.78125,961397.265625,712030.9375,577033.6015625,387599.5703125,1203750.859375,0.518583880002865,0.459004066949285,0.684517350429898,0.444033022278787,0.488793973476075,803998.0546875,644532.26953125,-0.715044708775746
"60","P31944","Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2",740230.1328125,204284.03125,351799.646484375,646562.05859375,2782015.99609375,1857775.18164063,3817416.453125,5922400.8203125,0.210158548188216,0.0990679753388998,0.0843802859049057,0.0984268096064206,0.0987473924726602,499180.852539062,3299716.22460938,14.1431645612441
"61","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",6832545.05273438,6662837.8671875,4939181.95776367,5615056.76171875,13551801.8964844,8487514.37255859,6058908.87109375,6625680.67236328,0.335185869321962,0.439781053387519,0.449094486908943,0.458718830622466,0.444437770148231,6138947.31445312,7556597.52246094,-0.46528414155836
"62","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",13169569.7890625,10333020.296875,4301488.70703125,8404750.86328125,13071443.2734375,8221654.625,11109783.7851563,13564350.9257813,0.501869716603381,0.556895787200934,0.279113143266515,0.382571438012345,0.442220577307863,9368885.58007812,12090613.5292969,-0.568280223602527
"63","Q14677","Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1 PE=1 SV=1",5145737.66601563,106299.30859375,139484.5234375,184553.900390625,2575952.43359375,42283.5234375,207002.83984375,89228.4140625,0.666400438198878,0.715421204055345,0.402567418668824,0.674089927098717,0.670245182648798,162019.211914062,148115.626953125,0.638777403123924
"64","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",5864580.703125,4512177.53125,5340687.27148438,6537001.3125,7859159.09375,6610562.58984375,7607136.828125,8835083.60742188,0.427331091227801,0.405671397706476,0.41247758931522,0.425251444195978,0.418864516755599,5602633.98730469,7733147.9609375,-0.428754949301864
"65","P04792","Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2",6260204.453125,4502122.25,4459804,5281016.8203125,3796847.29882813,3407527.44921875,5445048.44921875,6027399.10546875,0.622469149759445,0.569193633245817,0.450264556980025,0.466998813536093,0.518096223390955,4891569.53515625,4620947.87402344,-0.710164145510878
"66","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",5753285.0625,7814073.8515625,8493367.62109375,7607464.5234375,3497892.828125,3684868.50976563,3609411.1171875,2744445.64208984,0.621897571370916,0.679547179733839,0.701770048412859,0.734885098672025,0.690658614073349,7710769.1875,3553651.97265625,3.0040908701203
"67","Q9Y265","RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1",56958.376953125,213910.5546875,484449,654295.376953125,259213.49609375,1477155.796875,399276.015625,501956.7890625,0.180150044354769,0.126494477576147,0.548189755223101,0.565876022708599,0.364169899788935,349179.77734375,450616.40234375,0.742207169328097
"68","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",3986658.640625,2402947.1796875,3010092.2421875,4293526.96875,5915979.953125,3128569.8984375,4893407.4140625,5134699.34375,0.402585493036286,0.434410152901854,0.380855617524719,0.45539074121053,0.41849782296907,3498375.44140625,5014053.37890625,-0.436525773266738
"69","Q9NVI7","ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2",4210844.0234375,8213671.78515625,5133480.390625,6696525.0625,4319239.984375,6504083.0078125,6190600.15625,6496225.1484375,0.493646254782589,0.558079129642807,0.453324256161498,0.507591287292639,0.500618771037614,5915002.7265625,6343412.65234375,-0.826793517115623
"70","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",4969651.48046875,3843815.78125,4034751.765625,4928990.1171875,6481873.984375,4966319.28125,5282308.3515625,6524618.6328125,0.433972879484538,0.436294762109954,0.433049879991861,0.430343852734406,0.433511379738199,4481870.94140625,5882091.16796875,-0.599919690537363
"71","A0A2R8Y6G6","2-phospho-D-glycerate hydro-lyase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=1",2386845.5625,1616192.140625,1636011.578125,2701245.15625,5232802.5390625,2374095.62109375,4667533.390625,5316827.1171875,0.313248791897693,0.405031475707118,0.259538336957311,0.336894588141686,0.325071690019689,2011428.5703125,4950167.96484375,1.52436023585784
"72","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",2745003.375,2869021.59375,2792499.625,3040015.140625,3245549.625,4046409.390625,4327071.03125,3903633.78125,0.458222033091102,0.414872420855964,0.392228655326086,0.437812333951369,0.426342377403667,2830760.609375,3975021.5859375,-0.522745214557454
"73","P02768","Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2",1028582.46875,587259.125,816378.046875,459726,38658901.84375,29321584.5507813,27596677.953125,30301961.2929688,0.0259170488270539,0.0196349658771841,0.0287324970209118,0.0149447589016055,0.022776007352119,701818.5859375,29811772.921875,24.5591828618007
"74","Q7Z739","YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1",95307.453125,8636.73046875,13026.861328125,11915.1923828125,0,0,951933.8125,0,1,1,0.0134998883181899,1,1,12471.0268554688,0,6.46003320786083
"75","A0A0G2JIW1","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",3639775.59375,3805843.40625,3890961.8671875,4507777.1796875,1763929.1875,1637638.671875,2026763.890625,3785271.8125,0.673570400511043,0.699156046006661,0.657509662736687,0.543560900693348,0.665540031623865,3848402.63671875,1895346.5390625,1.45995773649956
"76","P62805","Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2",11053300.203125,8345786.859375,10051459.6171875,8627733.28125,18389443.2109375,13629924.34375,14851137.296875,13568288.328125,0.375416789382667,0.379773231557039,0.403630980811943,0.3887062930956,0.38423976232632,9339596.44921875,14240530.8203125,0.0473829999659605
