"Accession","Description","Sample.a.buffer19","Sample.b.buffer19","Sample.c.buffer19","Sample.d.buffer19","Control.a.buffer19","Control.b.buffer19","Control.c.buffer19","Control.d.buffer19","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"11","H0YFD6","Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",5056702.65625,11981460.3789063,16908075.9580078,18226837.890625,141388813.894531,296671438.1875,289764655.080078,334001195.142578,0.034529583256286,0.0388185577862911,0.0551339400173404,0.0517472664900208,0.045282912138156,14444768.168457,293218046.633789,23.3208067840487
"12","P02533","Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",3304055.7578125,7001191.31616211,6547869.76416016,5977940.90136719,123247559.734375,289689535.293945,171125122.695313,219264271.800781,0.0261083649146816,0.0235976075024504,0.0368534895119398,0.0265400558343484,0.026324210374515,6262905.33276368,195194697.248047,25.3271286111358
"13","P08727","Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",1753618.08203125,4913223.40576172,7247993.32617188,5690495.65429688,63245804.5410156,147351344.476563,120496565.240234,120017615.179688,0.0269789793703409,0.0322676737871074,0.0567381766198999,0.0452675298080963,0.0387676017976018,5301859.5300293,120257090.209961,23.8799359588841
"14","P58107","Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3",197453.1796875,1208826.3828125,1500294.921875,1259698.828125,1426396.2734375,11969271.03125,5205381.21875,4887262.671875,0.121595742331602,0.0917299625909995,0.223735070172233,0.204930326654071,0.163263034492837,1234262.60546875,5046321.9453125,11.6362008072237
"15","P08779","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",1855932.1796875,2266887.8359375,1473230.61230469,2177559.21386719,14776847.8085938,72029635.9453125,55464343.2539063,94125919.3476563,0.111582801010721,0.0305113580093176,0.025874488712259,0.0226114284384448,0.0281929233607883,2016745.69677734,63746989.5996094,23.013596740683
"16","P13647","Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",1441074.19726563,5466001.88671875,2917024.69140625,3216244.05859375,89939753.9375,178840593.269531,103311010.796875,144942215.960938,0.0157699839964284,0.0296571149940936,0.0274600267057377,0.0217081363978119,0.0245840815517748,3066634.375,124126613.378907,25.8935223167289
"17","P14923","Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3",11257560.9140625,22053912.7421875,24526808.5605469,29622939.1953125,10166766.2578125,25879210.8945313,11550932.9589844,13615972.5009766,0.525456917444809,0.460097549855759,0.67983214933975,0.685099093228446,0.602644533392279,23290360.6513672,12583452.7299805,0.149021247503747
"18","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",11139380.4140625,27363476.7890625,26194586.9296875,29192949.609375,10898030.9023438,24710590.3359375,29831016.1328125,29541946.875,0.505475904321371,0.525472241747096,0.467546719675036,0.497029046729334,0.501252475525353,26779031.859375,27126268.6054688,-0.832171734879831
"19","P12830","Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=3",135152859.390625,362618575.032227,342712870.284607,378688102.828369,3639691.19921875,5517225.8984375,12642078.5195313,15271701.6171875,0.973776033484861,0.985013068860758,0.964424082000053,0.961235381262613,0.969100057742457,352665722.658417,9079652.2089844,28.9478182562199
"20","P35658","Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2",4584452.8828125,13050360.1796875,11874439.328125,8535425.625,6612921.92578125,18597206.65625,15296957.8125,10560711.015625,0.40942211555641,0.412365356469304,0.437019828854184,0.446971331721715,0.424692592661744,10204932.4765625,12928834.4140625,-0.529076938679983
"21","P02538","Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",5300620.125,15000546.1640625,7582401,8964195.2265625,19598153.4257813,42893411.015625,26971719.40625,48435610.0078125,0.212886795977695,0.259103832158247,0.219435509017574,0.156171178455395,0.216161152497634,8273298.11328125,34932565.2109375,7.67519563489441
"22","P04259","Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",188481.4296875,1953206.0234375,2326305.7578125,2430821.1328125,36171648.9628906,83962574.90625,45106818.34375,72160204.4492188,0.00518373910248609,0.0227339611221829,0.0490439076462996,0.0325886541154902,0.0276613076188366,2139755.890625,58633511.3964844,25.4344196253337
"23","P08729","Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",1460623.15820313,7252137.0546875,6180375.27734375,6923306.87109375,18349748.3984375,34032961.765625,65904117.0625,69101625.765625,0.0737302253027917,0.175659917546798,0.085737931651183,0.091066267748982,0.0884020997000825,6551841.07421875,49968539.4140625,16.6280034435664
"24","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",5249748.07421875,10291500.5859375,16708315.2070313,16910859.7695313,6563793.578125,13994891.8125,23721468.0507813,23147384.3710938,0.444383930637535,0.423755838952829,0.413267493928566,0.422156790251851,0.42295631460234,13499907.8964844,18571138.0917969,-0.522920583703911
"25","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",4412204.8359375,9025006.96875,9767687.70703125,15825534.7363281,4444779.859375,9740914.359375,10502595.6386719,15806232.7265625,0.498161054548579,0.480925333264825,0.4818722827129,0.500305104825208,0.490016668630739,9396347.33789062,10121754.9990234,-0.846671581753266
"26","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",7116377.0703125,19682714.28125,15771584.9570313,17930999.109375,4851866.703125,9595742.38085938,10394580.1777344,10490364.0625,0.594604956669306,0.672259282939675,0.602747283593207,0.630898630756706,0.616822957174956,16851292.0332032,9995161.27929689,1.08929931986756
"27","P68371","Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1",819538.28125,3423942.28125,2689371.3125,2877727.96875,790571.859375,2310711.21875,1729384.875,1792746.875,0.508995167828629,0.597061754690148,0.608626318896668,0.616153188920599,0.602844036793408,2783549.640625,1761065.875,0.052575677957905
"28","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",9863548.87109375,22258730.4521484,20426289.6704102,14258916.21875,9117019.71484375,18059970.2080078,16762036.215332,11158578.359375,0.519665616255645,0.552069637356765,0.549266179208178,0.560988266366018,0.550667908282471,17342602.9445801,13960307.2873535,-0.513809732337173
"29","P68363","Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1",4690428.00976563,13210722.2226563,16897817.6601563,20655046.359375,5525186.19140625,12977524.890625,16236971.9453125,18868840.0078125,0.459143025313894,0.504452328004669,0.509972082556014,0.522596542442312,0.507212205280342,15054269.9414063,14607248.4179688,-0.831773914666422
"30","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",11043343.9414063,37731750.65625,40359206.9179688,27632478.6601563,15827653.3828125,61066028.4453125,45704892.6328125,33219017.0957031,0.410976332890069,0.381908895112535,0.468943579595058,0.454096950566668,0.432536641728369,32682114.6582031,39461954.8642578,-0.556515027156465
"31","P56945","Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=2",2224253.42382813,7513066.98828125,8066514.12304688,9103479.70507813,5443240.52539063,15113634.8027344,17103839.6303711,18074935.40625,0.290088709369606,0.332044283681878,0.320476787973292,0.334952559514177,0.326260535827585,7789790.55566406,16108737.2165527,1.96050059859666
"32","P04406","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",3143485.8046875,8901780.6640625,16910295.171875,19093265.796875,7152724.5546875,16514870.3046875,13926820.9042969,17047898.2265625,0.305305126349256,0.35023420965285,0.548374729015004,0.528296924373909,0.439265567013379,12906037.9179688,15220845.6044922,-0.598183422553235
"33","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2",2125687.66210938,9115167.9765625,11400893.9628906,17611465.0703125,4638054.38671875,14994480.8984375,18736627.6132813,18392155.203125,0.314276867267236,0.378071369841237,0.378295671529429,0.489158171777124,0.378183520685333,10258030.9697266,16693318.0507812,0.0126266320650954
"34","Q04695","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",88459.2421875,472306.953125,303825.328125,360343.30078125,10097712.1523438,24666219.1171875,11190176.859375,13222490.265625,0.00868424835605962,0.0187881720592511,0.0264333800506335,0.0265293172458852,0.0226107760549423,332084.314453125,12206333.5625,26.3307568410153
"35","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",3792570.08398438,11447151.9570313,12905122.3984375,14142362.3740234,2719441.88671875,1006183.25,1137780.56054688,1517285.5,0.582396055327718,0.91920371263821,0.918978250873766,0.903108581226982,0.911043416050374,12176137.1777344,1327533.03027344,13.4250014584504
"36","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",2717859.4375,8589401.46777344,11200641.3632813,8392771.88867188,2469750.0703125,10038383.9536133,11476477.453125,7553451.5234375,0.523913651057761,0.461106957884101,0.493918184843567,0.526317214538616,0.508915917950664,8491086.67822266,8795917.7385254,-0.825613180762131
"37","P19474","E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1",3324446.22851563,9765830.15625,11515950.7265625,12175454.1503906,2453466.6015625,10465348.1640625,18928127.9101563,17932040.328125,0.575371475182099,0.482711881712046,0.37826570033468,0.404399448086883,0.443555664899465,10640890.4414062,14198694.2460938,-0.79160164054588
"38","C9JJX6","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",1341422.2890625,4083857.71875,6357326.54101563,9802006.94921875,2281097.93359375,8117228.046875,9062908.125,13719194.4375,0.370300842124461,0.334712647480583,0.412271711728643,0.416730709799265,0.391286276926552,5220592.12988281,8590068.0859375,0.13911431477919
"39","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",303260291.703125,576721881.054688,729874434.125,651105530.640625,8209954.73242188,23677661.7890625,16895656.328125,19716829.0859375,0.973641287325591,0.960563491309612,0.977375022722357,0.970607972736666,0.972124630031128,613913705.847656,18306242.7070312,28.8748532988607
"40","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",2216493.9375,11753290.9453125,12734054.1875,10630703.359375,3247086.3828125,6811535.0859375,10933404.171875,12344455.3203125,0.405685248052366,0.633094591111616,0.538040629210862,0.462704241027666,0.500372435119264,11191997.1523438,8872469.62890625,-0.793924387480941
"41","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",2552582.16015625,5623682.078125,7523516.34521484,5843519.49853516,4133119.14453125,7602280.70117188,11149025.6347656,8736562.12109375,0.381797218246435,0.425200204474186,0.402918700264865,0.400787845430723,0.401853272847794,5733600.78833008,8169421.41113281,-0.208355224771585
"42","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",1673015.90625,5149956.453125,4212185.1796875,7181932.6640625,2281245.3046875,7836886.203125,9027993.98242188,11661109.3007813,0.423091904404907,0.396551847853993,0.318136569612433,0.38114507612211,0.388848461988052,4681070.81640625,8432440.09277344,0.217347707776407
"43","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",2642327.60742188,4790154.65625,6484008.3046875,9409679.484375,5056571.375,8195593.69140625,10844490.6914063,13520100.4257813,0.343208504677726,0.368877828832603,0.374181763010699,0.410369376472173,0.371529795921651,5637081.48046875,9520042.19140628,0.339312558968295
"44","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",77160.4609375,459198.1875,661601.90625,506114.921875,42021.64453125,365230.890625,195860.21875,176040.09375,0.647416494565384,0.556989315011007,0.771581492593623,0.741935352349921,0.694675923457652,482656.5546875,185950.15625,3.1224523843409
"45","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",8003230.9140625,17798826.1210938,17228520.46875,19521416.3554688,17124656.171875,43744362.828125,38878238.328125,44978835.78125,0.318499955316235,0.28920870733202,0.307066756985962,0.302656434801061,0.304861595893511,17513673.2949219,41311300.578125,2.55085339667791
"46","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",63264.447265625,152061.131835938,143464.911376953,7110.53515625,2887008.3359375,17272488.1176758,6564202.56201172,8557763.78662109,0.0214435924792481,0.00872683302497475,0.0213881967086355,0.000830197255570991,0.0150575148668051,103364.679321289,7560983.1743164,27.2068100192347
"47","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",713386.78125,2748122.13671875,3906715.3203125,4098471.94921875,4332235.1484375,9213944.5546875,19166191.6601563,12031031.4921875,0.141387284103188,0.229736399872528,0.169320464197231,0.254097837798125,0.199528432034879,3327418.72851562,10622488.0234375,8.62197175892529
"48","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",33334.359375,229463.59375,125105.09375,204297,8804868.078125,4776148.828125,1631131.7578125,1647804,0.00377162207029386,0.0458412626489463,0.0712347503918368,0.110305539492717,0.0585380065203915,164701.046875,3211976.4140625,21.845259772994
"49","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",696444.8828125,1747882.5625,2808177.59277344,3520692.90625,1693724.8515625,3047130.078125,4261068.49804688,5180640.39453125,0.29137883924993,0.364520949891005,0.397238624415687,0.404615337046553,0.380879787153346,2278030.07763672,3654099.28808594,0.569596642856173
"50","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",961407.3359375,2391545.59375,2690124.640625,3336078.3359375,721427.3125,2316358.984375,1994026.15625,2037446.28125,0.57130231828193,0.50798514584645,0.574303594670714,0.620836150125167,0.572802956476322,2540835.1171875,2015736.21875,-0.197152935839181
"51","Q02383","Semenogelin-2 OS=Homo sapiens OX=9606 GN=SEMG2 PE=1 SV=1",88218.1015625,83528.375,109180.765625,95909.2265625,1183364.05078125,256896.84375,59668.5522460938,62741.49609375,0.0693766434200877,0.245364827278972,0.646616563226823,0.604530663061065,0.424947745170019,92063.6640625,159819.169921875,-0.0224589620736819
"52","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",163811.328125,952992.59375,2586308.96875,2859640.75,250923.796875,1137304.875,2747002.4375,3682458.53125,0.394978187885581,0.45591242777512,0.484934925367222,0.437113627761028,0.446513027768074,1769650.78125,1942153.65625,-0.686939335012542
"53","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",5677292.0546875,16487218.40625,15663327.0625,22420702.65625,4175035.3125,10778526.09375,13882957.84375,14965067.2695313,0.576238673675758,0.604686162384086,0.530128478493981,0.599712208702933,0.587975441189346,16075272.734375,12330741.96875,-0.0412728668244098
"54","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",2920455.5390625,5959765.6875,8793815.61328125,8637709.5625,3032743.34375,2809020.21875,3453118.5859375,4747446.3359375,0.490569120325235,0.679656881946695,0.718042203071706,0.645320056638885,0.66248846929279,7298737.625,3242930.96484375,1.34311838666582
"55","Q7Z794","Keratin, type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3",1557673.8125,5370632.59375,1242087.90234375,1601266.109375,12188454.875,43868184.109375,40000749.3125,47347645.09375,0.113317272659936,0.10907314499719,0.0301164513942971,0.0327130077057316,0.0708930763514607,1579469.9609375,41934466.7109375,20.3326238429348
"56","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",2971840.875,7480830.16796875,7868836.05664063,8405844.390625,2376028.90234375,7232499.1796875,6269788.79492188,6148604.3984375,0.555705542343272,0.508438980138809,0.556548896321485,0.577544674652461,0.556127219332378,7674833.11230469,6209196.59667969,-0.466155584922043
"57","Q5T9A4","ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1",0,193821.13671875,1304940.140625,1324193.3046875,116731.9765625,55554.806640625,80556.6533203125,563411.248046875,0,0.777224675755652,0.941857206979945,0.701520507973601,0.739372591864626,749380.638671875,98644.3149414062,0.518739799425852
"58","P21796","Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2",5642487.66796875,7354481.21875,12879228.90625,15212320.203125,3281738.63671875,7876112.640625,7532041.609375,9272621.140625,0.632266313664077,0.48287553897467,0.63098614544307,0.621292899564494,0.626139522503782,10116855.0625,7704077.125,0.238445685045432
"59","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",2796834.36132813,6597431.09179688,6848606.953125,6372387.390625,3557824.76953125,8164034.39453125,7622358.9609375,7127470.36328125,0.440123428138922,0.446936051024699,0.473265364164095,0.472033669301524,0.459484860163112,6484909.24121094,7374914.66210938,-0.781523019836039
"60","P31944","Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2",152219.328125,703038.8125,442236.8203125,574535.078125,4136845.81640625,14225776.6796875,5588058.92773438,7693523.25585938,0.0354900946932658,0.0470927390634516,0.0733358426832936,0.0694885128910467,0.0582906259772492,508385.94921875,6640791.09179688,22.0133094681052
"61","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",791759.0234375,2383005.66601563,3906158.50439453,4072930.80859375,1589106.125,3932495.04516602,5691486.44384766,5377041.51171875,0.332550973732011,0.377326482094523,0.406991353135015,0.430999231589184,0.392158917614769,3144582.08520508,4654768.27844238,0.0701399852547526
"62","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",2229355.43945313,5238371.12109375,3988574.3515625,5754835.3828125,5562389.59375,14193206.2226563,14059198.671875,13576143.0078125,0.286117606512165,0.26958033454647,0.221000914981743,0.297700161188088,0.277848970529318,4613472.73632812,13817670.8398438,4.22448055238018
"63","Q14677","Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1 PE=1 SV=1",1579037.47851563,3472789.26953125,3736443.49804688,2390570.34277344,1927091.98828125,4812052.76367188,5153083.97460938,2886022.29296875,0.450364852031035,0.419173866636608,0.420319697479983,0.453051904477214,0.435342274755509,2931679.80615234,3849037.52832031,-0.623145685511157
"64","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",1615319.17578125,6146635.625,4448703.27539063,5916563.19921875,2310799.9609375,8370868.6640625,6213139.10546875,7559743.34375,0.411428975925385,0.423394786225817,0.417254646661926,0.439034477314239,0.420324716443872,5182633.23730469,6886441.22460938,-0.487192115583944
"65","P04792","Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2",1326260.22851563,4589186.171875,6095766.734375,5125613.67578125,2696855.453125,8584927.4453125,6631265.32226563,7772373.14453125,0.329659978351599,0.34834876221864,0.47896215765359,0.397396411330576,0.372872586774608,4857399.92382812,7201819.23339844,0.0384859936841999
"66","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",1430266.53515625,5247834.2421875,6201382.046875,7916025.01953125,183855.7421875,868597.15625,2600212.50585938,2024546.54882813,0.886095530203536,0.857989553112311,0.704574836947974,0.796334995940051,0.827162274526181,5724608.14453125,1446571.85253906,11.7318303612662
"67","Q9Y265","RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1",1413399.49609375,5233520.828125,5400808.8828125,5751891.671875,1561533.93359375,5836064.08203125,6002812.6796875,5855140.9296875,0.475102898770484,0.472783837027465,0.47360470997851,0.495552297414991,0.474353804374497,5317164.85546875,5845602.50585938,-0.845666172077526
"68","Q8N1N4","Keratin, type II cytoskeletal 78 OS=Homo sapiens OX=9606 GN=KRT78 PE=1 SV=2",140448.890625,72598.4296875,0,104717.34375,2279991.97460938,7516924.25,6885790.59960938,6975507.24414063,0.05802616070581,0.00956561206171786,0,0.0147901161114436,0.0121778640865807,88657.88671875,6930648.921875,26.2686217564414
"69","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",1994033.7890625,5077628.84375,4173463.0859375,4452485.91796875,2390917.796875,5904550.625,4259361.875,6023515.125,0.454744767412564,0.462351654168327,0.494906879399229,0.425017704723994,0.458548210790445,4312974.50195312,5081956.25,-0.787202257422176
"70","Q9NVI7","ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2",490544.837890625,2149661.37109375,1738332.5078125,3065841.7734375,980515.796875,1926211.5,2638560.84960938,3157819.2890625,0.333463370779941,0.527411290557964,0.397161266190052,0.492610658364801,0.444885962277426,1943996.93945312,2282386.17480469,-0.640785964201085
"71","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",2467553.640625,6507969.6953125,6626997.5703125,6221784.69140625,3103574.7890625,7761563.4375,9679123.15625,8366218.25,0.442918103893615,0.456074465418042,0.406411658630565,0.426500098498505,0.43470910119606,6364877.19335938,8063890.84375,-0.597036526979984
"72","A0A2R8Y6G6","2-phospho-D-glycerate hydro-lyase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=1",373557.890625,1306670.375,1581617.05078125,3016577.125,1903028.40625,5398273.65625,5816260.33984375,5651634.44140625,0.164086857211506,0.194881623009819,0.213793358184817,0.348004556867391,0.204337490597318,1444143.71289062,5524954.04882812,6.45079525138637
"73","A0A3B3ITD8","Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=1",2167688.1640625,6542341.6875,4937001.6953125,3568129.42578125,2255633.8046875,7787089.234375,4710584.71875,3008289.9609375,0.4900588696407,0.456566748754314,0.511734384479442,0.542564154741588,0.500896627060071,4252565.56054688,3859437.33984375,-0.828667223801053
"74","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",240436.5703125,2200329.015625,2075017.234375,2150763.578125,681146.09375,3042957.765625,2892755.140625,3112886.921875,0.260895283394995,0.41964689467175,0.41769571504874,0.408606836286908,0.413151275667824,2112890.40625,2967856.453125,0.28193835145031
"75","P06702","Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1",0,82004.9296875,53885.234375,245747.421875,7359194.37109375,15926267,8577091.78125,18894448.703125,0,0.00512265971290886,0.00624323692178179,0.0128393366645819,0.00568294831734533,67945.08203125,12251679.390625,28.1007724970678
