"Accession","Description","Control.a.buffer19","Control.b.buffer19","Control.c.buffer19","Control.d.buffer19","Sample.a.buffer19","Sample.b.buffer19","Sample.c.buffer19","Sample.d.buffer19","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"39","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",303260291.703125,576721881.054688,729874434.125,651105530.640625,8209954.73242188,23677661.7890625,16895656.328125,19716829.0859375,0.0263587126744088,0.0394365086903879,0.0226249772776425,0.0293920272633345,0.0278753699688716,18306242.7070312,613913705.847656,23.9490125049191
"40","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",2216493.9375,11753290.9453125,12734054.1875,10630703.359375,3247086.3828125,6811535.0859375,10933404.171875,12344455.3203125,0.594314751947634,0.366905408888384,0.461959370789138,0.537295758972334,0.499627564880736,8872469.62890625,11191997.1523438,-0.844272994932554
"41","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",2552582.16015625,5623682.078125,7523516.34521484,5843519.49853516,4133119.14453125,7602280.70117188,11149025.6347656,8736562.12109375,0.618202781753565,0.574799795525815,0.597081299735135,0.599212154569277,0.598146727152206,8169421.41113281,5733600.78833008,0.37171240478416
"42","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",1673015.90625,5149956.453125,4212185.1796875,7181932.6640625,2281245.3046875,7836886.203125,9027993.98242188,11661109.3007813,0.576908095595093,0.603448152146007,0.681863430387567,0.61885492387789,0.611151538011948,8432440.09277344,4681070.81640625,0.950835814088402
"43","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",2642327.60742188,4790154.65625,6484008.3046875,9409679.484375,5056571.375,8195593.69140625,10844490.6914063,13520100.4257813,0.656791495322274,0.631122171167397,0.625818236989301,0.589630623527827,0.628470204078349,9520042.19140628,5637081.48046875,1.11161533244457
"44","Q86YZ3","Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2",37777.96484375,0,1768.14038085938,0,2330514.89453125,9420442.08300781,3683480.86401367,5842370.44384766,0.984048440337856,1,0.999520211421603,1,0.999760105710801,4762925.65393066,884.07019042969,31.3827967311411
"45","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",77160.4609375,459198.1875,661601.90625,506114.921875,42021.64453125,365230.890625,195860.21875,176040.09375,0.352583505434616,0.443010684988993,0.228418507406377,0.258064647650079,0.305324076542348,185950.15625,482656.5546875,1.7261800448914
"46","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",8003230.9140625,17798826.1210938,17228520.46875,19521416.3554688,17124656.171875,43744362.828125,38878238.328125,44978835.78125,0.681500044683765,0.71079129266798,0.692933243014038,0.697343565198939,0.695138404106489,41311300.578125,17513673.2949219,3.84152355628338
"47","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",63264.447265625,152061.131835938,143464.911376953,7110.53515625,2887008.3359375,17272488.1176758,6564202.56201172,8557763.78662109,0.978556407520752,0.991273166975025,0.978611803291364,0.999169802744429,0.984942485133195,7560983.1743164,103364.679321289,30.2053194035289
"48","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",713386.78125,2748122.13671875,3906715.3203125,4098471.94921875,4332235.1484375,9213944.5546875,19166191.6601563,12031031.4921875,0.858612715896812,0.770263600127472,0.830679535802769,0.745902162201875,0.800471567965121,10622488.0234375,3327418.72851562,10.6670488186383
"49","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",33334.359375,229463.59375,125105.09375,204297,8804868.078125,4776148.828125,1631131.7578125,1647804,0.996228377929706,0.954158737351054,0.928765249608163,0.889694460507283,0.941461993479608,3211976.4140625,164701.046875,24.6555813398421
"50","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",696444.8828125,1747882.5625,2808177.59277344,3520692.90625,1693724.8515625,3047130.078125,4261068.49804688,5180640.39453125,0.70862116075007,0.635479050108995,0.602761375584313,0.595384662953447,0.619120212846654,3654099.28808594,2278030.07763672,1.41053691035433
"51","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",961407.3359375,2391545.59375,2690124.640625,3336078.3359375,721427.3125,2316358.984375,1994026.15625,2037446.28125,0.42869768171807,0.49201485415355,0.425696405329286,0.379163849874833,0.427197043523678,2015736.21875,2540835.1171875,-0.614216764879475
"52","Q02383","Semenogelin-2 OS=Homo sapiens OX=9606 GN=SEMG2 PE=1 SV=1",88218.1015625,83528.375,109180.765625,95909.2265625,1183364.05078125,256896.84375,59668.5522460938,62741.49609375,0.930623356579912,0.754635172721028,0.353383436773177,0.395469336938935,0.575052254829981,159819.169921875,92063.6640625,0.625918553007276
"53","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",163811.328125,952992.59375,2586308.96875,2859640.75,250923.796875,1137304.875,2747002.4375,3682458.53125,0.605021812114419,0.54408757222488,0.515065074632778,0.562886372238972,0.553486972231926,1942153.65625,1769650.78125,-0.356597455607685
"54","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",5677292.0546875,16487218.40625,15663327.0625,22420702.65625,4175035.3125,10778526.09375,13882957.84375,14965067.2695313,0.423761326324242,0.395313837615914,0.469871521506019,0.400287791297067,0.412024558810654,12330741.96875,16075272.734375,-0.522339086818444
"55","P04279","Semenogelin-1 OS=Homo sapiens OX=9606 GN=SEMG1 PE=1 SV=2",0,0,0,0,305110.0234375,17634.4453125,133707.859375,119323.205078125,1,1,1,1,1,126515.532226562,0,31.9278776816118
"56","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",2920455.5390625,5959765.6875,8793815.61328125,8637709.5625,3032743.34375,2809020.21875,3453118.5859375,4747446.3359375,0.509430879674765,0.320343118053305,0.281957796928294,0.354679943361114,0.33751153070721,3242930.96484375,7298737.625,0.408409484957366
"57","Q7Z794","Keratin, type II cytoskeletal 1b OS=Homo sapiens OX=9606 GN=KRT77 PE=1 SV=3",1557673.8125,5370632.59375,1242087.90234375,1601266.109375,12188454.875,43868184.109375,40000749.3125,47347645.09375,0.886682727340064,0.89092685500281,0.969883548605703,0.967286992294268,0.929106923648539,41934466.7109375,1579469.9609375,23.0811300374368
"58","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",2971840.875,7480830.16796875,7868836.05664063,8405844.390625,2376028.90234375,7232499.1796875,6269788.79492188,6148604.3984375,0.444294457656728,0.491561019861191,0.443451103678515,0.422455325347539,0.443872780667622,6209196.59667969,7674833.11230469,-0.756631492411977
"59","Q5T9A4","ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1",0,193821.13671875,1304940.140625,1324193.3046875,116731.9765625,55554.806640625,80556.6533203125,563411.248046875,1,0.222775324244348,0.0581427930200553,0.298479492026399,0.260627408135374,98644.3149414062,749380.638671875,-0.158228774287458
"60","P21796","Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2",5642487.66796875,7354481.21875,12879228.90625,15212320.203125,3281738.63671875,7876112.640625,7532041.609375,9272621.140625,0.367733686335923,0.51712446102533,0.36901385455693,0.378707100435506,0.373860477496218,7704077.125,10116855.0625,-0.34729803511533
"61","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",2796834.36132813,6597431.09179688,6848606.953125,6372387.390625,3557824.76953125,8164034.39453125,7622358.9609375,7127470.36328125,0.559876571861078,0.553063948975301,0.526734635835905,0.527966330698476,0.540515139836888,7374914.66210938,6484909.24121094,-0.537325109466472
"62","P31944","Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2",152219.328125,703038.8125,442236.8203125,574535.078125,4136845.81640625,14225776.6796875,5588058.92773438,7693523.25585938,0.964509905306734,0.952907260936548,0.926664157316706,0.930511487108953,0.941709374022751,6640791.09179688,508385.94921875,24.8304023889363
"63","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",791759.0234375,2383005.66601563,3906158.50439453,4072930.80859375,1589106.125,3932495.04516602,5691486.44384766,5377041.51171875,0.667449026267989,0.622673517905477,0.593008646864985,0.569000768410816,0.607841082385231,4654768.27844238,3144582.08520508,0.754195948513171
"64","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",2229355.43945313,5238371.12109375,3988574.3515625,5754835.3828125,5562389.59375,14193206.2226563,14059198.671875,13576143.0078125,0.713882393487835,0.73041966545353,0.778999085018257,0.702299838811912,0.722151029470682,13817670.8398438,4613472.73632812,5.78444724478693
"65","Q14677","Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1 PE=1 SV=1",1579037.47851563,3472789.26953125,3736443.49804688,2390570.34277344,1927091.98828125,4812052.76367188,5153083.97460938,2886022.29296875,0.549635147968965,0.580826133363392,0.579680302520017,0.546948095522786,0.564657725244491,3849037.52832031,2931679.80615234,-0.248338154432505
"66","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",1615319.17578125,6146635.625,4448703.27539063,5916563.19921875,2310799.9609375,8370868.6640625,6213139.10546875,7559743.34375,0.588571024074615,0.576605213774183,0.582745353338074,0.560965522685761,0.579675283556129,6886441.22460938,5182633.23730469,-0.0339951597815857
"67","P04792","Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2",1326260.22851563,4589186.171875,6095766.734375,5125613.67578125,2696855.453125,8584927.4453125,6631265.32226563,7772373.14453125,0.670340021648401,0.65165123778136,0.52103784234641,0.602603588669424,0.627127413225392,7201819.23339844,4857399.92382812,0.71137587397196
"68","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",1430266.53515625,5247834.2421875,6201382.046875,7916025.01953125,183855.7421875,868597.15625,2600212.50585938,2024546.54882813,0.113904469796463,0.142010446887689,0.295425163052026,0.203665004059949,0.172837725473819,1446571.85253906,5724608.14453125,8.79075430742552
"69","Q9Y265","RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1",1413399.49609375,5233520.828125,5400808.8828125,5751891.671875,1561533.93359375,5836064.08203125,6002812.6796875,5855140.9296875,0.524897101229516,0.527216162972535,0.52639529002149,0.504447702585009,0.525646195625503,5845602.50585938,5317164.85546875,-0.721820122299064
"70","Q8N1N4","Keratin, type II cytoskeletal 78 OS=Homo sapiens OX=9606 GN=KRT78 PE=1 SV=2",140448.890625,72598.4296875,0,104717.34375,2279991.97460938,7516924.25,6885790.59960938,6975507.24414063,0.94197383929419,0.990434387938282,1,0.985209883888556,0.987822135913419,6930648.921875,88657.88671875,29.2372541817986
"71","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",1994033.7890625,5077628.84375,4173463.0859375,4452485.91796875,2390917.796875,5904550.625,4259361.875,6023515.125,0.545255232587436,0.537648345831673,0.505093120600771,0.574982295276006,0.541451789209555,5081956.25,4312974.50195312,-0.549701907626784
"72","Q9NVI7","ATPase family AAA domain-containing protein 3A OS=Homo sapiens OX=9606 GN=ATAD3A PE=1 SV=2",490544.837890625,2149661.37109375,1738332.5078125,3065841.7734375,980515.796875,1926211.5,2638560.84960938,3157819.2890625,0.666536629220059,0.472588709442036,0.602838733809948,0.507389341635199,0.555114037722574,2282386.17480469,1943996.93945312,-0.277775888734584
"73","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",2467553.640625,6507969.6953125,6626997.5703125,6221784.69140625,3103574.7890625,7761563.4375,9679123.15625,8366218.25,0.557081896106385,0.543925534581958,0.593588341369435,0.573499901501495,0.56529089880394,8063890.84375,6364877.19335938,-0.205774673913745
"74","A0A2R8Y6G6","2-phospho-D-glycerate hydro-lyase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=1",373557.890625,1306670.375,1581617.05078125,3016577.125,1903028.40625,5398273.65625,5816260.33984375,5651634.44140625,0.835913142788494,0.805118376990181,0.786206641815183,0.651995443132609,0.795662509402682,5524954.04882812,1444143.71289062,8.28479750970823
"75","A0A3B3ITD8","Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=1",2167688.1640625,6542341.6875,4937001.6953125,3568129.42578125,2255633.8046875,7787089.234375,4710584.71875,3008289.9609375,0.5099411303593,0.543433251245686,0.488265615520558,0.457435845258412,0.499103372939929,3859437.33984375,4252565.56054688,-0.823676325928757
"76","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",240436.5703125,2200329.015625,2075017.234375,2150763.578125,681146.09375,3042957.765625,2892755.140625,3112886.921875,0.739104716605005,0.58035310532825,0.582304284951261,0.591393163713092,0.586848724332176,2967856.453125,2112890.40625,1.03601405614369
