"Accession","Description","abundance_stoichiometry_1",",idirt_1_a","idirt_1_b","idirt_1_c","idirt_1_d","bf_1","median_ratio_1","abundance_stoichiometry_2","idirt_2_a","idirt_2_b","idirt_2_c","idirt_2_d","bf_2","median_ratio_2","Gene","average_stochiometry","group","label"
"11","P14923","Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3",0.0600978051456674,0.569203136346419,0.713488796105406,0.741816116833976,0.673191678493905,2.75198735278367,0.693340237299656,0.0452044931386683,0.781005551676994,0.76198270361038,0.760678276749628,0.771517791289848,6.47449211535221,0.766750247450114,"JUP",0.0526511491421678,"Unstable interactor",""
"12","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",0.0623559461178838,0.478203692052539,0.523501736915985,0.451157911294953,0.524158264892658,-0.843454921604439,0.500852714484262,0.0570924920814847,0.563364433835413,0.53790421302012,0.542543669079819,0.544299077088596,-0.748133257757368,0.543421373084208,"HSPA8",0.0597242190996843,"Background",""
"13","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",0.0345626244005129,0.475373803479675,0.525513602090304,0.522052937086063,0.544547321225556,-0.76614627067536,0.523783269588183,0.0264474741835844,0.690151389458257,0.645282030719026,0.669674450274672,0.661095865409319,1.50438824307466,0.665385157841995,"HSPD1",0.0305050492920487,"Background",""
"14","P05141","ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7",0.126339542622421,0.450862318537775,0.485496255088086,0.443516913840739,0.45644450975983,-0.782731304449225,0.453653414148802,0.0913952794281363,0.221117654501564,0.182779074739466,0.515580206668309,0.507348617294771,1.64719914749716,0.364233135898167,"SLC25A5",0.108867411025279,"Background",""
"15","E9PDC3","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",0.0532172534901662,0.666357029697912,0.751012243924881,0.615353467025405,0.597008666851324,2.07433102364454,0.640855248361658,0.0771029414205008,0.853045479836808,0.824397352002347,0.83835791910838,0.847854464553382,11.8829162746184,0.843106191830881,"ARVCF",0.0651600974553335,"Unstable interactor",""
"16","P21796","Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2",0.0813893322392968,0.783355395749381,0.718843052715643,0.685241401276522,0.6609486461808,4.55724418186445,0.702042226996083,0.039787192444514,0.577557382648847,0.45524451885207,0.613188895739539,0.499157044523452,-0.803024376173147,0.53835721358615,"VDAC1",0.0605882623419054,"Unstable interactor",""
"17","P19474","E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1",0.0409905985736302,0.4673400458182,0.300046965627698,0.497687540430945,0.340256482875865,-0.186649906683495,0.403798264347032,0.00727151372183133,0.173527372861921,0.185814100412278,0.166574241471529,0.186072414489073,12.6488311895784,0.179670736637099,"TRIM21",0.0241310561477308,"Background",""
"18","P25311","Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2",0.108119075416353,0.890352799487508,0.900427220290128,0.876424329809473,0.870147103852869,18.0996345074116,0.88338856464849,0.0187369755784731,0.2491165397796,0.467536701843379,0.319328896644528,0.196463902345152,3.68177229774168,0.284222718212064,"AZGP1",0.063428025497413,"Random hit",""
"19","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",0.0360918143766636,0.722941185333002,0.670514661358956,0.599333854831132,0.588377100612249,1.6400041242113,0.634924258095044,0.0177293707301185,0.688824649243471,0.711134399395908,0.801139052652421,0.694125464692021,3.89666045052988,0.702629932043964,"HSPA5",0.0269105925533911,"Unstable interactor",""
"20","Q5T9A4","ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1",0.0230535597113877,0.548404334216126,0.568874347817677,0.501349082687659,0.538686324701201,-0.597062781883633,0.543545329458664,0.0172062473640092,0.641224778491965,0.621381019724864,0.589749359379055,0.569512336547288,-0.0527493136795436,0.605565189551959,"ATAD3B",0.0201299035376985,"Background",""
"21","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",0.0218241683249871,0.676406013250361,0.675841988524909,0.645781725919688,0.654405188296309,2.29327265775629,0.665123588410609,0.0276903886871136,0.734411114883466,0.68025598168118,0.800673284369825,0.829436916164794,5.9921035208516,0.767542199626645,"PKP4",0.0247572785060503,"Unstable interactor",""
"22","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",0.037919038501736,0.400372254234576,0.511894982052018,0.570368586426042,0.425108050076817,-0.841082234242869,0.468501516064417,0.0397979746118205,0.599708958473629,0.605729560037467,0.613590516761155,0.571992077096754,-0.185260604889046,0.602719259255548,"HSP90AB1",0.0388585065567782,"Background",""
"23","F5GZS6","4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1",0.0489675688861248,0.814799972189263,0.86936580844239,0.819485975199505,0.751599166375166,11.5243574994615,0.817142973694384,0.031302410736828,0.905296964482149,0.854809723351023,0.908779863507622,0.827879709400068,14.8925413722999,0.880053343916586,"SLC3A2",0.0401349898114764,"Stable interactor","SLC3A2"
"24","O60232","Protein ZNRD2 OS=Homo sapiens OX=9606 GN=ZNRD2 PE=1 SV=1",0.174066135601169,0.859778017397116,0.798887819391912,0.801210994265894,0.806033498135714,11.7494176284949,0.803622246200804,0.0317762596037482,0.178714512764543,0.213299181026411,0.157771873505801,0.135028150588489,13.2534209871875,0.168243193135172,"ZNRD2",0.102921197602458,"Random hit",""
"25","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",0.033267547188071,0.499803719966178,0.54575588951428,0.335802896403799,0.412779275884358,-0.721346427626281,0.456291497925268,0.0326241946088976,0.687205331062777,0.496509421296395,0.560980678557437,0.623880449450683,-0.273929297088204,0.59243056400406,"ANXA2",0.0329458708984843,"Background",""
"26","P05109","Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1",0.059837585987412,0.739966744582091,0.710992923872347,0.64306753824596,0.437118041332801,1.23115966537098,0.677030231059153,0.0394875105942532,0.704634120583274,0.627085523417316,0.572904884293466,0.517939389969757,-0.0500756308651003,0.599995203855391,"S100A8",0.0496625482908326,"Background",""
"27","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",0.0384942464141961,0.67664484634504,0.766927908951317,0.67069773029094,0.492955654464858,1.86527143948439,0.67367128831799,0.034988278314967,0.85510545215038,0.783985618328771,0.718895257897324,0.677098143046123,5.84201075771248,0.751440438113048,"ANXA1",0.0367412623645816,"Unstable interactor",""
"28","Q9GZT3","SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1",0.088755192712534,0.406603740770042,0.394514182063591,0.442525660476488,0.448194261933895,-0.48575795411575,0.424564700623265,0.0817676641959902,0.491734081866289,0.505247934189864,0.397518215121765,0.535875749030636,-0.759475301670282,0.498491008028076,"SLIRP",0.0852614284542621,"Background",""
"29","Q6P2Q9","Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2",0.0221219747754839,0.957846565216804,0.751118097185172,0.847068840023911,0.758451874243389,12.7777014593668,0.80276035713365,0.0159935644611087,0.755897361423703,0.630974617470001,0.69853712828621,0.771309599991361,3.4253017589773,0.727217244854956,"PRPF8",0.0190577696182963,"Stable interactor","PRPF8"
"30","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",0.0402655227376591,0.357106458246179,0.549577126368459,0.544673877355308,0.403358866707234,-0.80327066942525,0.474016372031271,0.0324513188219675,0.507249272204431,0.501010271152674,0.510675925633532,0.521527451839781,-0.847690769554536,0.508962598918981,"ATP5F1A",0.0363584207798133,"Background",""
"31","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",0.0207778650568737,0.655572172244444,0.665705973837304,0.708228558150141,0.748029402109704,3.65731528729245,0.686967265993723,0.0264074294016639,0.785792592578047,0.740444003309905,0.719871801102118,0.837410902490481,6.60649080512166,0.763118297943976,"KIAA1217",0.0235926472292688,"Stable interactor","KIAA1217"
"32","P56945","Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=2",0.0276529839361998,0.337816527617281,0.334599416081443,0.351006743544108,0.329063116832274,1.29227201871687,0.336207971849362,0.0112233289435654,0.257523517654844,0.328506879215467,0.306773501551676,0.334482005233906,3.75216342243633,0.317640190383572,"BCAR1",0.0194381564398826,"Background",""
"33","P62805","Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2",0.0715267538818366,0.378007839109134,0.386078599265904,0.401225982007096,0.386000980801422,0.0511747598491823,0.386039790033663,0.100348040927907,0.637869311109623,0.638378786652048,0.599489275339497,0.613007554294947,0.281292241733365,0.625438432702285,"H4C1",0.0859373974048719,"Background",""
"34","J3QTR3","Ubiquitin-40S ribosomal protein S27a (Fragment) OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=1",0.0944894395772327,0.438043443241548,0.520013005664958,0.479268202401969,0.469316093534712,-0.840609877258163,0.47429214796834,0.152758880127169,0.67908775530773,0.69608389802355,0.700001738957674,0.680415510148832,2.32372122738618,0.688249704086191,"RPS27A",0.123624159852201,"Background",""
"35","P02545","Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1",0.0539536824728476,0.962899971646918,0.863099882173027,0.571298350286093,0.61204473144733,6.91946276726545,0.737572306810179,0.010252604053888,0.186494327599281,0.195582301901576,0.121803738219119,0.301440365745044,10.6616196561266,0.191038314750428,"LMNA",0.0321031432633678,"Random hit",""
"36","H0YFD6","Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",0.0985937897597078,0.104057124740972,0.125165252074556,0.121437009646317,0.134806947093288,14.8550900888112,0.123301130860436,0.214625791537274,0.749876816708768,0.739820141141918,0.752276822175161,0.802419154425623,5.98919797765029,0.751076819441964,"HADHA",0.156609790648491,"Random hit",""
"37","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",0.0512477078186245,0.439020545215848,0.484825049575494,0.518790956513231,0.570176193596733,-0.8238266017578,0.501808003044362,0.0667928549023987,0.571342313264886,0.549308166162198,0.541302327714591,0.569046735591657,-0.671691515087344,0.559177450876928,"HNRNPA1",0.0590202813605116,"Background",""
"38","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",0.0503036189041688,0.303411456159316,0.308908450647813,0.299846006410396,0.322395891587866,2.33217311322697,0.306159953403564,0.224601935739175,0.580189844481422,0.580924867343901,0.595614967278378,0.594301659209869,-0.337794390588884,0.587613263276885,"GJA1",0.137452777321672,"Background",""
"39","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",0.019660851345512,0.566663558073798,0.464779346920701,0.630630889896141,0.600738781398435,-0.27470801201216,0.583701169736117,0.0068794952485102,0.434955859897267,0.411398460745953,0.573017262733928,0.887075083716948,-0.4849317048086,0.503986561315598,"UBAP2L",0.0132701732970111,"Background",""
"40","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",0.0276019748035144,0.427331091227801,0.404265589697471,0.404788962372406,0.417895939934203,-0.367353839079134,0.411342451153305,0.0385390405781294,0.618842378074875,0.578145386725578,0.580817922302442,0.552904968659192,-0.407214379872964,0.57948165451401,"PHB2",0.0330705076908219,"Background",""
"41","Q96S66","Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1",0.0384997860405438,0.838068236368439,0.8471662336886,0.872937605573296,0.823122248743365,14.2919658367619,0.842617235028519,0.00185840950216754,0.426442049627328,0.559413405690988,0.473674871843179,0.26984785079705,-0.224586947333088,0.450058460735253,"CLCC1",0.0201790977713557,"Background",""
"42","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",0.027767269083728,0.144768593972275,0.177521188291464,0.169869510054585,0.155370506625849,11.2823748177778,0.162620008340217,0.103813378068834,0.847192005731318,0.76539957511898,0.75337625507565,0.653662052638416,5.60826886467586,0.759387915097315,"ATP5F1B",0.065790323576281,"Random hit",""
"43","Q16777","Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4",0.0673536610000028,0.347804099355601,0.370504565607507,0.398710067997365,0.403449395954246,0.204715387339233,0.384607316802436,0.116691764619247,0.578311765039271,0.594712072482493,0.576492133160854,0.556407428350946,-0.484590667643811,0.577401949100063,"H2AC20",0.092022712809625,"Background",""
"44","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",0.136072439835354,0.390878385924653,0.447338886715791,0.434991207990087,0.433493256524227,-0.527766259990847,0.434242232257157,0.0695271223078827,0.490524283157037,0.499579454033275,0.495010898053575,0.533409774064097,-0.841204330964428,0.497295176043425,"HADHB",0.102799781071618,"Background",""
"45","O75629","Protein CREG1 OS=Homo sapiens OX=9606 GN=CREG1 PE=1 SV=1",0.350753883117105,0.935732798494168,0.966922912413753,0.991677426539057,0.976198728760455,27.6074223749569,0.971560820587104,0.0160265516404537,0.0660199876273389,0.108521353186456,0.0821699374306173,0.00237354507531384,24.4572843426825,0.0740949625289781,"CREG1",0.183390217378779,"Random hit",""
"46","A0A0G2JIW1","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",0.0225853812903346,0.819760551182151,0.74403884903577,0.658526730152376,0.572129526556541,3.85863638998667,0.701282789594073,0.0149515343949407,0.46450554412276,0.548737243213561,0.493103465627642,0.507408208485316,-0.839067815126309,0.500255837056479,"HSPA1B",0.0187684578426377,"Background",""
"47","P30101","Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4",0.0297675309411288,0.734770178736924,0.702526826221143,0.730752888730447,0.746727972881687,5.4875526156101,0.732761533733685,0.0121126516263498,0.767874450736474,0.719315953211822,0.66346038342522,0.6867145411187,3.20034346899399,0.703015247165261,"PDIA3",0.0209400912837393,"Stable interactor","PDIA3"
"48","P31942","Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2",0.0255990188603552,0.64917687746842,0.845311201212168,0.837794126019696,0.723745046736114,7.72729862263076,0.780769586377905,0.0077789600115671,0.44039869323592,0.25751937707709,0.735806299162799,0.622823454403162,-0.848960282363179,0.531611073819541,"HNRNPH3",0.0166889894359612,"Unstable interactor",""
"49","P78406","mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1",0.029298381335334,0.716639701848204,0.722385081489871,0.960778100185198,0.536262957494295,5.77962096701153,0.719512391669037,0.0183642504367382,0.734198556392383,0.332047838480261,0.720453788367474,0.610886252510563,-0.160774531049841,0.665670020439018,"RAE1",0.0238313158860361,"Unstable interactor",""
"50","P04792","Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2",0.034866831270551,0.617227158501677,0.561157443337771,0.460188378477381,0.460788069432364,-0.716946464036228,0.510972756385068,0.0299404676232059,0.783632929171618,0.622907271904096,0.618126699069248,0.482225277814485,0.381262963250811,0.620516985486672,"HSPB1",0.0324036494468784,"Background",""
"51","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",0.0159838601508106,0.37862852716966,0.451095891613881,0.465218579325063,0.456874900393066,-0.638914193516545,0.453985396003473,0.017024821252771,0.657251940786309,0.751641978972969,0.734595265080637,0.677874123191696,3.01884444482002,0.706234694136167,"HSPA9",0.0165043407017908,"Background",""
"52","Q06830","Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1",0.0343841671144967,0.612613945389094,0.673404989245671,0.630926142190727,0.651160673209517,1.53096366510217,0.641043407700122,0.0167817087431324,0.481416420930862,0.538171233230588,0.387501316703421,0.405889751664949,-0.508179069968766,0.443653086297906,"PRDX1",0.0255829379288145,"Background",""
"53","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",0.0288499815787826,0.342542450241151,0.410505369900866,0.472516656786427,0.450738842735231,-0.439047655372855,0.430622106318048,0.0421379542083856,0.532400625901502,0.542163725004257,0.526490815376582,0.514834051818286,-0.828121446909589,0.529445720639042,"VIM",0.0354939678935841,"Background",""
"54","P12236","ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4",0.0241787971568288,0.448287474497042,0.518897800924519,0.430697690914078,0.523158502991295,-0.845659982469393,0.48359263771078,0.026375501654898,0.631405859772182,0.616723823625297,0.657043477666976,0.622336154264524,0.505358990888178,0.626871007018353,"SLC25A6",0.0252771494058634,"Background",""
"55","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",0.0164968090117711,0.42834154119015,0.438713358512605,0.395732607959757,0.41025014835913,-0.428695634476826,0.41929584477464,0.0325711053177246,0.517805130841072,0.534793040114596,0.52522054568591,0.46075366817622,-0.84734810173276,0.521512838263491,"HNRNPH1",0.0245339571647479,"Background",""
"56","Q01469","Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3",0.0447704273600961,0.881850092672971,0.747780521314411,0.782703106965063,0.722561534686295,9.14561717061375,0.765241814139737,0.0183394639591972,0.434732485491315,0.245477523763281,0.225345383162862,0.255615865043372,4.60643952261157,0.250546694403326,"FABP5",0.0315549456596466,"Random hit",""
"57","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",0.0271075258429607,0.61982325987365,0.801877461828895,0.718251882727665,0.474795318289763,1.93113325256292,0.669037571300658,0.0327702039622169,0.318548133018804,0.335205850864209,0.309705832589149,0.38309760415695,2.41099058171283,0.326876991941507,"HNRNPM",0.0299388649025888,"Background",""
"58","O43278","Kunitz-type protease inhibitor 1 OS=Homo sapiens OX=9606 GN=SPINT1 PE=1 SV=2",0.0312916465863668,0.241902669857898,0.389962728142145,0.398513260265489,0.311001655838784,1.37870366041767,0.350482191990464,0.0567568597435334,0.78278219771745,0.601886624662533,0.384845975941434,0.620816685412677,-0.189996520911053,0.611351655037605,"SPINT1",0.0440242531649501,"Background",""
"59","O75400","Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2",0.0780818986632115,1,0.96974000081371,1,1,30.7936114952513,1,0.00684930882626592,0.154467872304612,0.0392499036492886,0.181342670008028,0.201272385963757,15.797830515336,0.16790527115632,"PRPF40A",0.0424656037447387,"Random hit",""
"60","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",0.015378149971749,0.402585493036286,0.427217808069286,0.380855617524719,0.45539074121053,-0.406396327479351,0.414901650552786,0.0208763478847952,0.662694705541059,0.547926641224702,0.572466554005138,0.578439356879574,-0.29997414924997,0.575452955442356,"PHB",0.0181272489282721,"Background",""
"61","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",0.0172405566355162,0.276518288131499,0.228635632061799,0.188847157385441,0.420464023635367,3.6403358424736,0.252576960096649,0.0385457707734351,0.630646180536324,0.719695478914079,0.667208496181227,0.685517963532731,1.82461756822176,0.676363229856979,"PKM",0.0278931637044757,"Background",""
"62","O75533","Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3",0.0344241835769391,0.228104362465486,0.267209436502987,0.243059445031539,0.263703346108716,5.11547972780661,0.253381395570127,0.0922913275378542,0.896567540080547,0.887926375627678,0.850232660862454,0.800114828471031,13.4510127456203,0.869079518245066,"SF3B1",0.0633577555573967,"Random hit",""
"63","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",0.0190238317706228,0.378410326770759,0.4233599235196,0.482376750442658,0.411756144264125,-0.497561716697397,0.417558033891862,0.0329505533505216,0.523517701084835,0.532139055058217,0.505349913852717,0.543094945394535,-0.835463391235038,0.527828378071526,"HNRNPF",0.0259871925605722,"Background",""
"64","Q5QNW6","Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3",0.0906874438933295,0.343533294039692,0.361847354529421,0.362791971251509,0.349726900921943,0.816348649426774,0.355787127725682,0.234952109151935,0.629822999085628,0.624015031695657,0.614260770221266,0.613242552652475,0.241128375479623,0.619137900958461,"H2BC18",0.162819776522632,"Background",""
"65","F8VVM2","Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1",0.0381107615145516,0.414810510794429,0.434641204857023,0.44015383660693,0.406287317638511,-0.4974718389556,0.424725857825726,0.0321763365551574,0.555393090681507,0.534904220463939,0.585795199027382,0.532087588142106,-0.715093559013714,0.545148655572723,"SLC25A3",0.0351435490348545,"Background",""
"66","P69905","Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2",0.0418110395955119,0.407649249747542,0.309570454217053,0.247794305383857,0.246333671768376,2.56342148756877,0.278682379800455,0.214279539707579,0.947339034555457,0.911952402899652,0.98165904625872,0.933294631932963,22.1845821270048,0.94031683324421,"HBA1",0.128045289651546,"Background",""
"67","Q6ZXV5","Protein O-mannosyl-transferase TMTC3 OS=Homo sapiens OX=9606 GN=TMTC3 PE=1 SV=2",0.0217784492954838,0.820531579071108,0.916591422513957,0.913522270271784,0.967608403501521,20.2291786116691,0.915056846392871,0.00131926794195059,0.294566197673166,0.352019852329305,0.256692672440242,0.166049276389641,5.94082865776318,0.275629435056704,"TMTC3",0.0115488586187172,"Random hit",""
"68","Q14126","Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2",0.0106641580083185,0.310379984568924,0.399766513759461,0.349136579145579,0.355522572353407,0.837070382788563,0.352329575749493,0.0183004757007153,0.614636820272758,0.565325875448933,0.548910141338863,0.648698831494108,-0.239086238609224,0.589981347860846,"DSG2",0.0144823168545169,"Background",""
"69","Q6ZVX7","F-box only protein 50 OS=Homo sapiens OX=9606 GN=NCCRP1 PE=1 SV=1",0.0364703655584867,0.341553701625937,0.354871350502226,0.377929200011696,0.371701375032817,0.632502070162712,0.363286362767522,0.0665958867136637,0.347652539254249,0.351175006007786,0.324614347350456,0.320881199829545,2.43399616839359,0.336133443302353,"NCCRP1",0.0515331261360752,"Background",""
"70","Q12906","Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3",0.0195054174184838,0.814182868114907,0.696715685763254,0.811563936735398,0.635963947722055,6.13683939548034,0.754139811249326,0.0158193150880346,0.491676067335375,0.47222320905075,0.52608811706419,0.492523750448851,-0.818626172851895,0.492099908892113,"ILF3",0.0176623662532592,"Background",""
