"Accession","Description","abundance_stoichiometry_1",",idirt_1_a","idirt_1_b","idirt_1_c","idirt_1_d","bf_1","median_ratio_1","abundance_stoichiometry_2","idirt_2_a","idirt_2_b","idirt_2_c","idirt_2_d","bf_2","median_ratio_2","Gene","average_stochiometry","group","label"
"11","P14923","Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3",0.0514535523165213,0.579885036823689,0.730795731712896,0.616299793792496,0.616732029527921,1.04771073415637,0.616515911660208,0.0472910422754316,0.872932908814254,0.855884867674971,0.904876337895443,0.849325135722323,13.1611261512382,0.864408888244613,"JUP",0.0493722972959764,"Unstable interactor",""
"12","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",0.0580214838355725,0.512910151388921,0.496393986820957,0.413608023846145,0.518299201310733,-0.845945431589662,0.504652069104939,0.0469546679484502,0.617250639234267,0.670827684741634,0.656170254217448,0.676335358219248,0.883646893828456,0.663498969479541,"HSPA8",0.0524880758920114,"Background",""
"13","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",0.0661967938748181,0.530933252770466,0.910839316898701,0.555892822013014,0.520740144223645,0.868470060469364,0.54341303739174,0.0436954229771728,0.739129294421812,0.69350390375674,0.581506752488613,0.649643197378383,1.19080127645966,0.671573550567562,"HSPD1",0.0549461084259955,"Background",""
"14","P05141","ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7",0.127632856389102,0.46398754751071,0.453095121646921,0.463244502261865,0.549164778703053,-0.842289565091392,0.463616024886287,0.064379338269624,0.548642999231776,0.522860222128989,0.115828787224961,0.515980812209453,-0.0859259833985297,0.519420517169221,"SLC25A5",0.0960060973293628,"Background",""
"15","E9PDC3","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",0.042625498595047,0.642618882507358,0.737189473374413,0.696110826005938,0.169661942144705,-0.433937432810548,0.669364854256648,0.0513701798140956,0.889431842320143,0.861444388592924,0.896002820358831,0.864253888341596,13.7813570211715,0.876842865330869,"ARVCF",0.0469978392045713,"Unstable interactor",""
"16","P21796","Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2",0.100857137815213,0.650761627736564,0.673103755686188,0.585267474349111,0.62081745954862,0.952615867750875,0.635789543642592,0.031530182082769,0.358506243083881,0.349807073504893,0.380982920380704,0.492245065864049,0.540208385906001,0.369744581732292,"VDAC1",0.066193659948991,"Background",""
"17","P19474","E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1",0.0526520784532686,0.427139797565952,0.465508282081414,0.4562474561535,0.489268257019609,-0.76444584042984,0.460877869117457,0.0192592539519792,0.221009768311388,0.187738419575118,0.245788390185292,0.186740604085265,9.59156276230105,0.204374093943253,"TRIM21",0.0359556662026239,"Background",""
"18","P25311","Zinc-alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=AZGP1 PE=1 SV=2",0.123346531404184,0.731546548089946,0.832047543365434,0.757683126672605,0.963985650759773,10.8921178932148,0.79486533501902,0.0198709717259814,0.259650960336398,0.210793630435061,0.0972548271623574,0.167973926405492,11.6652842048548,0.189383778420276,"AZGP1",0.0716087515650828,"Random hit",""
"19","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",0.0339030474494727,0.656786324752464,0.601075251562434,0.591074598065756,0.633288602216437,0.642903828850046,0.617181926889436,0.015275657237008,0.568554134704473,0.674863327182245,0.760166218428211,0.73498184080626,1.79378282862138,0.704922583994252,"HSPA5",0.0245893523432404,"Background",""
"20","Q5T9A4","ATPase family AAA domain-containing protein 3B OS=Homo sapiens OX=9606 GN=ATAD3B PE=1 SV=1",0.0425575872844145,0.480513251095238,0.532236726547793,0.540086818598891,0.485822261728735,-0.820922254109853,0.509029494138264,0.0390636806456252,0.395610022746159,0.616226150481612,0.608209610141919,0.606825852207347,-0.723352781122983,0.607517731174633,"ATAD3B",0.0408106339650199,"Background",""
"21","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",0.0223810008271907,0.75095499570578,0.739355059813878,0.805578654880701,0.763224417425817,6.89334104721441,0.757089706565798,0.0134736467952449,0.730893689962211,0.826910620199489,0.765528082834686,0.830914969572824,6.9262642817911,0.796219351517088,"PKP4",0.0179273238112178,"Stable interactor","PKP4"
"22","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",0.0438181089209628,0.509529391318674,0.542062339527436,0.518710686488492,0.299685353806329,-0.801612917444195,0.514120038903583,0.030275922890638,0.683822750867441,0.62348346279423,0.419444424918583,0.452123819128111,-0.79016410826035,0.53780364096117,"HSP90AB1",0.0370470159058004,"Background",""
"23","F5GZS6","4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1",0.046757913412538,0.767688923997006,0.457100795771352,0.756899648235258,0.818112227118619,3.37201092610586,0.762294286116132,0.0362151761152208,0.89036231802516,0.926104076341445,0.942462137979536,0.961677859847918,18.8159494530785,0.93428310716049,"SLC3A2",0.0414865447638794,"Stable interactor","SLC3A2"
"24","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",0.0405681860546469,0.444066887287266,0.453903750713694,0.539039434315852,0.491634509487888,-0.841969620975716,0.472769130100791,0.0252214402931137,0.518350993906662,0.723179039543622,0.359477476401937,0.593146934601224,-0.771714659402374,0.555748964253943,"ANXA2",0.0328948131738803,"Background",""
"25","P05109","Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1",0.070313207383569,0.680524377430285,0.686990786014983,0.576270136861069,0.712433210311482,1.94065510776334,0.683757581722634,0.0521323178628352,0.513781976775419,0.56325041553255,0.619124902747489,0.281076167930042,-0.79853667904653,0.538516196153984,"S100A8",0.0612227626232021,"Background",""
"26","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",0.0464804562957875,0.692274562296246,0.683586516080089,0.694746368056369,0.657898704563629,2.62426830962643,0.687930539188168,0.0191783152369253,0.72236611508891,0.927029572289691,0.800781959132208,0.783223918858225,8.2484521830692,0.792002938995216,"ANXA1",0.0328293857663564,"Unstable interactor",""
"27","Q9GZT3","SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1",0.100100313433792,0.425686046294652,0.465900576364181,0.441939361885382,0.417340553897255,-0.606512884473695,0.433812704090017,0.0987539405044284,0.350619392826989,0.513282407344039,0.526957084102534,0.533999046525603,-0.728728672079091,0.520119745723286,"SLIRP",0.09942712696911,"Background",""
"28","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",0.0317951669034677,0.385555606556415,0.38545897384074,0.400266058882412,0.382964827376171,0.0718125275601937,0.385507290198578,0.0324097308468141,0.673003636951754,0.552295388887119,0.549074495701681,0.502437510935788,-0.626453255385954,0.5506849422944,"ATP5F1A",0.0321024488751409,"Background",""
"29","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",0.021243841342704,0.73448784391895,0.795383340598802,0.670927126421919,0.708020193078839,4.71503934131672,0.721254018498895,0.0234581482843879,0.933601702496561,0.99152328347872,0.939643525150061,0.921599800677171,20.54664618504,0.936622613823311,"KIAA1217",0.022350994813546,"Stable interactor","KIAA1217"
"30","P56945","Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=2",0.0223201402651096,0.291525384696741,0.313264263287585,0.340627491623022,0.299146217938796,2.21273343713783,0.30620524061319,0.0202162183446725,0.337684845530595,0.356866397590173,0.331941912535788,0.330593767505511,2.27821960193629,0.334813379033192,"BCAR1",0.021268179304891,"Background",""
"31","P62805","Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2",0.0265006084273201,0.329471193833347,0.26892340262003,0.263288341773872,0.237873991484023,3.74443868465545,0.266105872196951,0.0958080152048663,0.795186260649148,0.80088953918653,0.794468788007045,0.769388544752967,7.01981388661569,0.794827524328096,"H4C1",0.0611543118160932,"Random hit",""
"32","J3QTR3","Ubiquitin-40S ribosomal protein S27a (Fragment) OS=Homo sapiens OX=9606 GN=RPS27A PE=1 SV=1",0.0838379512758645,0.432386772323287,0.475598490517886,0.415192057075643,0.480268028306408,-0.711601246481752,0.453992631420587,0.117462515858488,0.796138821490359,0.812848007293246,0.762710978543087,0.762780577671122,6.61365293140231,0.77945969958074,"RPS27A",0.100650233567176,"Background",""
"33","P02545","Prelamin-A/C OS=Homo sapiens OX=9606 GN=LMNA PE=1 SV=1",0.0460915696167714,0.564718538111999,0.567395551138667,0.832725995368374,0.806986256114953,3.0665892225509,0.68719090362681,0.0145698862701106,0.268756407263646,0.219525234626737,0.36384495513474,0.251465747268874,5.2748006713166,0.26011107726626,"LMNA",0.030330727943441,"Random hit",""
"34","H0YFD6","Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",0.0159400392688961,0.0168657368444558,0.0266993443156836,0.0189721856715024,0.0152211983763978,24.6998184959772,0.0179189612579791,0.304580038294822,0.942356697236648,0.95978623066096,0.944578041789876,0.932307354746047,20.3518511611738,0.943467369513262,"HADHA",0.160260038781859,"Random hit",""
"35","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",0.0437952461912346,0.680177789009436,0.693910738027322,0.589721830703459,0.769659432050229,2.67239810770909,0.687044263518379,0.0105344446426168,0.706151690292457,0.344417337652214,0.433004414509094,0.462551193266102,-0.760829675380695,0.447777803887598,"HNRNPA1",0.0271648454169257,"Background",""
"36","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",0.0432723526569277,0.308263011347067,0.270634961349164,0.263281727582679,0.25690734996333,3.75048069933893,0.266958344465922,0.128992992065726,0.566996353659719,0.595832725082979,0.562247736427415,0.572761571835343,-0.577031422593732,0.569878962747531,"GJA1",0.0861326723613267,"Background",""
"37","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",0.0258372008412338,0.700986504005411,0.648761038183017,0.607379833392321,0.655955097361866,1.57507917220043,0.652358067772442,0.00821770272947022,0.0666964733003877,0.26727216877549,0.321751378553739,0.439953568472652,5.37271437418333,0.294511773664614,"UBAP2L",0.017027451785352,"Background",""
"38","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",0.0293904374706562,0.464641630755685,0.400436366913994,0.459402050740867,0.380524763013552,-0.489609457404712,0.429919208827431,0.0304383159937479,0.592111561517677,0.620890208284416,0.577637397278116,0.587082820567616,-0.342079108252197,0.589597191042647,"PHB2",0.0299143767322021,"Background",""
"39","Q96S66","Chloride channel CLIC-like protein 1 OS=Homo sapiens OX=9606 GN=CLCC1 PE=1 SV=1",0.0427294598782126,0.872852533393901,0.836828574677989,0.879420898853512,0.899308545042053,15.2422246200329,0.876136716123707,0.0012775774142968,0.18567160187299,0.0410178548485902,0.228672563235176,0.445131321243821,8.48244034688935,0.207172082554083,"CLCC1",0.0220035186462547,"Random hit",""
"40","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",0.0264453427185921,0.124163220581937,0.135926219098826,0.147206947677173,0.0804204724535374,14.211045785086,0.130044719840381,0.16277848683175,0.896367030893,0.870781473089642,0.895198119276302,0.83243548774155,13.4183496929996,0.882989796182972,"ATP5F1B",0.0946119147751708,"Random hit",""
"41","Q16777","Histone H2A type 2-C OS=Homo sapiens OX=9606 GN=H2AC20 PE=1 SV=4",0.0345860714813369,0.337315795459401,0.339118508496239,0.278642331359331,0.31716147996109,1.96062214313007,0.327238637710246,0.0948450819068892,0.763763348263006,0.717072969149145,0.731579352513023,0.758647656106688,4.28588897072935,0.745113504309856,"H2AC20",0.064715576694113,"Background",""
"42","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",0.0166413526517772,0.364127849369805,0.374994711930359,0.359001446096037,0.340950048606439,0.700856261324394,0.361564647732921,0.0115476695681167,0.466718415244965,0.573094444561344,0.464343016657471,0.500956016989316,-0.823348524767996,0.483837216117141,"HADHB",0.014094511109947,"Background",""
"43","A0A0G2JIW1","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",0.0228835144572024,0.708146493242366,0.673019458760966,0.719186825593251,0.765048477639944,4.16045688534508,0.713666659417809,0.00822531816637587,0.487406965322423,0.284716803515455,0.810702143041286,0.469025947341217,-0.846300660184022,0.47821645633182,"HSPA1B",0.0155544163117892,"Background",""
"44","P30101","Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4",0.0451861263668254,0.747814095541937,0.718713407158379,0.771270447809599,0.849527958764889,7.34381101314188,0.759542271675768,0.00952652601646128,0.836951828382,0.796623432769128,0.763961851244258,0.825608377884127,8.07662362242275,0.811115905326628,"PDIA3",0.0273563261916433,"Stable interactor","PDIA3"
"45","P31942","Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2",0.0187834951198056,0.710288584696985,0.561126400785787,0.376588611165851,0.424000088545225,-0.789653617059391,0.492563244665506,0.00144355955228411,1,0.0174061998598195,0.303481840351628,0.456262536959957,-0.372294038752354,0.379872188655793,"HNRNPH3",0.0101135273360449,"Background",""
"46","P78406","mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1",0.0323997368225924,0.523592204067679,0.686736179169867,0.880212522318029,0.734531642957064,3.66416399331703,0.710633911063466,0.00956155919653797,0.181644608990536,0.0996098173745442,0.637865661973896,0.157430510001204,5.62055936840169,0.16953755949587,"RAE1",0.0209806480095652,"Random hit",""
"47","P04792","Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2",0.0280001323936937,0.501533213252058,0.534888895751728,0.401366462385657,0.281101049316191,-0.527906276001277,0.451449837818858,0.0281862036672934,0.605343193032699,0.597582102925098,0.544155184667271,0.459752843801704,-0.754254029616412,0.570868643796184,"HSPB1",0.0280931680304936,"Background",""
"48","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",0.0189128545564995,0.513038722501838,0.367564793536311,0.478295901024817,0.422823555879214,-0.671938452585204,0.450559728452015,0.0101848644305154,0.677834054452888,0.976102497597905,0.656672265645836,0.682591715834274,4.55926742352456,0.680212885143581,"HSPA9",0.0145488594935074,"Background",""
"49","Q06830","Peroxiredoxin-1 OS=Homo sapiens OX=9606 GN=PRDX1 PE=1 SV=1",0.0347832528320751,0.625661593493581,0.677491026036818,0.67867585654936,0.697085392179295,2.14636598833688,0.678083441293089,0.0198383443493144,0.643987810436116,0.47421698729258,0.447382156538795,0.450155524496772,-0.830643875967009,0.462186255894676,"PRDX1",0.0273107985906947,"Background",""
"50","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",0.00998401200995537,0.250270964597196,0.181603247950164,0.348500193923362,0.154070479392272,5.92862903166157,0.21593710627368,0.0188224353657516,0.895029075902796,0.893422424154376,0.81401081253494,0.939345650549253,14.4687826702775,0.894225750028586,"VIM",0.0144032236878535,"Random hit",""
"51","P12236","ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4",0.0205720016502598,0.522795499896904,0.523853491477373,0.496273474189733,0.54485262117529,-0.770572522891999,0.523324495687139,0.0141564855668265,0.700755476079226,0.646028950803862,0.549750970034277,0.580473909629893,0.0605765638222597,0.613251430216878,"SLC25A6",0.0173642436085432,"Background",""
"52","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",0.0206266809959291,0.483014519403465,0.401437107705389,0.396676860266328,0.39379896865166,-0.399740686797871,0.399056983985859,0.011340605988492,0.492266437631429,0.507622845551651,0.43191332014171,0.567390041958498,-0.818765328985695,0.49994464159154,"HNRNPH1",0.0159836434922106,"Background",""
"53","Q01469","Fatty acid-binding protein 5 OS=Homo sapiens OX=9606 GN=FABP5 PE=1 SV=3",0.0289465306224183,0.717264752836766,0.819369790740297,0.682458838161049,0.577376414484372,3.3423649669237,0.699861795498907,0.0156999119853657,0.219619035575968,0.0958108457401812,0.403603434496597,0.231237922338152,7.63568070300576,0.22542847895706,"FABP5",0.022323221303892,"Random hit",""
"54","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",0.0183048623143278,0.508308342023789,0.561138842174749,0.635457095022753,0.553739559898143,-0.390374951745982,0.557439201036446,0.00587774473630353,0.0577360489050635,0.0553409082451684,0.385929426918241,0.0534547655978659,15.6833251181861,0.056538478575116,"HNRNPM",0.0120913035253156,"Background",""
"55","O43278","Kunitz-type protease inhibitor 1 OS=Homo sapiens OX=9606 GN=SPINT1 PE=1 SV=2",0.032066116925956,0.302453882588837,0.294682734183576,0.289108341851168,0.285254185345922,2.93997027490194,0.291895538017372,0.0770200871011158,0.855967662224733,0.913459761512826,0.926333884206321,0.932168164660572,16.4971781603076,0.919896822859574,"SPINT1",0.0545431020135359,"Background",""
"56","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",0.017199517366479,0.438267363687394,0.467638871005313,0.418522967086206,0.46035960252514,-0.677794778372774,0.449313483106267,0.0251766669438972,0.852624979533482,0.597971847062004,0.53821325731646,0.625820404399947,0.840162395688224,0.611896125730976,"PHB",0.0211880921551881,"Background",""
"57","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",0.0150403195741173,0.205792926326243,0.266655608758358,0.210702358103846,0.263662168599105,5.7529121986559,0.237182263351476,0.0445600101156819,0.877354735497424,0.904415181450744,0.898220029510033,0.894314844219737,15.2230414496097,0.896267436864885,"PKM",0.0298001648448996,"Random hit",""
"58","O75533","Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3",0.0111347415438306,0.196727115458519,0.140850886443421,0.0463644069085581,0.0197044043196997,16.1310157936691,0.0936076466759897,0.153973061215474,0.913606608908469,0.977792541642215,0.987887559597737,0.945774947733097,21.5975807271139,0.961783744687656,"SF3B1",0.0825539013796522,"Random hit",""
"59","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",0.0233477839763694,0.407170822619912,0.411144536472663,0.455368789605178,0.29431460242097,0.00835553511049758,0.409157679546287,0.0160371002320182,0.625665120351407,0.579071918549488,0.568308677158321,0.629458077470549,-0.253388805737468,0.602368519450448,"HNRNPF",0.0196924421041938,"Background",""
"60","Q5QNW6","Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=H2BC18 PE=1 SV=3",0.0477086379309257,0.294071627021141,0.315800467005002,0.258964728179813,0.273841751303007,3.25155661353714,0.283956689162074,0.226878538080783,0.734555886803637,0.733251348640025,0.768328501686356,0.725483727605448,4.16613116785993,0.733903617721831,"H2BC18",0.137293588005854,"Random hit",""
"61","F8VVM2","Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1",0.0330687729640022,0.409445992970575,0.413302756210911,0.365449826458449,0.380832880535656,0.00408708723982976,0.395139436753115,0.0241421974035172,0.617870942365233,0.630867157999393,0.550682561326727,0.570893156940911,-0.367172677745831,0.594382049653072,"SLC25A3",0.0286054851837597,"Background",""
"62","P69905","Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2",0.0452754090341471,0.66334608097333,0.676661949902455,0.561428257868261,0.49172578376922,0.151401257675928,0.612387169420795,0.0449610192191835,0.36994960614505,0.701384574718129,0.705174666237361,0.494988761557002,-0.638565989797884,0.598186668137565,"HBA1",0.0451182141266653,"Background",""
"63","Q14126","Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2",0.0110525850122302,0.415777748884148,0.355757831209408,0.45073908881339,0.304034366563071,0.207152598383199,0.385767790046778,0.0153935560597207,0.775202433476939,0.674786850660375,0.660696098207997,0.680049818142604,2.27159950483812,0.67741833440149,"DSG2",0.0132230705359754,"Background",""
"64","Q6ZVX7","F-box only protein 50 OS=Homo sapiens OX=9606 GN=NCCRP1 PE=1 SV=1",0.048352419559635,0.350563917649013,0.39009882613497,0.335352258639803,0.334479249803427,0.88618224619171,0.342958088144408,0.0248878336180798,0.417255253006264,0.57645003666927,0.436466352312236,0.430503180765886,-0.601473703875193,0.433484766539061,"NCCRP1",0.0366201265888574,"Background",""
"65","Q12906","Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3",0.0223520815437118,0.796295923887127,0.888447357755636,0.861159826871161,0.835645132260089,12.8742826259427,0.848402479565625,0.0039016284956464,0.244509106128407,0.199364314774952,0.175579706960692,0.204094743993166,9.9270833712503,0.201729529384059,"ILF3",0.0131268550196791,"Random hit",""
"66","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",0.0137091120788102,0.366485793800334,0.287714440732705,0.260976099976605,0.36078718875079,1.92707207781781,0.324250814741748,0.0248109999545497,0.659949702655846,0.637069443664897,0.686897256148751,0.70219030634728,1.36237573707261,0.673423479402298,"TIAL1",0.01926005601668,"Background",""
"67","H7C463","MICOS complex subunit MIC60 (Fragment) OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1",0.0376582222786154,0.953972535101322,0.90714304601346,0.953091021689506,0.943248598359557,22.0198851703538,0.948169810024531,0.00154460553782682,0.0455622635648533,0.0341602445585569,0.040059296493909,0.0269914689131878,26.7052841224042,0.0371097705262329,"IMMT",0.0196014139082211,"Random hit",""
"68","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",0.0125533988056503,0.670384501890526,0.695972997939589,0.464945085873848,0.543016238398484,0.0611603402963503,0.606700370144505,0.00364617695746249,0.464143610228322,0.600351171208409,0.291082422728078,0.722171065037003,-0.848900460090347,0.532247390718366,"TIA1",0.00809978788155638,"Background",""
"69","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",0.0067779623803455,0.485676673396005,0.40499899898694,0.372390977889224,0.301544216467846,0.0235500716063486,0.388694988438082,0.00354405137595497,0.488557645344553,0.327625039266104,0.514879076716935,0.622687712423019,-0.770982178154431,0.501718361030744,"HNRNPK",0.00516100687815024,"Background",""
"70","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",0.0159893395288374,0.38345552796163,0.37383087889436,0.509957134686103,0.506641342985389,-0.656370597466118,0.445048435473509,0.00487540807636214,0.471602807926367,0.421098703867978,0.389579583107933,0.422625631528531,-0.0894111293737474,0.421862167698254,"HNRNPC",0.0104323738025998,"Background",""
