"Accession","Description","Control.a.buffer19","Control.b.buffer19","Control.c.buffer19","Control.d.buffer19","Sample.a.buffer19","Sample.b.buffer19","Sample.c.buffer19","Sample.d.buffer19","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"11","P05783","Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",94673302.0429688,112921074.609375,40123722.5195313,253836752.453125,125150672.050781,115391017.28125,91520178.9609375,175365388.966797,0.569322215953603,0.505409136790394,0.69521016873323,0.408584608610383,0.537365676371999,120270844.666016,103797188.326172,-0.798714075437839
"12","P02533","Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",23338717.109375,26434288.3339844,13990684.2109375,62358721.5234375,75370523.5957031,417798349.210938,779667504.585938,183485108.091553,0.763560970151659,0.940494492975404,0.982371902150791,0.74634823407569,0.852027731563531,300641728.651245,24886502.7216797,11.3321476864882
"13","H0YFD6","Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",18506315.28125,17448254.90625,13153139.7049561,15311651.09375,192209427.195313,229237864.621094,159691899.470703,143599777.648438,0.912174026184549,0.929269409484079,0.923902127780544,0.90364663375728,0.918038076982546,175950663.333008,16379953,16.5005177986403
"14","P08727","Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",51984065.40625,58043964.5,19871737.5917969,150960635.03125,58763897.390625,111816848.5,147771332.237305,95282058.9375,0.530609285322973,0.658285136666572,0.881464007954194,0.386943699331002,0.594447210994772,103549453.71875,55014014.953125,-0.0927250494561287
"15","P13647","Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",5070696.34765625,5793258.734375,9463686.6484375,5584449.1953125,91807195.2226563,367252381.171875,561074878.140625,156827750.277344,0.947658890326117,0.984470375432264,0.98341271347374,0.965615580520152,0.974514146996946,262040065.724609,5688853.96484375,21.8842360039105
"16","P08779","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",1034020.1875,2751527.625,2626766.734375,1317318.234375,5373834.44335938,185647095.390625,160999179.65625,45619145.0332031,0.838632389923408,0.985395181870454,0.983946514643197,0.971934011583592,0.977940263113394,103309162.344727,1972042.484375,19.2168051170405
"17","A0A087WXI5","Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=1",9351605.05078125,13567615.6875,19739904.4785156,15794857.8935547,443074878.111816,480336590.792969,443825546.255859,462265288.456055,0.97933011130248,0.972529864071857,0.957417222428367,0.966960521570012,0.969745192820935,453045417.355957,14681236.7905274,21.7519226054233
"18","P14923","Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3",2317712.8046875,1790264.0234375,3139400.39453125,7242800.80273438,25440598.2148438,49667305.953125,85620138.1445313,34726081.1445313,0.916503824636279,0.965208927972057,0.964630275841851,0.827424499612951,0.940567050239065,42196693.5488282,2728556.59960938,16.6064659033217
"19","P08729","Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",36911175.515625,49834477.4765625,18180959.5625,109171900.433594,43342246.8828125,127973225.5,363109311.5,100567238.371094,0.54006727174362,0.719728242127219,0.952317273892572,0.479487228488831,0.62989775693542,114270231.935547,43372826.4960938,1.24792562012877
"20","P04259","Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",5414431.984375,7734461.9140625,6260568.109375,9011433.49414063,6781637.54492188,166517543.359375,125609605.640625,52600900.6640625,0.556051072735468,0.955613354911322,0.952524760290043,0.853739780885402,0.903132270587722,89105253.1523438,6997515.01171875,9.1396135310157
"21","P02538","Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",686388.4296875,1423730.46875,3032193.5,244840.046875,2287462.90625,55015553.28125,44483238.71875,13335905.96875,0.769192083883669,0.974774122310686,0.93618508012217,0.981971531858905,0.955479601216428,28909572.34375,1055059.44921875,16.3204882183726
"22","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",48505320.9296875,53078320.9335938,34331734.4453125,60832689.578125,35054375.0625,33582702.8828125,28591603.28125,48551266.7890625,0.419512955932456,0.387517956791722,0.454387899851986,0.443860950010642,0.431686952971549,34318538.9726562,50791820.9316407,-0.104007481882393
"23","P11717","Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3",48771389.0859375,41181259.6796875,32960185.4375,40651594.390625,15692875.15625,14366851.7421875,7551530.8125,11874499.9296875,0.243435263563903,0.258637987402931,0.18640362619789,0.22606858711548,0.234751925339692,13120675.8359375,40916427.0351562,7.90308442034288
"24","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",38762365.203125,37207932.90625,24595116.96875,47032203.90625,40023856.140625,41523888.5,28357496.09375,52932007.375,0.508005783980907,0.527409219783447,0.535525906158392,0.529509578443784,0.528459399113615,40773872.3203125,37985149.0546875,-0.846727255095681
"25","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",86879782.5546875,83830912.0390625,69790753.796875,75729552.6796875,78493175.046875,77754459.1953125,63093000.890625,66267254.1210938,0.474643352729959,0.48119739182659,0.474798451014569,0.466681298080635,0.474720901872264,72010856.6582032,79780232.359375,-0.677333709168789
"26","P35658","Nuclear pore complex protein Nup214 OS=Homo sapiens OX=9606 GN=NUP214 PE=1 SV=2",19741567.4765625,13153800.3125,9646558.0703125,10566078.390625,13940110.0390625,11905520.7265625,8141461.984375,12700143.421875,0.413878139905462,0.475093507441968,0.457693546518662,0.545861873243714,0.466393526980315,12302832.0742188,11859939.3515625,-0.66814916658651
"27","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",91349417.21875,91247394.3828125,62917907.65625,78546460.671875,88855350.125,87599804.4375,63598428.015625,75547450.03125,0.493079908121985,0.48980249629468,0.502689456487026,0.49026888659344,0.491674397357712,81573627.234375,84896927.5273438,-0.793727078001548
"28","P04406","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",16175278.328125,16002158.5253906,12800205.09375,30878042.8125,22810792.3125,47307289.34375,23456796.7578125,31181115.5,0.585101087072116,0.747239013070107,0.646959085415984,0.502441804688793,0.61603008624405,27318956.1289062,16088718.4267578,0.0153514391584872
"29","Q04695","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",289394.1015625,778145.75,236041.78125,957915.6640625,2876299.375,24406645.765625,14253781.59375,3668629.1015625,0.908584294814057,0.969102553439157,0.983709823429784,0.792952254308709,0.938843424126607,8961205.34765625,533769.92578125,16.1419897197364
"30","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2",23925172.7148438,22465178.0761719,17541444.6660156,24126464.9179688,19541710.203125,20686996.5820313,17409419.4140625,21496545.9023438,0.449576985771083,0.479396386065997,0.498111273420156,0.471177713084489,0.475287049575243,20114353.3925781,23195175.3955078,-0.679125551778826
"31","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",3221894.09375,2539084,3687824.5,3903677.53125,792792.59375,1941852.921875,11365749.71875,8813045.5625,0.19747309203939,0.433358682733354,0.755020007447359,0.69302803069066,0.563193356712007,5377449.2421875,3454859.296875,-0.84896513678921
"32","E9PDC3","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",485871.8984375,4085232.328125,2206587.4765625,761001.51953125,11799776.1171875,34634421.5546875,29505468.6328125,19577925.265625,0.960452074011923,0.89449202359894,0.930418025594053,0.962583988448857,0.945435049802988,24541696.9492188,1483794.49804688,18.419676922846
"33","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",9989904.99609375,11260635.390625,9697350.1875,7940319.5625,9148508.16210938,10088008.4921875,8732803.28125,9188864.3984375,0.478018113961979,0.472536267294674,0.473832369114954,0.536444959631024,0.475925241538466,9168686.28027344,9843627.59179688,-0.776518153067913
"34","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",18891958.7851563,5369103.6875,2400517.18554688,8619254.24609375,20088680.3046875,9634869.64453125,151357722.59375,12242793.125,0.51535020394064,0.642154543420991,0.98438771678843,0.586845236578434,0.614499889999712,16165736.7148438,6994178.96679688,1.5339524222788
"35","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",6070727.98046875,6970742.171875,5142585.6015625,9608191.18359375,10313459.0898438,11062274.7460938,5812314.5625,16639358.2890625,0.62947639974957,0.613445592405058,0.530567552004469,0.633939496195513,0.621460996077314,10687866.9179688,6520735.07617188,-0.282088083658058
"36","P68363","Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1",16290407.5,15385689.6484375,11271050.5234375,36889086.4765625,17960835.8046875,21080905.6875,13901110.234375,32511314.734375,0.524384929472894,0.578088124029636,0.552241437202033,0.468460040102062,0.538313183337464,19520870.7460938,15838048.5742188,-0.839211809769837
"37","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",2734619.5234375,3428195.73046875,338216.03515625,1450719.16992188,14813876.7304688,24350031.078125,20580050.8867188,23823416.1484375,0.844167871487634,0.876586948688598,0.983831546063572,0.94260064086671,0.909593794777654,22201733.5175781,2092669.34667969,15.9806704217899
"38","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",29326566.2578125,26612850.7070313,20421869.765625,44335927.90625,31627375.9648438,24602935.4570313,25414587.40625,49991432.96875,0.518873346194958,0.480377971319609,0.554462298666579,0.529978073223073,0.524425709709015,28520981.6855469,27969708.4824219,-0.848878995136621
"39","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",1083883526.3125,797857617.78125,755340546.546875,839518081.28125,7499074.8671875,72762352.5703125,60263162.4765625,13374444.6386719,0.00687116952302673,0.0835753314283964,0.0738877984612387,0.0156812778072435,0.0447845381342411,36818803.5576172,818687849.53125,24.6016717848148
"40","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",24151449.796875,20517272.125,20097889.515625,19047339.8984375,18814551.734375,19630072.0078125,13326627.96875,18553759.609375,0.437893940879996,0.488950699774155,0.398708163101526,0.493436624254034,0.463422320327076,18684155.671875,20307580.8203125,-0.494786141215202
"41","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",8637957.7734375,11215068.0507813,22926417.9101563,17561539.921875,11549845.6171875,14523221.6171875,12419799.7734375,18635914.5234375,0.572119977280496,0.564265217484967,0.351375637546708,0.514840471768335,0.539552844626651,13471510.6953125,14388303.9863282,-0.818630998266324
"42","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",4744960,4419317.28125,4337390.546875,6778904.1796875,2952098.59375,3971169.3984375,1860541.71875,5951860.80859375,0.383535938799673,0.473294285544996,0.300187488183591,0.467517923241257,0.425526931020465,3461633.99609375,4582138.640625,0.270248727860819
"43","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",607178.6875,434135.5,246134.25,1537438.46875,1308247.1328125,1246466.1953125,1026088.890625,1829802.125,0.683005898186681,0.741678530248493,0.806532170229915,0.543412944235803,0.712342214217587,1277356.6640625,520657.09375,1.92571244220486
"44","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",7564012.6328125,7117379.4375,5278864.8125,10347097.96875,34791368.171875,35286509.84375,30720716.390625,42561574.6171875,0.821415544162092,0.832152673772612,0.85336316045694,0.804434746459692,0.826784108967352,35038939.0078125,7340696.03515625,9.05946905012026
"45","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",5701430.17578125,3721237.8984375,4501988.3828125,7140528.84375,12002070.15625,13230967.65625,4551635.703125,15864435.8125,0.677948989247875,0.780486504459089,0.502741847896558,0.689609223467768,0.683779106357821,12616518.90625,5101709.27929688,0.96423736103806
"46","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",9491925.75,12410109.5546875,6624002.484375,12635674.90625,9882386.015625,18768974.1640625,15491785.5,12888924.2109375,0.510076751895718,0.601973243773533,0.700485350598635,0.504960887015792,0.556024997834626,14190354.8554688,10951017.6523438,-0.554628856577603
"47","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",7735212.3125,14967471.875,6863348.51171875,13684359.640625,8126736.828125,9388953.109375,6419439.82421875,17096700.4765625,0.512341626875547,0.385481576848743,0.483290079000244,0.555429228605939,0.497815852937895,8757844.96875,10709785.9765625,-0.743693953412638
"48","Q08211","ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4",4500132.8046875,6817288.69140625,7376253.1953125,11301261.5742188,8583800.9921875,10447954.5507813,8723602.953125,14227397.6328125,0.656056590124117,0.605143779570494,0.541843534047454,0.557310805766637,0.581227292668566,9585778.75195315,7096770.94335938,-0.436347967887719
"49","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",10043538.2578125,9272165.578125,6250294.765625,22391012.640625,13804281.8242188,16211108.6796875,9057680.796875,25317876.5390625,0.578848791073359,0.636147008256508,0.591696841943204,0.53067419875795,0.585272816508282,15007695.2519532,9657851.91796875,-0.502270201320856
"50","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",0,731480.6875,0,0,918245.3828125,1475606.25,3253116.109375,2713984.078125,1,0.6685764049111,1,1,1,2094795.1640625,0,16.4412579930454
"51","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",2776736.1875,2543509.6015625,2071063.75,6945001.6171875,7055314.0859375,7868993.09375,5632208.453125,8991205.75,0.717583198796115,0.755725431628696,0.731144934855109,0.56419984647745,0.724364066825612,7462153.58984375,2660122.89453125,1.8752344415655
"52","P06733","Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2",2162965.140625,2413417.1171875,1032927.3125,6821383.078125,9844539.6015625,13844027.984375,5183121.15625,12875666.8203125,0.819865560158758,0.851550037406828,0.833828948134358,0.653685038455118,0.826847254146558,11360103.2109375,2288191.12890625,6.52747510747689
"53","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",6652609.37890625,9010094.2265625,6263578.8359375,11758436.3085938,6876747.3515625,10884842.8164063,7540950.16015625,13895758.9453125,0.508283393553793,0.547116223232945,0.546266385639822,0.541656396070215,0.543961390855018,9212896.48828128,7831351.80273438,-0.828106978342698
"54","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",4607085.6328125,4092209.8046875,2221447.1015625,7283103.1484375,10854729.34375,12184853.3671875,7099505.3125,15924243.953125,0.70203461625973,0.748590408387774,0.761671661555636,0.686172524736912,0.725312512323752,11519791.3554688,4349647.71875,3.13851032457482
"55","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",11779496.8125,14059552.71875,13527866.0546875,14949774.828125,10424425.2294922,13297509.8828125,10886851.4609375,12890409.796875,0.469485760658746,0.486072283288668,0.445913472231252,0.463014522730558,0.466250141694652,11888630.6289062,13793709.3867188,-0.609054211037052
"56","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",10703519.2578125,8314829.65625,5098681.1484375,13365009.5,3739823.703125,2936514.1484375,2621365.99609375,7666272.046875,0.258930616910467,0.260992304511582,0.339553107256694,0.364517589182011,0.300272705884138,3338168.92578125,9509174.45703125,3.54463522840971
"57","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",11097149.109375,12811307.34375,9316911.609375,21057434.390625,11461470.015625,14175662.96875,10170253.4375,17186274.53125,0.50807498243202,0.52527804361144,0.521894971025091,0.449388278902511,0.514984976728555,12818566.4921875,11954228.2265625,-0.820191258189104
"58","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",8664924.171875,7171738.171875,5468944.53125,8127747.65625,14338924.3203125,21531757.8359375,14361132.0507813,15314996.828125,0.623327193499046,0.750144088025967,0.724209611161785,0.653293680623986,0.688751645892886,14838064.4394532,7649742.9140625,1.72598187814554
"59","P02768","Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2",0,61571.65625,0,0,76764186.4375,100514603.070313,68106964.4375,74998421.9335938,1,0.999387810717425,1,1,1,75881304.1855469,0,25.1890312574724
"60","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",10137217.6875,7727707.453125,2361668.5625,20863009.671875,15548370.234375,13565417.625,3942587.40625,28853409.109375,0.605334410941527,0.637079694747866,0.625385045561805,0.580359764775671,0.615359728251666,14556893.9296875,8932462.5703125,-0.127046721241604
"61","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",7765214.76953125,4403703.7265625,1908281.84375,9733355.08984375,16366786.3515625,21047368.9023438,9098918.375,16515041.921875,0.6782191940666,0.8269737472062,0.826633312211458,0.629182875986742,0.752426253139029,16440914.1367188,6084459.24804688,3.84277562926853
"62","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",10475176.625,11790419.0078125,11221497,10969110.1796875,7826588.828125,7889887.64453125,7890431.28125,9598067.15625,0.427641193860269,0.400902678190313,0.412853751078116,0.466669149561864,0.420247472469193,7890159.46289062,11095303.5898438,-0.115451158424805
"63","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",20092766.734375,25307892.0234375,21263815.21875,32944511.6328125,23684778.9140625,27623795.8203125,25090494.21875,38418696.265625,0.541025737355558,0.521876345637337,0.541276410396746,0.538354390126375,0.539690063740966,26357145.0195312,23285853.6210938,-0.828620262963366
"64","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",11515942.3046875,14647822.0625,10311558.390625,16653132.140625,13141814.84375,16675744.2148438,12114713.078125,19468723.0859375,0.532968784007298,0.532370550249423,0.540201838500274,0.538973509633609,0.535971146820453,14908779.5292969,13081882.1835938,-0.827318214876991
"65","A0A087WY31","YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1",12268482.578125,12831293.78125,10622839.125,10067422.34375,8220434.3671875,8666360.65625,6112000.875,7258713.671875,0.40121370930093,0.403130522050471,0.365226131531583,0.418945901459447,0.4021721156757,7739574.01953125,11445660.8515625,0.466154602451701
"66","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",33938392.8671875,19504736.265625,26280951.546875,27714010.96875,7544505.7578125,10751284.296875,7092070.2578125,14840643.078125,0.181870264805115,0.355343633993969,0.212509082914882,0.348743125999278,0.28062610445708,9147895.02734375,26997481.2578125,5.11028346462041
"67","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",4797555.25,4342386.765625,4409436.328125,6337661.40625,14915999.9375,9074895.46875,33559359.40625,8217313.796875,0.756636730190502,0.67635869248544,0.883866837416365,0.564570786428459,0.716497711337971,11995447.703125,4603495.7890625,2.9501440840347
"68","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",11269331.3359375,12042145.671875,8598623.1328125,23284025.328125,10880464.3789063,13080250.8632813,9088750.296875,23871004.1484375,0.491221883893706,0.52066095067709,0.51385528399711,0.5062239259187,0.510039604957905,11980357.6210938,11655738.5039062,-0.837367189333293
"69","P19474","E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1",23074800.5019531,17544586.1132813,17491507.1367188,17883704.0859375,5223285.96289063,4843830.10742188,3896629.78710938,5004375.953125,0.184580889219482,0.216354299458783,0.182186499038549,0.218645510876586,0.200467594339132,4924103.03027344,17714145.0996094,9.89758062900472
"70","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",14428350.203125,14287254.125,11784636.546875,21571377.78125,14456787.59375,13007298.015625,11423301.109375,21938305.03125,0.500492249523353,0.476552901421857,0.492215261802836,0.504216616006846,0.496353755663095,13732042.8046875,14357802.1640625,-0.79117269944881
"71","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",19007529.9257813,2664514.203125,16862263.9492188,5414109.2109375,21689512.6640625,23255052.0234375,20256228.640625,25273075.9296875,0.532950585197443,0.89720066378293,0.545717975793215,0.823571005743043,0.684644490768129,22472282.34375,11138186.5800781,2.14029680568924
"72","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",0,0,182136.5,90249.671875,3207024.69921875,18151494.3789063,14627218.671875,7492517.87890625,1,1,0.987701253843523,0.988098056379731,0.994049028189866,11059868.2753906,45124.8359375,24.5125672373717
"73","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",11429679.296875,9712288.09375,8352124.578125,16343323.875,13545111.25,13732566.453125,11842917.21875,17923711.5625,0.542351345232597,0.585739033938917,0.586426972415704,0.523059883461213,0.564045189585757,13638838.8515625,10570983.6953125,-0.720165495810635
"74","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",851891.82421875,3370438.70703125,1903061.9765625,1788773.72265625,9360676.62109375,13444150.2148438,11377321.1757813,10244354.0664063,0.916583978968605,0.799552714449863,0.856701274749996,0.851345904904114,0.854023589827055,10810837.6210938,1845917.84960938,11.1778674481047
"75","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",11053461.0390625,14591128.9609375,8603939.5546875,21605291.859375,16174119.2109375,18382615.65625,13984513.5625,26550425.125,0.594034396829571,0.557492510167259,0.61910009906164,0.551345235574309,0.575763453498415,17278367.4335938,12822295,-0.543049222825487
"76","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",13273190.65625,11657112.5585938,10510125.53125,22456289.8515625,12176702.046875,11532485.6015625,16276397.609375,23593813.984375,0.478457893277476,0.497312869413032,0.607633828546038,0.512350939933438,0.504831904673235,14226549.828125,12465151.6074219,-0.847620655615992
