"Accession","Description","Control.a.buffer3","Control.b.buffer3","Control.c.buffer3","Control.d.buffer3","Sample.a.buffer3","Sample.b.buffer3","Sample.c.buffer3","Sample.d.buffer3","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"19","P08729","Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",50883565.4921875,61938043.5117188,88568324.5546875,61183500.296875,55809340.703125,125719920.304688,76016273.265625,79571121.4609375,0.523083892765656,0.669941833258325,0.461867478927869,0.56531800140709,0.544200947086373,77793697.3632812,61560771.9042969,-0.724014096617707
"20","P04259","Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",6182420.8203125,11575558.1328125,11763416.453125,7679147.5859375,6921663.640625,40112750.046875,44484826.875,23910319.4765625,0.528206580265723,0.776050744540301,0.790866065194198,0.756907972814348,0.766479358677325,32011534.7617188,9627352.859375,2.9353808540538
"21","P02538","Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",1085077.625,997016.53125,1509997.53125,753648.375,4330345.671875,12056929.65625,19784561.875,3619414.796875,0.799631983408176,0.923623361324661,0.929089984796454,0.827661219291999,0.87564229030833,8193637.6640625,1041047.078125,13.1553327512322
"22","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",20426683.8046875,35144726.6171875,38490430.4042969,34771881.9492188,18413274.3828125,21344780.4179688,24361136.9414063,18985085.3007813,0.474080695296384,0.37785389779884,0.387597922696382,0.353165110905345,0.382725910247611,20164932.859375,34958304.2832032,0.429489601474772
"23","P11717","Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3",765505.375,865405.96875,1050407.4921875,746444.375,633657.67578125,788452.7265625,923799.220703125,689926.703125,0.452883368687756,0.476735242736998,0.467934393430616,0.480326228808235,0.472334818083807,739189.71484375,815455.671875,-0.655055572504282
"24","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",21217151.7109375,26519974.484375,30955276.5859375,20982920.625,26036072.40625,30040201.2578125,35518552.4179688,24054685.3671875,0.550990390447873,0.531119305476378,0.534323852713247,0.534102220516787,0.534213036615017,28038136.8320312,23868563.0976562,-0.812206911154738
"25","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",1226369.53125,2232316.90625,1456090.21875,995602.91015625,1392514.1953125,5476784.98046875,1153988.78125,3337844.0703125,0.531720511754178,0.710431002332991,0.442127913082324,0.770251507715792,0.621075757043584,2365179.1328125,1341229.875,-0.0184864864212417
"26","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",35955000.78125,39621512.1171875,41111821.65625,32037149.59375,49928934.25,55232790.25,60345571.6328125,47005891.15625,0.581353593449493,0.582290827844478,0.594787325758329,0.594687283159081,0.588489055501779,52580862.25,37788256.4492188,-0.404008909944775
"27","P04406","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",18564654.125,28089171.171875,92518472.9609375,15555694.546875,17489755.109375,23603277.484375,25884816.109375,16994896.8125,0.485093376393474,0.456609777597007,0.218615684687641,0.522107160047194,0.47085157699524,20546516.296875,23326912.6484375,-0.0260218871845899
"28","Q04695","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",647996,361387.03125,597634.09765625,662590.41796875,2045706.98046875,8681825.3203125,26418815.25,1930731.546875,0.759440441392971,0.960037759017396,0.97787888075277,0.744501289484635,0.859739100205184,5363766.15039062,622815.048828125,12.3217593510607
"29","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2",1692385.21484375,982643.55078125,1535617.9140625,1143190.0703125,1529077.9921875,955395.9375,1935267.53125,915563.69921875,0.474653253481242,0.492970315247443,0.557571709508194,0.444717436717656,0.483811784364342,1242236.96484375,1339403.9921875,-0.797963944465282
"30","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",1782627.1171875,2237710.25,1486051.8046875,1164099.625,6133130.3671875,4243780.2265625,2367927.234375,547750.8515625,0.774800185489987,0.65475375485134,0.614411030878624,0.319975873513449,0.634582392864982,3305853.73046875,1634339.4609375,-0.37062958799786
"31","E9PDC3","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",7049878.6796875,12723267.7148438,8430153.5234375,6469426.140625,40923321.953125,58850473.4765625,43723057.3046875,36051875.0703125,0.853045479836808,0.822235536342601,0.83835791910838,0.847854464553382,0.843106191830881,42323189.6289062,7740016.1015625,10.7037588406802
"32","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",34101017.828125,38288808.875,29380975.140625,20716693.65625,30882138.375,34990281.7578125,27339494.25,22420391.609375,0.475232970809671,0.47749339485041,0.482004019778419,0.519747485749607,0.479748707314414,29110816.3125,31740996.484375,-0.780493984310114
"33","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",13621501.34375,17853027.34375,22395970.25,17514641.78125,16582280.4609375,22014038.1015625,24387898.96875,19639935.7011719,0.549013384090995,0.552186067764636,0.521288627383898,0.528600700962451,0.538807042526723,20826986.9013672,17683834.5625,-0.811714668465901
"34","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",6074164.41015625,7447762.65234375,5692252.1328125,4367957.6171875,13713779.8320313,13586467.3359375,11822135.9296875,8253524.4609375,0.693037117155089,0.645921782898965,0.674995659996814,0.653926726659316,0.664461193328065,12704301.6328125,5883208.27148438,1.26099232809743
"35","P68363","Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1",20762335.8125,23722173.6074219,27783120.6171875,20586291.03125,22363213.484375,27972371.25,31321129.9296875,24232988.078125,0.518560664130381,0.541108763548461,0.529930244269776,0.540682236744323,0.53530624050705,26102679.6640625,22242254.709961,-0.827985455896034
"36","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",6446077.82226563,9805375.65625,4616970.29296875,2959757.3203125,17786486.9667969,20820981.7519531,18919320.4980469,14956213.4921875,0.733991103361247,0.67983865904916,0.803836112751838,0.834797826403721,0.768913608056542,18352903.7324219,5531524.05761719,5.44088261774896
"37","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",11306629.28125,14365938.8125,12445301.1816406,11725637.3076172,15070196.8696289,17509364.296875,14930950.1943359,15091015.2578125,0.571342313264886,0.549308166162198,0.545397906721381,0.562747912737881,0.55602803945004,15080606.0637207,12085469.2446289,-0.709347181362528
"38","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",766501791.4375,881576301.453125,809687147.09375,806694267.15625,7979425.8125,18521386.2773438,9209688.00390625,10048420.4511719,0.0103029300579207,0.0205770846096096,0.0112464569518186,0.0123030430558343,0.0117747500038264,9629054.22753907,808190707.125,29.1999615294676
"39","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",586615.836914063,1043193.46679688,596440.1484375,883558.796875,2945312.9375,3349015.5625,5073746.125,3548323.15625,0.833910626634485,0.762490022710992,0.894811189672625,0.800635755595434,0.817273191114959,3448669.359375,739999.47265625,9.36861138076117
"40","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",4735696,7155535.5234375,6970466.8046875,4783359.5859375,6223044.8828125,8718424.7890625,8331437.01171875,7502967.29296875,0.567861303534662,0.549228082811644,0.544470616968983,0.610676190444697,0.558544693173153,7917202.15234375,5876913.1953125,-0.622953994570402
"41","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",2552934.8359375,2876687.375,4676093.3515625,3298854.5234375,2842275.5703125,3268487.3515625,5044198.578125,3606558.0234375,0.52681459225759,0.531878668548589,0.518934885352478,0.522279878132643,0.524547235195117,3437522.6875,3087770.94921875,-0.843395960440545
"42","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",591594.234375,970452.109375,996811.03125,782706.0703125,865707.8125,1525121.890625,1664657.40625,1394704.390625,0.594048306153416,0.6111307020449,0.625465770247369,0.640533521651448,0.618298236146135,1459913.140625,876579.08984375,0.0598372537068266
"43","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",5520269.8515625,10168987.75,9693552.0546875,13693304.828125,32065859.28125,39520756.328125,36365904.9140625,25267354.140625,0.853130131276452,0.795350369806458,0.789542632661425,0.648535081526514,0.792446501233942,34215882.0976562,9931269.90234375,5.93579072125447
"44","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",3300626.046875,3685686.828125,2012867.9140625,2599737.44921875,7352103.57421875,8279419.984375,8270701.53515625,5878292.703125,0.690161473699723,0.69196373372325,0.804263692290675,0.693355956218196,0.692659844970723,7811402.5546875,2950181.74804688,3.24380137555789
"45","F5H5D3","Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1",0,0,134618.984375,0,0,114035.8671875,539745.40625,267475.84375,NA,1,0.80037649341147,1,1,190755.85546875,0,13.6945244487918
"46","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",30120.41796875,160323.98828125,62543.484375,40082.19140625,2552330.375,2616482.4453125,2708338.31054688,10554164.7792969,0.98833649878218,0.942263174580103,0.977428310190055,0.996216607795052,0.982882404486118,2662410.37792969,51312.837890625,23.8816531627345
"47","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",10177836.28125,15260903.8125,12514513.8320313,10085505.4375,11305325.46875,15894552.4296875,14476692.3320313,11512356.6835938,0.526241230239306,0.510169143604604,0.536348477501768,0.533032233424165,0.529636731831735,12994524.5078126,11346175.0566407,-0.84118216516177
"48","Q08211","ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4",3968963.66015625,4616022.87890625,5020325.375,4164417.69921875,4783336.875,5924495.80078125,8118967.83203125,4784459.046875,0.546523380428527,0.562068716048886,0.617915111878814,0.534643529308128,0.554296048238706,5354477.42382812,4390220.2890625,-0.647040370803236
"49","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",7529210.125,11700169.421875,9486747.18359375,11457413.421875,13632619.4042969,16371166.5,18299982.1875,14673166.5,0.644207977643124,0.583198695835581,0.658587124202436,0.561532371033085,0.613703336739353,15522166.5,10472080.3027344,-0.0476675494388568
"50","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",1141435.2734375,720330.28125,542565.0234375,735080.62890625,4600147.67675781,3967173.265625,606817.0390625,2386089.7421875,0.801198505126766,0.846329656277227,0.527950677899587,0.764485580244485,0.782842042685626,3176631.50390625,727705.455078125,3.94062320080987
"51","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",2047560.359375,2401988.078125,2928648.15625,2754103.109375,5798037.703125,8832156.046875,8066959.875,5915898.328125,0.739017938076406,0.786188600448902,0.733652914152027,0.682341101183353,0.736335426114217,6991429.1015625,2578045.59375,3.96561818659496
"52","P06733","Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2",1765079.1328125,2233151.953125,3482702.0625,2533527.9140625,6859351.8203125,7403567.0390625,10986425.109375,9191534.2734375,0.795339641257962,0.768266361721721,0.759301164394377,0.783922006250553,0.776094183986137,8297550.65625,2383339.93359375,6.24681393544462
"53","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",4601747.5859375,5955684.39453125,6378643.1484375,6880797.90332031,4992599.6640625,6855575.58007813,6914400.77246094,8039354.79492188,0.52036887283421,0.535121103908998,0.52015180372575,0.538825235740988,0.527744988371604,6884988.17626953,6167163.77148438,-0.837241936232866
"54","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",2937040.703125,3095019.921875,3891944.21484375,3272006.88671875,17885686.625,12168759.8515625,10700722.9375,7586158.640625,0.858950239474251,0.797231094275807,0.733294525653684,0.698659328918963,0.765262809964745,11434741.3945312,3183513.40429688,5.96120407488551
"55","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",1350961.3828125,1708837.875,1210637.953125,1135888.36328125,1395449.43945313,2139290.484375,933550.3671875,1112097.19921875,0.508099308428287,0.555930126177614,0.435386368978748,0.494708336997494,0.50140382271289,1253773.31933594,1280799.66796875,-0.820150307646866
"56","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",4573649.7578125,5792704.84375,6931539.15625,6607650.9453125,3035504.7890625,3022405.2734375,5756759.5625,5075799.25,0.398927997895528,0.342866422909963,0.45370618158548,0.434443521831972,0.41668575986375,4055652.01953125,6200177.89453125,0.227484158528219
"57","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",5661891.859375,7127441.296875,8141621.8515625,7343575.5390625,6309253.203125,8589800.8125,9006596.7109375,6274645.125,0.52703840528079,0.54652086878374,0.52522054568591,0.46075366817622,0.52612947548335,7449527.0078125,7235508.41796875,-0.848621367269865
"58","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",4466347.5625,7772601.671875,10469552.8671875,6342093.2578125,11479514.9453125,12420622.5078125,13687597.84375,11045515.234375,0.719905551655687,0.615088625634459,0.566606468102745,0.635252124484969,0.625170375059714,11950068.7265625,7057347.46484375,0.397522851906499
"59","P02768","Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2",0,0,0,0,56239024.7929688,63032082.90625,54780576.9257813,52165869.171875,1,1,1,1,1,55509800.8593751,0,26.7065969580823
"60","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",4867291.46875,6818863.265625,10739813.921875,8608938.921875,6909869.359375,11848088.203125,15437498.296875,13728014.125,0.58671775483218,0.634709326959984,0.589728164903714,0.61458758928271,0.602157877093212,12788051.1640625,7713901.09375,-0.139864729652008
"61","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",5141633.4375,5069031.0390625,7825430.5859375,4978789.78125,9250994.41796875,10999130.953125,15507008.4296875,10738577.1523438,0.642759231383424,0.684529503652807,0.664611548724201,0.683230034503521,0.673920791613861,10868854.0527344,5105332.23828125,1.31650847971843
"62","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",1423425.3515625,1731637.296875,3153454.3359375,1477410.2109375,2443253.70703125,1933779.3671875,2256322.328125,1229420.234375,0.631873933679881,0.527574228094502,0.417082343364357,0.454191815562007,0.490883021828255,2095050.84765625,1604523.75390625,-0.841723578761627
"63","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",13070242.9023438,16230911.3222656,17125326.46875,15287929.2265625,12457125.9335938,16935676.3085938,15736635.59375,16497777.609375,0.487990987776875,0.510624623102204,0.478870846598282,0.51903132733617,0.499307805439539,16117206.6015625,15759420.2744141,-0.8219945643987
"64","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",9328452.890625,9472766.890625,10716004.953125,8425136.6875,10155954.8828125,11028157.9609375,11733448.3867188,10022901.7265625,0.521234979318068,0.537934656157572,0.522660761894545,0.543304469646067,0.530297709026059,10592056.421875,9400609.890625,-0.83129242370212
"65","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",17937953.046875,22521532.546875,28624867.984375,17076648.1640625,8233216.9296875,11294789.5,12789314.421875,10529875.375,0.314591091535485,0.33400407898717,0.308814847445712,0.381427069587393,0.324297585261327,10912332.4375,20229742.796875,2.37239421309673
"66","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",2384440.46875,2704167.09375,3078863.578125,4422703.109375,4796108.609375,5101518.15625,7923541.6953125,7049643.625,0.66793062162697,0.653564420401143,0.720164500251765,0.614490111589541,0.660747521014057,6075580.890625,2891515.3359375,1.17263079431748
"67","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",4798956.7265625,3195775.2109375,6711031.00195313,5863104.44335938,4840842.54296875,3800880.84375,7797181.09375,5785139.90234375,0.502172546089141,0.543242488131677,0.537432251632114,0.496653378024114,0.519802398860627,5312991.22265625,5331030.58496094,-0.84821076336391
"68","P19474","E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1",15104961.2109375,17008699.421875,15578215.0664063,9879374.578125,3009995.6953125,3976653.73046875,3234722.4765625,2377592.6875,0.166160798001898,0.189496631369514,0.171941381784444,0.193978872258884,0.180719006576979,3122359.0859375,15341588.1386719,11.7549084486411
"69","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",5545250.9296875,8009071.640625,8146695.26171875,6800673.5703125,8645304.53125,10976311.921875,10997377.1015625,8469172.96875,0.609229466390377,0.578145386725578,0.57445338133258,0.554633797208414,0.576299384029079,9810808.2265625,7404872.60546875,-0.512791669202555
"70","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",1148211.46875,1937623.48144531,2425565.23828125,1800011.3125,19557289.3515625,25232998.5234375,26061369.8203125,21412344.6191406,0.944545583383157,0.928686819127766,0.914853414967521,0.922454604875052,0.925570712001409,23322671.571289,1868817.39697265,18.6209931691063
"71","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",0,0,0,0,3529482.71875,12456772.375,2969800.234375,5729312.01855469,1,1,1,1,1,4629397.36865235,0,26.7065969580823
"72","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",4217342.1796875,4620011.21875,4695623.8046875,2868304.953125,8228494.0625,5422044.484375,6141145.1875,3892611.671875,0.661144329909145,0.539933719217242,0.566695219943076,0.575752059636588,0.571223639789832,5781594.8359375,4418676.69921875,-0.434146188052358
"73","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",2387263.14453125,4456058.55859375,4403594.65917969,1240052.54541016,13370299.5644531,13064485.9619141,13593476.5585938,11597531.7285156,0.848500482681238,0.745666662735401,0.75531603971035,0.903404525419256,0.801908261195794,13217392.7631836,3395428.90185547,8.65788047264914
"74","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",8409896.7109375,10959861.3984375,12879063.125,11105529.046875,13032513.3984375,14840566.921875,18221370.1640625,14878062.3945313,0.60779144377709,0.575206222843639,0.585887984090262,0.572594532518021,0.58054710346695,14859314.6582032,11032695.2226562,-0.440296696096041
"75","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",4467878.1875,5146257.6953125,4093019.390625,6184416.6171875,7318844.35839844,8943379.18554688,7233332.234375,5832899.27050781,0.620939733662031,0.634748734915686,0.63862861350775,0.485374548278305,0.627844234288859,7276088.29638672,4807067.94140625,-0.315282631706207
"76","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",1946422.40234375,1873009.03515625,2479992.58984375,1819819.36132813,3850973.95898438,5834461.359375,6959571.6953125,4517461.4453125,0.664259215511385,0.756987839163778,0.737276794253783,0.712839084008839,0.725057939131311,5175961.40234375,1909715.71875,3.15133717062582
