"Accession","Description","Control.a.buffer25","Control.b.buffer25","Control.c.buffer25","Control.d.buffer25","Sample.a.buffer25","Sample.b.buffer25","Sample.c.buffer25","Sample.d.buffer25","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"11","P05783","Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",174154928.488281,163516170.494141,56858017.7890625,63168092.203125,163606771.291016,140490848.275391,86854793.2695313,137520429.707031,0.484385208263463,0.462130278583789,0.604363609825427,0.685243124011826,0.544374409044445,139005638.991211,113342131.348633,-0.722804701113725
"12","P02533","Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",40234184.5439453,33841333.939209,16783575.5410156,16379617.2714844,216233146.135254,265068895.766602,371736467.678223,228432688.651123,0.843121599786633,0.886784289809968,0.956801262035419,0.933093162086948,0.909938725948458,246750792.208862,25312454.7401123,15.7533455446304
"13","H0YFD6","Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",522858.99609375,1383343.125,433727.640625,353022.044921875,149246363.59375,159053734.726563,145826064.125,144423904.789063,0.996508902249392,0.991377659431819,0.99703453946304,0.997561613907396,0.996771720856216,147536213.859375,478293.318359375,25.3398737816164
"14","P08727","Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",106120071.609375,91104747.5869141,28144132.9296875,39775314.8242188,147096925.091797,150014751.0625,236580412.477539,93646310.7802734,0.580912525652415,0.622159352117019,0.893685215753631,0.701882549818973,0.662020950967996,148555838.077148,65440031.2055665,2.20277497006061
"15","P13647","Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",5420559.47265625,5448417.42578125,4599459.390625,5067213.7734375,157806654.142578,199176641.382813,316387559.859375,138063958.960938,0.966791325094639,0.973373654930124,0.985670886625348,0.964597413151632,0.970082490012382,178491647.762695,5243886.62304688,22.7091162794215
"16","P08779","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",1234238.0625,562921.91796875,257610.546875,1117026.89453125,77970514.3242188,39071273.0957031,11177408.8320313,56171137.2988281,0.984417121128366,0.985797064434523,0.977471787468047,0.980501611279407,0.982459366203887,47621205.1972656,839974.40625,23.7721081627557
"17","A0A087WXI5","Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=1",9909515.02832031,4093985.06542969,34538470.0751953,11522451.2988281,134573365.249512,160212881.179688,145380062.487793,137472591.371582,0.931413915549961,0.975083298957682,0.808032726905976,0.922665539119199,0.92703972733458,141426326.929688,10715983.1635742,16.1597482814549
"18","P14923","Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3",9802834.37890625,12166967.6884766,2982548.58984375,4422418.11425781,18343530.5992432,30574142.0498047,25921771.6464844,19705608.5605469,0.651719346831594,0.715333369606471,0.896813051977775,0.816710327211473,0.766021848408972,22813690.1035157,7112626.24658203,5.53125339251366
"19","P08729","Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",58579267.1992188,58994043.171875,21538873.1171875,25211384.7304688,80931134.125,130898108.09375,142015856.714844,55201513.484375,0.580108245383927,0.689328691161369,0.868307855484781,0.686475860338847,0.687902275750108,105914621.109375,41895325.9648438,2.449307280824
"20","P04259","Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",6167669.41796875,8587640.6875,5403519.7890625,5606511.2578125,61443995.078125,67785521.390625,15953943.1953125,44117684.5078125,0.908778027224502,0.887556826850833,0.746996176792361,0.887247824293855,0.887402325572344,52780839.7929688,5887090.33789062,11.6014557846154
"21","P02538","Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",171557.171875,1726586.875,1196391.375,958354.6875,22214739.03125,14543130.3515625,5742693.703125,16764513.03125,0.992336509339537,0.893877265907172,0.827586582160299,0.945925529507502,0.919901397707337,15653821.6914062,1077373.03125,16.6994867755238
"22","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",23275325.4082031,32068552.2124023,28586951.3125,41636956.359375,3283133.25683594,3477760.28271484,1421210.375,1787624.09191895,0.123619118799156,0.0978374418779041,0.0473607943665543,0.0411661799225439,0.0725991181222292,2535378.67437745,30327751.7624511,21.679290326536
"23","P11717","Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3",1141075.63085938,553963.369140625,39554.1015625,0,545750.984375,239647.96484375,397568.8515625,568062.015625,0.323537095897179,0.301971449475882,0.909512641055046,1,0.616524868476113,471659.91796875,296758.735351562,0.276610493954553
"24","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",6999014.7109375,10821360.2226563,5234963.796875,3553222.48632813,10410143.3671875,16364694.1445313,8158375.34375,7000973.06640625,0.597969374536732,0.60195179202918,0.609136770008595,0.663335545700822,0.605544281018888,9284259.35546875,6116989.25390625,-0.0123325964255514
"25","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",2338902.796875,3006509.921875,1929671.625,2306147.73046875,1688833.328125,2403268.5078125,2137851.328125,4777932.7890625,0.419300886580548,0.444245275300735,0.525590476750114,0.674460542322951,0.484917876025424,2270559.91796875,2322525.26367188,-0.847269221081121
"26","P04406","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",15360283.4375,10024643.8828125,8554675.83496094,13370477.3476563,15468100.5078125,18224153.9179688,12109141.53125,9281349.640625,0.501748665621003,0.645130247541535,0.586006995544329,0.40973956076155,0.543877830582666,13788621.0195312,11697560.6152344,-0.829396934722969
"27","Q04695","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",768147.7421875,712229.7734375,290674.96484375,207548.2109375,5568285.328125,12203131.7890625,2829710.03125,7140851.0625,0.878772846858206,0.944854058479828,0.906846441959043,0.971755997025402,0.925850250219436,6354568.1953125,501452.369140625,17.7465685987243
"28","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2",3334890.4375,5288749.87011719,3257474.33203125,5386457.07714844,6933852.96289063,8253303.23925781,5315146.53125,7523652.10644531,0.67523870180911,0.609457308474455,0.620014184228787,0.582772151610183,0.614735746351621,7228752.53466797,4311820.1538086,0.0563031554504505
"29","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",1445486.234375,680245.35546875,1062270,727298.71484375,1912108.609375,2495848.6953125,1577641.28125,551309.2109375,0.56948759405391,0.785823295975311,0.59761147749745,0.431179253484325,0.58354953577568,1744874.9453125,894784.357421875,-0.356823519193137
"30","E9PDC3","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",1544805.34179688,358202.3125,2173950.4921875,563673.453125,9464994.6953125,9748140.3671875,11085022.8828125,10887790.7382813,0.859688156316191,0.964556682486144,0.836039304801191,0.95077717192287,0.905232664119531,10317965.5527344,1054239.39746094,15.5459032879551
"31","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",419672.2109375,705798.5859375,313161.0859375,193823.6796875,861215.28125,1205832.09375,1278385.515625,1702746.4375,0.672358256679684,0.630787163317091,0.803234736808803,0.897803050922826,0.737796496744244,1242108.8046875,366416.6484375,4.49060033111809
"32","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",1612805.01953125,3580669.16015625,482264.85546875,343689.923339844,6972955.74023438,10072134.4257813,8206487.20849609,10073465.9326172,0.812153510369269,0.737733782104332,0.944495498097032,0.967007316767436,0.878324504233151,9139310.81713869,1047534.9375,12.2269156420454
"33","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",3372594.80078125,3034465.875,1057964.015625,1675542.24609375,2746931.11328125,3923365.84765625,3045546.2890625,1783710.02734375,0.448879725628562,0.563877656724709,0.742180733793584,0.515634560983104,0.539756108853906,2896238.70117188,2355004.06054688,-0.659741464198067
"34","P68363","Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1",6835711.53125,9664536.328125,4745835.984375,4960534.8515625,7654749.03125,11809713.40625,7264322.3671875,5746210.7421875,0.528261265280953,0.549947660678713,0.604848175564848,0.536690695774243,0.543319178226478,7459535.69921875,5898123.19140625,-0.748163749001112
"35","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",1571667.12109375,1224768.19726563,1798098.07226563,532528.92578125,3523526.36328125,5172715.03222656,4190884.77734375,3998111.78125,0.691539266190097,0.808554684189012,0.699765700216873,0.882460570101089,0.754160192202943,4094498.27929688,1398217.65917969,5.55852969933235
"36","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",2784305.46875,3891515.015625,2657848.21875,3496402.265625,2096291.625,2155729.328125,1813235.6015625,1460021.51171875,0.429515402466733,0.356481267431009,0.405547217282043,0.294571565569643,0.381014242356526,1954763.61328125,3140353.8671875,1.19053967088379
"37","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",1018254210.65625,721717560.703125,641389452.21875,713840808.824219,19149552.359375,20068391.15625,41182409.671875,14128455.7695313,0.0184591121047308,0.0270541537028926,0.0603341742769848,0.0194080388509477,0.0232310962769201,19608971.7578125,717779184.763672,26.9870541522632
"38","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",395693.8125,1584434.09375,1379319.984375,1399776.265625,5207323.671875,4596478.578125,1480617.9375,3601575.21875,0.929378444096692,0.743656935817966,0.517709816767384,0.720120397456944,0.731888666637455,4099026.8984375,1389548.125,3.35541712149046
"39","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",3183765.3515625,1418877.4140625,260877.3984375,492818.3671875,1063014.828125,1687222.4375,612420.9921875,711829.734375,0.250310772667123,0.543196457979693,0.701273469368476,0.590902632438232,0.567049545208963,887422.28125,955847.890625,-0.848879565306359
"40","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",302439.1875,1510923.328125,469719.875,1215411.1484375,1594848.078125,3387083.6328125,301509.640625,2056190.61328125,0.840593887399349,0.691522829556003,0.390946708491386,0.628496609013018,0.660009719284511,1825519.34570312,842565.51171875,0.37789325426783
"41","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",0,324499.34375,0,78355.703125,469547.703125,498388.0390625,397237.78125,119854.5078125,1,0.605657650697095,1,0.604683821512569,0.802828825348548,433392.7421875,39177.8515625,7.49421107037356
"42","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",1863729.8984375,3601548.9140625,840735.625,927108.43359375,32174753.4375,39053247.4101563,37504948.421875,30100578.9296875,0.945246388329242,0.915565206625601,0.97807483043014,0.970119963414002,0.957683175871622,34839850.9296875,1395419.16601562,20.4922376438487
"43","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",533513.88671875,1540681.29296875,69704.7890625,268659.924804688,3317955.0859375,4740960.80273438,3541682.45703125,2315056.79296875,0.861477817812771,0.754732716462367,0.980698611278008,0.896018041391082,0.878747929601926,3429818.77148438,401086.905761719,12.8971021574375
"44","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",149345.875,665022.40625,91419.828125,692724.0546875,4240016.46875,2805517.171875,1984403.1796875,107779.09375,0.965975496369614,0.808380687993973,0.955959719214531,0.13463918781628,0.882170203604252,2394960.17578125,407184.140625,2.80587009393897
"45","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",2663366.28125,5209995.0390625,1239506.35546875,1024008.1796875,4513997.95703125,7229279.98144531,4551673.96875,3325352.48828125,0.628921398882803,0.581165700535351,0.785966541175531,0.764561217645412,0.696741308264108,4532835.96289062,1951436.31835938,1.86188530800225
"46","Q08211","ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4",0,138284.921875,0,8145.21728515625,0,273786.8359375,185177.125,210365.146484375,NA,0.664415434318791,1,0.96272388574783,0.96272388574783,197771.135742188,4072.60864257812,9.18077498727683
"47","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",5164132,19722467.75,2951901.84375,3380073.890625,6266305.9375,9156545.08203125,4100828.5390625,5007242.984375,0.548212235765879,0.317065722962498,0.581452617139061,0.597001765761354,0.56483242645247,5636774.4609375,4272102.9453125,-0.841449379937587
"48","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",66150.53125,265681.375,0,0,1842142.6640625,1532599.6328125,1210658.328125,509943.94140625,0.965335237052414,0.852258143279183,1,1,0.982667618526207,1371628.98046875,33075.265625,20.7114575098292
"49","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",1164863.90625,1092704.78125,270075.15625,498676.0859375,3040650.78125,2255406.75,4931061.828125,4688868.07421875,0.72301513778746,0.67363548942408,0.948073823654069,0.903870488512144,0.813442813149802,3864759.42773438,795690.43359375,8.17057741558956
"50","P06733","Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2",878416.84375,2330389.1328125,1039494.546875,513841.5859375,5477501.6015625,7509631.359375,7502478.83984375,6242312.6640625,0.861795450758523,0.763172329299241,0.878307447259057,0.923944663350826,0.87005144900879,6872395.75195312,958955.6953125,11.5345387747524
"51","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",348239.99609375,425132.96875,673699.8203125,526291.875,682166.625,681701.258300781,360521.40625,602761.0546875,0.662036336952006,0.615901859230727,0.34859215513134,0.533864302406383,0.574883080818555,642231.156494141,475712.421875,-0.816348192778843
"52","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",1542602.58203125,2790281.16796875,674378.3203125,1193296.046875,2847175.8828125,7251866.125,3612924.0390625,3801610.64453125,0.648592156896884,0.72214297534528,0.842703344951204,0.761097429722147,0.741620202533713,3707267.34179688,1367949.31445312,4.11993435647798
"53","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",104149.7109375,661436.21875,157596.85546875,161459.0078125,78121.2265625,682978,84487.2265625,78220.6796875,0.428599466453614,0.508011586365856,0.348999512291741,0.326355063724372,0.388799489372677,81353.953125,159527.931640625,0.379563076944423
"54","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",192898.37890625,625221.7890625,0,196595.359375,34599.71875,768572.9453125,335701.22265625,289405.484375,0.152087947576073,0.551424773216079,1,0.595483501925505,0.573454137570792,312553.353515625,194746.869140625,-0.60032103284392
"55","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",991805.046875,1220326.0234375,824239.2734375,671114.78515625,1397229.0703125,2007125.58984375,792800.8125,990793.171875,0.584851032582738,0.621891767977016,0.490279010022416,0.596178126281376,0.590514579432057,1194011.12109375,908022.16015625,-0.610815425335048
"56","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",6358291.82421875,3183195.18359375,2196679.9609375,2505847.015625,7303204.078125,13139737.3632813,13834228.0546875,6402667.65625,0.534583044955719,0.804986317596273,0.862972206016251,0.718713263891658,0.761849790743965,10221470.7207032,2844521.09960938,3.47708853345794
"57","P02768","Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2",14517.4111328125,0,560111.25,586363.703125,75710561.3515625,116859265.359375,101454165.953125,93202146.6582031,0.999808287936176,1,0.994509481757296,0.993748022003271,0.997158884846736,97328156.305664,287314.330566406,25.5036928754997
"58","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",521576.90625,222901.2109375,49051.046875,58960.0859375,1228103.453125,1385691.6875,299060.40625,603245.015625,0.70190160536733,0.861430936842992,0.859093843553068,0.910964011303475,0.86026239019803,915674.234375,140930.6484375,9.70219499167128
"59","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",2175265.45117188,2105729.2578125,644553.4609375,1272174.4140625,7516036.671875,9541089.49023438,8455544.5234375,8129213.9453125,0.775544563201793,0.819201337003238,0.929170712002859,0.864682282506296,0.841941809754767,8292379.234375,1688951.8359375,10.7643082978446
"60","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",192711.140625,169832.67578125,121771.515625,0,592273.216796875,522139.5859375,882406.453125,279414.40625,0.754503209136649,0.75456722013768,0.878735125232252,1,0.816651172684966,557206.401367188,145802.095703125,10.7367137611008
"61","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",1373249.171875,1057259.59375,408869.140625,265690.2890625,1388488.375,1729862.15039063,617258.0625,442064.875,0.502758988293845,0.62066257207003,0.601541466418766,0.624601412249056,0.611102019244398,1002873.21875,733064.3671875,-0.464166139245495
"62","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",1545015.703125,2319488.390625,627917.625,1469705.8515625,1659300.7734375,2588757.40625,1971241.9296875,1236578.8671875,0.517832987338863,0.527430270076983,0.758415129279935,0.456928592405702,0.522631628707923,1815271.3515625,1507360.77734375,-0.679378141628169
"63","A0A087WY31","YTH domain-containing family protein 3 OS=Homo sapiens OX=9606 GN=YTHDF3 PE=1 SV=1",130672.671875,275834.875,209075.765625,418054.65625,97397.96875,177996.3125,204582.9453125,423077.9375,0.427051761169665,0.392208198560616,0.494569411698937,0.502986022232003,0.460810586434301,191289.62890625,242455.3203125,-0.47347342553479
"64","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",16896292.6796875,2489001.15234375,3215796.53515625,1271163.5625,1368059.0078125,3073046.79101563,1666623.671875,1946301.70898438,0.0749032339729195,0.552502751200588,0.341351952762048,0.604917705323499,0.446927351981318,1806462.69042969,2852398.84375,0.593598427469347
"65","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",1072806.484375,1762630,1230322.9375,1094497.296875,3574507.1015625,4753623.4375,1912410.25390625,6791018.4609375,0.769155563846337,0.729502540546329,0.608518171105235,0.861201558592964,0.749329052196333,4164065.26953125,1162410.1171875,4.04146911066959
"66","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",845160.91796875,488179.2578125,125810.21484375,228449.3828125,1150065.078125,381044.77734375,302845.640625,316148.791015625,0.576408427103794,0.438373493981047,0.706500650256668,0.580517537900157,0.578462982501976,348596.784179688,358314.3203125,-0.591020278658429
"67","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",1489710.19921875,2182911.1171875,239931.6640625,623265.61328125,2060796.71875,2799168.16015625,851557.3203125,1529976.6875,0.580423237121584,0.561847374224976,0.780179491046455,0.710545527990457,0.645484382556021,1795386.703125,1056487.90625,0.878448809702697
"68","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",11979152.765625,827427.76171875,1478569.28417969,2220249.00683594,21371120.078125,22683774.8720703,17504992.2109375,17240927.6484375,0.640807953153824,0.964807084749905,0.92211317752151,0.885913937982043,0.904013557751776,19438056.1445312,1849409.14550781,11.2389908980306
"69","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",0,0,0,81921.4765625,12990435.0976563,9976911.39453125,27088605.5507813,6671166.38183594,1,1,1,0.987869034391339,1,11483673.2460938,0,25.4978403174077
"70","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",597957.71484375,1780531.9453125,0,54049.359375,817247.9140625,1752145.1484375,398233.03125,252887.125,0.577476443966743,0.495982254233592,1,0.823907022701918,0.700691733334331,607740.47265625,326003.537109375,3.19395623793144
"71","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",367002.53125,1156064.44921875,49181.5234375,2074802.87841797,4058603.56640625,2954664.71484375,3257419.44042969,3013397.41992188,0.917072933480375,0.718769005916155,0.985126259873831,0.59223246791308,0.817920969698265,3135408.43017578,761533.490234375,7.55923963688248
"72","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",4399578.4140625,5376768.32617188,3096143.6875,3176455.3515625,7053833.7421875,8774283.34375,5091648.71875,6875079.2421875,0.615871815835974,0.620044612118814,0.621858550647105,0.683983045381189,0.620951581382959,6964456.4921875,3788016.8828125,0.328720069050021
"73","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",45368.68359375,172026.359375,374022.453125,170693.3515625,206378.134765625,664207.34375,109546.0625,146131.921875,0.81978448073578,0.794284350496591,0.226536796669681,0.461238209595761,0.627761280046176,176255.028320312,171359.85546875,-0.59267903255305
"74","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",1418382.65234375,2264240.47070313,410592.10546875,348785.01953125,2786810.34375,4403004.9375,1418082.2109375,1352201.203125,0.662706883212899,0.660393411060392,0.775470075898668,0.794951296556306,0.719088479555783,2102446.27734375,914487.37890625,3.17285628073954
"75","A0A0G2JIW1","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",1946797.1796875,1712567.9296875,980336.67578125,1105054.21875,1357320.125,2573579.140625,1047581.015625,769651.97265625,0.410796590991001,0.600441165085211,0.516579652154699,0.410545383689655,0.46368812157285,1202450.5703125,1408811.07421875,-0.740670884910527
"76","Q86YZ3","Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2",0,0,0,0,2054945.72998047,1999496.45385742,2917390.59472656,3498548.75976563,1,1,1,1,1,2486168.16235352,0,25.8555490246572
"77","Q15233","Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4",0,0,58590.66796875,0,410974.203125,303708.78125,349302.78515625,364616.6171875,1,1,0.856357910332052,1,1,356959.701171875,0,21.7571165621924
"78","P12236","ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4",5237724.90625,6614972.453125,3652735.3125,3737890.7890625,7297323.9375,8558680.37890625,4023097.046875,5511991.65625,0.582153610126414,0.564048780715416,0.524125183891142,0.595898562910199,0.573101195420915,6404657.796875,4487807.84765625,-0.668161939051218
