"Accession","Description","Control.a.buffer2","Control.b.buffer2","Control.c.buffer2","Control.d.buffer2","Sample.a.buffer2","Sample.b.buffer2","Sample.c.buffer2","Sample.d.buffer2","idirt_a","idirt_b","idirt_c","idirt_d","median_ratio","median_Sample","median_Control","bf"
"11","P05783","Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2",34736008.3496094,21262861.9335938,16246403.5449219,22648907.2944336,111505654.794922,89077615.734375,115355873.31543,98896707.6501465,0.762475291905839,0.807297717184287,0.876549221392563,0.813659198608188,0.810478457896238,105201181.222534,21955884.6140137,8.92214705676171
"12","P02533","Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4",13279958.9111328,9521282.27978516,5601227.57421875,5512059.62011719,124823231.890381,172267080.094482,114648453.07666,65066775.1982422,0.903840317996568,0.947624357492243,0.953420021210029,0.921902088150039,0.934763222821141,119735842.483521,7561254.92700195,19.2803416342497
"13","H0YFD6","Enoyl-CoA hydratase OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2",3929099.42248535,5248113.24267578,6609844.7421875,5873736.55432129,115801238.628418,204803510.625,146173429.167969,118923763.640625,0.967183760720571,0.975015126538694,0.956737118056035,0.952933860492831,0.961960439388303,132548596.404297,5560924.89849854,22.6761249562385
"14","P08727","Keratin, type I cytoskeletal 19 OS=Homo sapiens OX=9606 GN=KRT19 PE=1 SV=4",18709615.8125,8960972.32324219,8110877.29882813,9252657.62695313,72585396.9511719,80925523.1289063,42810217.5610352,27058743.6665039,0.79506420727568,0.900307913016671,0.840716753613614,0.745185883844687,0.817890480444647,57697807.2561036,9106814.97509766,9.31039139358796
"15","P13647","Keratin, type II cytoskeletal 5 OS=Homo sapiens OX=9606 GN=KRT5 PE=1 SV=3",5723506.88085938,5634908.73632813,4831682.3515625,5570938.1796875,94597048.4726563,158586709.148438,106435541.320313,72795784.4921875,0.942947815024642,0.96568716829789,0.956575870304709,0.92891194132217,0.949761842664676,100516294.896485,5602923.45800781,21.0767139512341
"16","P08779","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",264561.734375,505322.09375,506662.833984375,513295.19140625,10923479.2661133,23387416.3984375,23233991.3671875,15153610.800293,0.976353167246754,0.978850390301002,0.978658429978759,0.967236977634371,0.977505798612757,19193801.0837402,505992.463867188,24.0821460586739
"17","A0A087WXI5","Cadherin-1 OS=Homo sapiens OX=9606 GN=CDH1 PE=1 SV=1",8165138.45507813,7985703.08105469,22616230.4082031,206876042.248047,237901255.414063,291383728.442383,306291565.714844,356199890.49707,0.966817336058412,0.973324921517815,0.931238387551804,0.63259654654483,0.949027861805108,298837647.078614,15390684.4316406,13.8321524776824
"18","P14923","Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3",1707709.109375,2589044.45898438,1445808.28613281,1579098.14453125,16769868.3964844,22421006.3359375,22211449.2744141,18507782.9931641,0.907579383237144,0.896479840036548,0.93888521176081,0.921386593881522,0.914482988559333,20359616.1337891,1643403.62695312,17.6819001845874
"19","P08729","Keratin, type II cytoskeletal 7 OS=Homo sapiens OX=9606 GN=KRT7 PE=1 SV=5",11742319.1269531,7419234.703125,3185602.81445313,5625278.93359375,69371668.0039063,70568330.6953125,58992244.46875,20458150.7929688,0.855236814977305,0.904866440371356,0.948766273622443,0.784335150991852,0.880051627674331,64181956.2363281,6522256.81835938,13.627275501648
"20","P04259","Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5",4035922.1953125,2785139.1328125,1922545.88671875,4780732.16015625,12253678.5585938,32859331.8046875,28781085.9648438,23984710.7871094,0.752239342370336,0.921863361706335,0.937383763067075,0.833802936081306,0.87783314889382,26382898.3759766,3410530.6640625,12.5798108127698
"21","P02538","Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3",1536031.2421875,463641.375,1635849.75,0,5119550.3125,14439038.3359375,9022529.7421875,4138711.78125,0.769211566327261,0.968888724444657,0.846519843734307,1,0.907704284089482,7071040.02734375,999836.30859375,15.7150481038967
"22","P22626","Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2",22188103.3813477,37346879.0170898,16424345,9488271.41748047,2581225.51611328,2039574.99951172,2520208.08203125,2863145.43774414,0.104210555191016,0.0517836665024994,0.133030748791939,0.231807044592867,0.118620651991477,2550716.79907226,19306224.1906739,16.3191203091485
"23","P11717","Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3",176798.27734375,105959.33203125,106155.734375,244103.79296875,164157.181640625,264883.90625,296156.115234375,389377.828125,0.481462247677776,0.714274601520738,0.736135700506779,0.614663180681883,0.664468891101311,280520.010742188,141477.005859375,0.47695150938362
"24","P11142","Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1",7653953.00390625,7286417.8203125,8869133.6484375,7854827.90625,10842153.609375,12591824.234375,15735726.7421875,11437199.515625,0.586185722004312,0.63344757548144,0.639537330932516,0.592845908079961,0.613146741780701,12014511.875,7754390.45507812,-0.00955005014105659
"25","Q01085","Nucleolysin TIAR OS=Homo sapiens OX=9606 GN=TIAL1 PE=1 SV=1",545957.4296875,1286652.078125,1851239.0078125,1073291.09375,3767709.078125,3692667.34375,4832861.8046875,4749992.28125,0.873435410758177,0.74160081547038,0.723038437069878,0.815689702074648,0.778645258772514,4258850.6796875,1179971.5859375,7.09076126012007
"26","P17302","Gap junction alpha-1 protein OS=Homo sapiens OX=9606 GN=GJA1 PE=1 SV=2",13220865.484375,13051546.859375,16300502,13338271.9179688,18531434.265625,19436477.75,21529949.2265625,18345850.46875,0.583624947217406,0.598265914400695,0.569116902614297,0.579023469384152,0.581324208300779,18983956.0078125,13279568.7011719,-0.46393530031614
"27","P04406","Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3",10258858.4794922,10691493.3125,8903194.13671875,12447921.6542969,11179821.6210938,12116838.1796875,10302752.1132813,10669235.484375,0.521479007506074,0.531246145025464,0.536435538201159,0.461528873138419,0.526362576265769,10924528.5527344,10475175.8959961,-0.847848195889309
"28","Q04695","Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2",519843.65625,704143.57421875,164803.28125,641791.28125,2476846.1875,9353002.203125,3267551.20703125,5494358.78125,0.826527374084374,0.929985744483787,0.951985355296875,0.895408150923134,0.912696947703461,4380954.99414062,580817.46875,16.1916871240989
"29","Q9BUJ2","Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens OX=9606 GN=HNRNPUL1 PE=1 SV=2",112297.22265625,152597.13671875,258322.947265625,269779.6875,1738397.7109375,232570.908203125,3094455.1015625,1343620.38085938,0.939321591788125,0.603816726930964,0.92295256545362,0.832788102101464,0.877870333777542,1541009.04589844,205460.041992188,9.61648039875442
"30","P13646","Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4",1023467.671875,1319525.21484375,930264.322265625,1201177.39453125,786837.26953125,16111839.3828125,604720.9375,243246.2578125,0.434643496537126,0.924301668555475,0.393958791234474,0.168403679500681,0.4143011438858,695779.103515625,1112322.53320312,-0.738240488940891
"31","E9PDC3","Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens OX=9606 GN=ARVCF PE=1 SV=1",1549364.421875,2961903.1953125,2301510.54492188,2586318.4296875,12523746.3359375,19201356.3515625,18399660.140625,16538846.859375,0.889906045043034,0.866359765852666,0.888822203348686,0.864768832551393,0.877590984600676,17469253.5,2443914.48730469,14.0070855023709
"32","P55084","Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=HADHB PE=1 SV=3",2522181.70703125,2413238.609375,4476863.765625,3736620.34375,2172780.46875,2953913.9765625,3691407.109375,3418892.484375,0.46278977069468,0.550368920813256,0.45192026144395,0.477798386572227,0.470294078633454,3186403.23046875,3129401.02539062,-0.768291810354987
"33","P08670","Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4",740460.888671875,649481.694335938,891448.987304688,821865.96875,6313500.91113281,5444499.04394531,6098168.7890625,6614686.76806641,0.895029075902796,0.893422424154376,0.872460982012666,0.889482936807379,0.891452680480878,6205834.85009765,781163.428710938,14.9328391058442
"34","P10809","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",4036826.5390625,5784054.84375,9784354.8828125,8616427.8671875,8208307.16796875,11623948.7421875,13335384.8242188,15095898.265625,0.670332179652353,0.66773588854138,0.576796494822265,0.636626629588047,0.652181259064714,12479666.7832032,7200241.35546875,0.507705008677015
"35","P68363","Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1",7699549.11328125,9947859.69140625,8804408.98046875,11853207.6445313,8740286.59375,11251533.2578125,10324474.7109375,10504359.9453125,0.531652916094035,0.530747898525422,0.539732212161226,0.469834650084396,0.531200407309728,10414417.328125,9376134.3359375,-0.84871508233258
"36","Q99569","Plakophilin-4 OS=Homo sapiens OX=9606 GN=PKP4 PE=1 SV=2",503162.66796875,1205204.92773438,1029374.76806641,1445530.42089844,3059218.59228516,5811054.28125,5368378.38671875,5982984.63671875,0.858756648654477,0.828226852538301,0.839103706697953,0.805407889775199,0.833665279618127,5589716.33398438,1117289.84790039,10.2679781468141
"37","F8W6I7","Helix-destabilizing protein OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2",634748.125,2914022.95507813,1950453.8828125,2276908.453125,1525373.625,1530913.01171875,1470863.7109375,1962637.828125,0.706151690292457,0.344417337652214,0.42991148019244,0.462935818581589,0.446423649387015,1528143.31835938,2113681.16796875,-0.769183641496179
"38","Q02413","Desmoglein-1 OS=Homo sapiens OX=9606 GN=DSG1 PE=1 SV=2",1035052799.75,877470265.5625,967658617.898438,978483620.71875,14988047.515625,11349664.4335938,8298914.5,9797885.6953125,0.0142737756865886,0.0127693631190782,0.00850335616510406,0.00991406358585391,0.0113417133524661,10573775.0644532,973071119.308594,29.6696272490584
"39","F8W8I6","Nucleolysin TIA-1 isoform p40 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=1",1109813.03125,377319,1227983.859375,216038.078125,961288.578125,566807.375,504211.671875,561555.796875,0.464143610228322,0.600351171208409,0.291082422728078,0.722171065037003,0.532247390718366,564181.5859375,743566.015625,-0.848112533178514
"40","Q00839","Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens OX=9606 GN=HNRNPU PE=1 SV=6",966875.875,595905.33984375,851026.9140625,784742.73046875,893438.59375,1276917.6796875,1275856.8203125,1232772.90234375,0.480262132428786,0.681814387355779,0.599871445576417,0.611035117792477,0.605453281684447,1254314.86132812,817884.822265625,-0.325727018687255
"41","P68133","Actin, alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1",1003283.875,903815.0625,1061630.796875,1185107.0625,731784.375,234378.359375,1589207.46875,239171.890625,0.421761146859785,0.20592137932839,0.59951129020514,0.167924892873152,0.313841263094087,485478.1328125,1032457.3359375,1.84245560322559
"42","Q13509","Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2",0,104726.546875,0,87572.8046875,488092.34375,763542.4453125,337637.1875,741756.26953125,1,0.879384674775551,1,0.894405239838003,0.947202619919001,614924.306640625,43786.40234375,20.517247432831
"43","P06576","ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",2566097.6328125,3354965.109375,4659668.5078125,5358716.609375,29479328.3203125,34454152.390625,39334961.0078125,33672824.0390625,0.919923122989031,0.911265712314629,0.89408551545689,0.862708042768752,0.90267561388576,34063488.2148438,4007316.80859375,15.8148793729998
"44","P11021","Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2",1182233.84375,1816615.38085938,2035063.36914063,2406106.21875,2459783.54882813,3352651.80859375,5700243.58398438,3476477.90625,0.675390390457989,0.648573905298255,0.736912396434575,0.590978017887674,0.661982147878122,3414564.85742188,1925839.375,1.17670594450343
"45","Q14157","Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2",50983.390625,113515.08984375,165837.9765625,370496.296875,236903.53125,1934391.58984375,2083091.72265625,2937452,0.822904804799931,0.944570184291273,0.926259154912619,0.887998159697657,0.907128657305138,2008741.65625,139676.533203125,15.6623132568088
"46","P25705","ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",3059797.1953125,6054951.203125,7622253.80859375,7574770.27392578,6458522.53125,6748614.31640625,8436000.00585938,7893231.88671875,0.678535993409256,0.527088669645307,0.525337318947258,0.5102942063715,0.526212994296282,7320923.1015625,6814860.73852539,-0.68075374683153
"47","Q08211","ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4",13732.3955078125,0,0,30860.083984375,182991.25,0,222002.328125,330959.90625,0.930194484387658,NA,1,0.914708736893214,0.930194484387658,202496.7890625,6866.19775390625,15.065091271816
"48","P08238","Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4",1201558.796875,2058325.4609375,8067035.7890625,6695869.8046875,7349250.46875,6302731.53125,7987503.7734375,6859776.359375,0.85948010772438,0.753819946107199,0.497523067687012,0.50604569316371,0.629932819635455,7104513.4140625,4377097.6328125,0.920189331554424
"49","P19013","Keratin, type II cytoskeletal 4 OS=Homo sapiens OX=9606 GN=KRT4 PE=1 SV=5",862875.1875,594646.5234375,1274066.578125,1210132.28125,1043379.3515625,3869419.44921875,516778.1875,480270.859375,0.547345241772191,0.866792621999789,0.288566712994605,0.284116166039201,0.417955977383398,780078.76953125,1036503.734375,-0.816200132911393
"50","P07900","Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5",590474.796875,617130.9765625,759797.046875,810013.59375,6758414.0234375,7333667.84375,5132790.3125,5270176.53125,0.919651145729282,0.922381261240585,0.871058840448725,0.866778245894079,0.895354993089003,6014295.27734375,688464.01171875,15.6217946464174
"51","P06733","Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2",565271.28515625,601123.84375,665472.20703125,309048.8125,7455869.4765625,5610828.6328125,6865900.7265625,6313190.5234375,0.929527320122091,0.903231094246451,0.911639987436699,0.953331675763687,0.920583653779395,6589545.625,583197.564453125,18.5285646452586
"52","P61978","Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1",472159.48828125,925280.630859375,863677.4140625,744279.15234375,451032.5078125,443640.97265625,907263.212890625,1219475.13378906,0.488557645344553,0.324080627785334,0.512305832890376,0.620991710826792,0.500431739117464,679147.860351562,803978.283203125,-0.772396465529257
"53","P04083","Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2",1188414.875,302753.359375,970577.0859375,892728.9296875,3633382.41015625,4321169.0625,5380040.6484375,3970141.6484375,0.753532800174222,0.934524559075056,0.847168082455364,0.816419352449287,0.831793717452326,4145655.35546875,931653.0078125,10.6561607500054
"54","Q92945","Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4",194328.515625,312884.59375,859165.109375,752765.6484375,131280.8828125,114931.3046875,487135.2734375,901028.39453125,0.403185176602631,0.26864664241619,0.36183252983992,0.544825033299673,0.382508853221276,309208.078125,532825.12109375,0.507569095005534
"55","A0A087WVQ6","Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1",425344.5859375,360890.546875,580079.63671875,357956.8515625,501995,293877.7734375,904956.8515625,282624.6796875,0.541328125761508,0.448827110782088,0.609383579934711,0.441200168752914,0.495077618271798,397936.38671875,393117.56640625,-0.845773525778067
"56","P31943","Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4",1212526.1640625,1516118.625,2043284.046875,1385083.76171875,1175588.890625,1563062.875,1727109.859375,1924891.53125,0.492266437631429,0.507622845551651,0.458071464764478,0.581542567806766,0.49994464159154,1645086.3671875,1450601.19335938,-0.845440158494645
"57","P07355","Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",4304166.34765625,1050784.5625,3823237.3515625,3014213.01171875,6196925.84375,7792989.328125,5491769.03125,5562285.92773438,0.590122030241898,0.881183691996705,0.589561488801885,0.648549713234041,0.619335871737969,5879605.88574219,3418725.18164062,1.6280771787595
"58","P02768","Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2",0,0,178185.75,0,79692028.84375,170458117.515625,78156757.375,60393544.7050781,1,1,0.997725335043447,1,1,78924393.109375,0,26.9547528448468
"59","P06748","Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2",233758.3359375,41410.55078125,237638.7109375,144596.63671875,164540.25,132406.625,289543.421875,769236.21875,0.413107793523071,0.761758004667125,0.54922844279698,0.841769054533962,0.655493223732053,227041.8359375,189177.486328125,0.588536030834141
"60","P14618","Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",773401.328125,868512.71875,1049881.078125,1392786.6796875,7307099.4140625,7406413.73046875,9919385.71875,8943807.4296875,0.904287945413191,0.895042847319568,0.904288855621226,0.865256711741803,0.899665396366379,8175110.58007812,959196.8984375,15.3636115626202
"61","Q9Y230","RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3",252904.25,959639.21875,1417299.703125,792157.8359375,1352397.35742188,1638313.203125,1821658.28125,1419090.69140625,0.842456863663044,0.630617092649677,0.562421090374691,0.641759926059024,0.63618850935435,1528701.94726562,875898.52734375,1.368456601522
"62","B4DY08","Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1",1145906.0078125,1118028.5625,1089760.140625,848238.73828125,1022739.14208984,813265.373046875,695501.4765625,588504.125,0.471602807926367,0.421098703867978,0.389579583107933,0.409609917014634,0.415354310441306,754383.424804688,1103894.3515625,-0.0700512772563107
"63","P52597","Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",2158240.78125,3443080.5703125,2753233.6640625,2396146.2265625,3182768.4375,4468457.34375,3363573.203125,3509535.2421875,0.595911429309401,0.564802620209588,0.549890371914189,0.594264228566721,0.579533424388155,3436554.22265625,2574689.9453125,-0.534752120855617
"64","A0A087X0X3","Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=1",15855143.9746094,19837360.5898438,2802332.05859375,23709008.4169922,932538.244140625,1162130.93359375,1761202.13671875,1338931.77148438,0.0555489573837108,0.0553409082451684,0.385929426918241,0.0534547655978659,0.0554449328144396,1250531.35253906,17846252.2822266,15.576063629454
"65","Q9NZT1","Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",796266.21875,977446.6875,812881.28125,1233607.359375,7289138.59375,2834298.390625,725380.390625,3020266.890625,0.901518076433356,0.743569764644175,0.471558515620316,0.710003801975341,0.726786783309758,2927282.640625,895163.984375,2.72115547538952
"66","P23246","Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",496572.13671875,240753.2109375,505301.94140625,388680.265625,584571.482421875,701763.1484375,458433.29296875,364830.3046875,0.540697343139792,0.744563361110095,0.475683856537685,0.484174103272626,0.512435723206209,521502.387695312,442626.201171875,-0.673395572251314
"67","P19474","E3 ubiquitin-protein ligase TRIM21 OS=Homo sapiens OX=9606 GN=TRIM21 PE=1 SV=1",17274507.7421875,21909158.96875,15725404.234375,24130896.8300781,5007079.21875,5178472.37792969,5219426.95898438,5634754.41015625,0.224718249536178,0.191174795302449,0.24919880761031,0.189303918287524,0.207946522419313,5198949.66845703,19591833.3554688,9.21391502186012
"68","Q99623","Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2",1969149.21875,3136119.44921875,3562432.77734375,3856739.52734375,2845725.68359375,4811487.12890625,4872103.6953125,5510031.3671875,0.591027958422872,0.605400768345704,0.577637397278116,0.588253030764797,0.589640494593834,4841795.41210938,3349276.11328125,-0.361878546375575
"69","P13639","Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4",624626.4375,1841226.15625,1894681.12109375,403785.384765625,21566882.5410156,19116688.4296875,18815455.0410156,18349271.8349609,0.971852908330627,0.912146499657679,0.908514308826216,0.978468290261447,0.941999703994153,18966071.7353515,1232926.296875,20.4485323135118
"70","Q5D862","Filaggrin-2 OS=Homo sapiens OX=9606 GN=FLG2 PE=1 SV=1",99855.1015625,117576.6171875,82677.859375,0,9088738.140625,10010153.3623047,5114320.890625,5604241.22949219,0.989132710641273,0.988390624806785,0.984091229697717,1,0.988761667724029,7346489.6850586,91266.48046875,25.8636555226555
"71","P35232","Prohibitin OS=Homo sapiens OX=9606 GN=PHB PE=1 SV=1",941258.8828125,1715864.9609375,3012035.4609375,3537002.484375,5381772.05078125,2364483.7265625,3322065.53125,5711994.3828125,0.851138023410313,0.579480801188881,0.524473091816415,0.617579880805976,0.598530340997429,4351918.79101562,2363950.2109375,0.633211633711014
"72","Q5T5P2","Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2",269445.780639648,54643.5458984375,198699.29296875,363615.648925781,6507397.47558594,6641682.421875,9052454.92382813,8702963.46972656,0.96024022240855,0.991839772113632,0.978521675424243,0.95989494558342,0.969380948916396,7672322.94580078,234072.536804199,23.7755130516036
"73","P68104","Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1",3063014.68554688,3430447.19921875,3644206.078125,3230947.96875,5622048.17578125,6704274.9296875,6619628.609375,5862610.59375,0.647323832371378,0.661515416447933,0.644946923924723,0.644699272947581,0.646135378148051,6241119.6015625,3330697.58398438,0.80223576651587
"74","P51991","Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens OX=9606 GN=HNRNPA3 PE=1 SV=2",336350.115234375,380471.59375,206496.765625,355122.5703125,68259.9033203125,221122.953613281,193837.658203125,191226.71875,0.168705420503784,0.367561432500406,0.48418933438096,0.350008177146405,0.358784804823406,192532.188476562,345736.342773438,2.07161838696121
"75","P38646","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",495105.107421875,491558.390625,1108330.41992188,826131.11328125,1163108.03808594,2593766.56640625,2154374.671875,1785445.74414063,0.701422516904331,0.840678567907484,0.660303218115406,0.683665785698225,0.692544151301278,1969910.20800781,660618.110351562,3.3798700019526
"76","A0A0G2JIW1","Heat shock 70 kDa protein 1B OS=Homo sapiens OX=9606 GN=HSPA1B PE=1 SV=1",1494903.10546875,2326373.34375,1775409.31054688,1812757.640625,1421451.59375,1082162.1640625,7603509.91796875,1601265.3828125,0.487406965322423,0.317485958876515,0.810702143041286,0.469025947341217,0.47821645633182,1511358.48828125,1794083.47558594,-0.846930851605551
"77","Q86YZ3","Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2",0,0,0,0,4933358.93359375,2755870.50390625,2268594.05078125,2396162.66699219,1,1,1,1,1,2576016.58544922,0,27.0241729666342
